income,gini
.69128776,.17
.70040572,.17
.70925575,.17
.7178703,.17
.72627687,.17
.73449916,.17
.7425577,.17
.75047046,.17
.75825316,.17
.7659198,.17
.7734831,.17
.7809543,.17
.78834361,.17
.7956605,.17
.80291355,.17
.81011069,.17
.81725925,.17
.82436615,.17
.83143783,.17
.83848041,.17
.84549969,.17
.85250115,.17
.8594901,.17
.86647177,.17
.87345093,.17
.88043243,.17
.88742107,.17
.89442146,.17
.90143806,.17
.90847564,.17
.91553855,.17
.92263144,.17
.92975879,.17
.93692529,.17
.94413567,.17
.95139456,.17
.95870703,.17
.96607798,.17
.97351271,.17
.9810164,.17
.98859483,.17
.99625373,.17
1.003999,.17
1.0118372,.17
1.019775,.17
1.0278194,.17
1.0359781,.17
1.0442587,.17
1.0526699,.17
1.0612206,.17
1.0699208,.17
1.0787807,.17
1.0878116,.17
1.0970258,.17
1.1064365,.17
1.116058,.17
1.1259062,.17
1.1359986,.17
1.1463541,.17
1.1569937,.17
1.1679411,.17
1.1792225,.17
1.1908671,.17
1.2029078,.17
1.2153825,.17
1.2283336,.17
1.2418103,.17
1.2558692,.17
1.2705759,.17
1.2860081,.17
1.3022577,.17
1.3194342,.17
1.337671,.17
1.3571321,.17
1.378022,.17
1.4006002,.17
1.4252049,.17
1.4522858,.17
1.4824615,.17
1.5166154,.17
1.5560751,.17
1.6029692,.17
1.6610439,.17
1.737885,.17
1.8530844,.17
2.0975785,.17
.41262949,.18
.4705272,.18
.50363618,.18
.52835405,.18
.54865623,.18
.56618965,.18
.5818091,.18
.59602022,.18
.60914904,.18
.62141907,.18
.63299102,.18
.64398462,.18
.65449154,.18
.66458416,.18
.67432022,.18
.68374711,.18
.69290394,.18
.70182371,.18
.71053427,.18
.71905965,.18
.72742081,.18
.73563588,.18
.74372095,.18
.75169039,.18
.75955695,.18
.76733232,.18
.77502674,.18
.78265005,.18
.79021084,.18
.79771739,.18
.80517727,.18
.81259751,.18
.81998473,.18
.82734531,.18
.83468515,.18
.84200996,.18
.84932536,.18
.85663652,.18
.86394858,.18
.87126672,.18
.87859565,.18
.88594037,.18
.89330566,.18
.90069622,.18
.90811688,.18
.9155724,.18
.92306769,.18
.93060762,.18
.93819702,.18
.94584113,.18
.95354503,.18
.96131414,.18
.969154,.18
.97707039,.18
.98506904,.18
.99315637,.18
1.0013387,.18
1.0096232,.18
1.0180167,.18
1.0265268,.18
1.0351619,.18
1.0439302,.18
1.0528409,.18
1.0619042,.18
1.0711299,.18
1.0805297,.18
1.0901157,.18
1.0999011,.18
1.1099001,.18
1.1201285,.18
1.1306034,.18
1.1413436,.18
1.1523695,.18
1.1637045,.18
1.1753736,.18
1.1874053,.18
1.1998317,.18
1.2126888,.18
1.226017,.18
1.2398629,.18
1.2542799,.18
1.2693294,.18
1.2850837,.18
1.3016263,.18
1.3190579,.18
1.3374982,.18
1.3570924,.18
1.3780195,.18
1.4005026,.18
1.4248259,.18
1.4513588,.18
1.4805934,.18
1.5132072,.18
1.5501684,.18
1.5929328,.18
1.643838,.18
1.7070032,.18
1.7907809,.18
1.9167905,.18
2.1857433,.18
.39136687,.19
.44959295,.19
.48307496,.19
.50815278,.19
.52880025,.19
.54666656,.19
.5626089,.19
.57713473,.19
.59057158,.19
.60314435,.19
.61501461,.19
.6263029,.19
.63710165,.19
.64748377,.19
.6575076,.19
.66722077,.19
.67666298,.19
.68586743,.19
.69486243,.19
.70367223,.19
.712318,.19
.72081816,.19
.72918904,.19
.73744524,.19
.74559969,.19
.7536642,.19
.76164937,.19
.76956511,.19
.77742028,.19
.78522325,.19
.7929818,.19
.80070311,.19
.80839401,.19
.81606108,.19
.82371038,.19
.83134782,.19
.83897907,.19
.84660965,.19
.85424495,.19
.86189008,.19
.86955023,.19
.87723047,.19
.88493568,.19
.89267111,.19
.90044153,.19
.90825218,.19
.91610795,.19
.92401409,.19
.93197596,.19
.93999875,.19
.94808805,.19
.95624954,.19
.9644891,.19
.97281283,.19
.98122704,.19
.98973835,.19
.99835384,.19
1.0070806,.19
1.0159264,.19
1.0248995,.19
1.0340084,.19
1.0432624,.19
1.0526711,.19
1.0622452,.19
1.0719961,.19
1.0819356,.19
1.092077,.19
1.1024346,.19
1.1130239,.19
1.1238613,.19
1.1349658,.19
1.1463575,.19
1.1580588,.19
1.1700943,.19
1.1824917,.19
1.1952815,.19
1.2084987,.19
1.2221817,.19
1.2363751,.19
1.2511288,.19
1.2665009,.19
1.2825583,.19
1.2993788,.19
1.3170538,.19
1.3356922,.19
1.355424,.19
1.3764075,.19
1.3988372,.19
1.4229561,.19
1.4490738,.19
1.4775923,.19
1.5090492,.19
1.5441829,.19
1.5840516,.19
1.6302471,.19
1.6853274,.19
1.7538062,.19
1.8448514,.19
1.9822409,.19
2.2771511,.19
.37101755,.2
.42938888,.2
.4631418,.2
.48850504,.2
.50943798,.2
.52758676,.2
.54380786,.2
.55860919,.2
.57231867,.2
.58516163,.2
.59730017,.2
.60885507,.2
.61991948,.2
.63056642,.2
.64085448,.2
.65083182,.2
.66053832,.2
.67000729,.2
.67926735,.2
.68834299,.2
.69725555,.2
.70602369,.2
.71466392,.2
.7231909,.2
.73161781,.2
.73995656,.2
.74821812,.2
.75641233,.2
.7645483,.2
.77263463,.2
.78067911,.2
.7886892,.2
.79667181,.2
.80463374,.2
.81258118,.2
.82052028,.2
.82845688,.2
.83639663,.2
.84434503,.2
.85230756,.2
.86028945,.2
.86829603,.2
.87633252,.2
.88440418,.2
.89251626,.2
.90067399,.2
.90888268,.2
.91714787,.2
.925475,.2
.93386978,.2
.94233799,.2
.95088577,.2
.95951915,.2
.96824485,.2
.97706938,.2
.98599994,.2
.99504387,.2
1.0042089,.2
1.0135034,.2
1.0229359,.2
1.0325158,.2
1.0422528,.2
1.0521575,.2
1.0622411,.2
1.0725158,.2
1.0829945,.2
1.0936913,.2
1.1046216,.2
1.115802,.2
1.1272506,.2
1.1389872,.2
1.1510338,.2
1.1634144,.2
1.1761557,.2
1.1892873,.2
1.2028425,.2
1.2168586,.2
1.2313775,.2
1.2464467,.2
1.2621211,.2
1.2784629,.2
1.2955444,.2
1.3134499,.2
1.3322785,.2
1.3521479,.2
1.3731995,.2
1.3956041,.2
1.4195731,.2
1.4453701,.2
1.4733313,.2
1.5038939,.2
1.5376415,.2
1.5753787,.2
1.6182572,.2
1.668012,.2
1.7274349,.2
1.8014573,.2
1.9001114,.2
2.0494728,.2
2.371912,.2
.35154903,.21
.40989614,.21
.44382378,.21
.4694019,.21
.49056339,.21
.50894612,.21
.52540386,.21
.54044282,.21
.55439055,.21
.56747216,.21
.57984972,.21
.59164417,.21
.60294849,.21
.61383599,.21
.62436551,.21
.63458526,.21
.64453512,.21
.65424877,.21
.66375488,.21
.67307806,.21
.68223977,.21
.69125891,.21
.70015192,.21
.70893383,.21
.71761787,.21
.72621614,.21
.7347396,.21
.74319834,.21
.75160158,.21
.75995803,.21
.76827562,.21
.77656204,.21
.78482437,.21
.79306936,.21
.80130363,.21
.8095333,.21
.81776434,.21
.82600272,.21
.83425409,.21
.84252411,.21
.85081822,.21
.85914189,.21
.86750054,.21
.87589979,.21
.88434488,.21
.89284158,.21
.90139526,.21
.91001177,.21
.91869688,.21
.92745656,.21
.936297,.21
.94522446,.21
.95424569,.21
.96336734,.21
.97259676,.21
.98194128,.21
.99140882,.21
1.0010078,.21
1.0107466,.21
1.0206349,.21
1.0306824,.21
1.0408995,.21
1.0512977,.21
1.0618888,.21
1.0726857,.21
1.0837026,.21
1.0949544,.21
1.1064575,.21
1.1182297,.21
1.1302907,.21
1.1426616,.21
1.1553658,.21
1.1684294,.21
1.181881,.21
1.1957525,.21
1.2100796,.21
1.2249025,.21
1.2402662,.21
1.2562222,.21
1.2728293,.21
1.2901547,.21
1.3082764,.21
1.3272854,.21
1.3472886,.21
1.3684132,.21
1.3908114,.21
1.414669,.21
1.4402139,.21
1.4677316,.21
1.4975859,.21
1.5302509,.21
1.5663592,.21
1.6067839,.21
1.6527759,.21
1.7062213,.21
1.7701582,.21
1.84996,.21
1.9565756,.21
2.1185241,.21
2.4701385,.21
.3329297,.22
.39109597,.22
.42510822,.22
.45083445,.22
.4721702,.22
.49074084,.22
.50739437,.22
.52263463,.22
.53678751,.22
.55007726,.22
.5626654,.22
.5746727,.22
.58619207,.22
.5972966,.22
.60804504,.22
.61848575,.22
.62865859,.22
.63859731,.22
.64833063,.22
.65788323,.22
.66727662,.22
.67652982,.22
.68565947,.22
.69468057,.22
.70360649,.22
.71244931,.22
.72122031,.22
.72992957,.22
.73858654,.22
.74719983,.22
.75577784,.22
.764328,.22
.77285779,.22
.7813741,.22
.78988355,.22
.79839253,.22
.80690724,.22
.81543356,.22
.82397753,.22
.83254492,.22
.84114134,.22
.84977257,.22
.85844421,.22
.86716193,.22
.87593144,.22
.88475853,.22
.89364904,.22
.90260893,.22
.91164434,.22
.92076159,.22
.92996716,.22
.93926764,.22
.94867003,.22
.95818162,.22
.96780992,.22
.97756284,.22
.98744887,.22
.9974767,.22
1.0076556,.22
1.0179955,.22
1.0285068,.22
1.0392007,.22
1.0500892,.22
1.0611852,.22
1.0725025,.22
1.084056,.22
1.0958618,.22
1.1079373,.22
1.1203017,.22
1.1329759,.22
1.1459826,.22
1.1593469,.22
1.1730968,.22
1.1872628,.22
1.2018791,.22
1.2169844,.22
1.2326212,.22
1.2488385,.22
1.2656914,.22
1.2832429,.22
1.3015655,.22
1.320743,.22
1.3408732,.22
1.3620718,.22
1.384475,.22
1.4082476,.22
1.4335895,.22
1.4607466,.22
1.4900273,.22
1.5218246,.22
1.5566506,.22
1.5951899,.22
1.6383874,.22
1.6875985,.22
1.744868,.22
1.8134943,.22
1.8993181,.22
2.0142589,.22
2.1894321,.22
2.5719483,.22
.31512913,.23
.37297013,.23
.40698254,.23
.4327938,.23
.45425233,.23
.47296664,.23
.48977721,.23
.50518364,.23
.51950955,.23
.53297788,.23
.54574913,.23
.55794352,.23
.56965345,.23
.58095181,.23
.59189731,.23
.60253799,.23
.61291373,.23
.6230582,.23
.6330002,.23
.64276433,.23
.65237218,.23
.66184276,.23
.67119288,.23
.68043745,.23
.68958992,.23
.6986627,.23
.70766687,.23
.7166127,.23
.72550964,.23
.73436666,.23
.74319202,.23
.75199354,.23
.76077849,.23
.76955414,.23
.77832711,.23
.78710401,.23
.79589111,.23
.80469471,.23
.81352067,.23
.82237518,.23
.8312639,.23
.84019285,.23
.84916794,.23
.85819489,.23
.86727983,.23
.8764286,.23
.88564748,.23
.89494258,.23
.90432042,.23
.91378754,.23
.92335075,.23
.93301713,.23
.94279391,.23
.95268881,.23
.96270978,.23
.97286528,.23
.98316407,.23
.99361557,.23
1.0042294,.23
1.0150163,.23
1.0259873,.23
1.0371542,.23
1.0485299,.23
1.060128,.23
1.0719631,.23
1.0840513,.23
1.0964094,.23
1.1090566,.23
1.122013,.23
1.1353006,.23
1.1489444,.23
1.1629705,.23
1.1774094,.23
1.1922933,.23
1.2076592,.23
1.2235481,.23
1.240006,.23
1.257085,.23
1.2748442,.23
1.2933512,.23
1.3126841,.23
1.3329324,.23
1.3542017,.23
1.3766153,.23
1.4003206,.23
1.4254946,.23
1.4523518,.23
1.4811574,.23
1.5122434,.23
1.5460335,.23
1.5830797,.23
1.6241211,.23
1.6701777,.23
1.7227148,.23
1.7839448,.23
1.8574399,.23
1.9495344,.23
2.0731759,.23
2.2622359,.23
2.6774623,.23
.29811764,.24
.3555007,.24
.38943434,.24
.4152711,.24
.43680346,.24
.45561936,.24
.47254956,.24
.48808846,.24
.50255662,.24
.51617485,.24
.52910256,.24
.54145885,.24
.55333567,.24
.56480545,.24
.57592642,.24
.58674651,.24
.59730542,.24
.60763675,.24
.61776906,.24
.62772709,.24
.63753235,.24
.6472038,.24
.65675831,.24
.66621071,.24
.67557478,.24
.68486261,.24
.6940856,.24
.70325404,.24
.71237749,.24
.72146487,.24
.73052466,.24
.73956472,.24
.74859256,.24
.75761545,.24
.76664019,.24
.77567351,.24
.78472191,.24
.79379165,.24
.80288899,.24
.81202006,.24
.82119089,.24
.83040768,.24
.83967638,.24
.8490032,.24
.85839421,.24
.86785579,.24
.8773942,.24
.88701612,.24
.8967281,.24
.90653706,.24
.91645026,.24
.92647505,.24
.93661904,.24
.94689041,.24
.9572975,.24
.9678492,.24
.97855484,.24
.98942423,.24
1.0004678,.24
1.0116967,.24
1.0231228,.24
1.0347584,.24
1.0466174,.24
1.0587142,.24
1.0710641,.24
1.0836846,.24
1.0965935,.24
1.1098108,.24
1.1233584,.24
1.1372596,.24
1.1515406,.24
1.1662303,.24
1.18136,.24
1.196965,.24
1.2130845,.24
1.2297621,.24
1.2470472,.24
1.2649953,.24
1.2836701,.24
1.3031436,.24
1.323499,.24
1.3448329,.24
1.367258,.24
1.3909068,.24
1.4159372,.24
1.4425386,.24
1.4709423,.24
1.5014325,.24
1.5343661,.24
1.5701988,.24
1.6095247,.24
1.6531394,.24
1.7021426,.24
1.7581143,.24
1.8234434,.24
1.9019909,.24
2.0006115,.24
2.1333408,.24
2.3369746,.24
2.7868063,.24
.28186655,.25
.33867005,.25
.37245128,.25
.39825749,.25
.4198173,.25
.43869466,.25
.45570883,.25
.47134787,.25
.48592845,.25
.49966902,.25
.51272726,.25
.52522117,.25
.53724176,.25
.54886085,.25
.56013638,.25
.57111573,.25
.58183843,.25
.59233791,.25
.60264254,.25
.61277711,.25
.62276292,.25
.63261884,.25
.64236176,.25
.65200675,.25
.66156721,.25
.6710555,.25
.68048304,.25
.68986011,.25
.6991964,.25
.70850092,.25
.71778214,.25
.7270481,.25
.73630643,.25
.74556434,.25
.75482899,.25
.76410711,.25
.77340531,.25
.7827301,.25
.79208791,.25
.80148494,.25
.81092751,.25
.82042193,.25
.82997435,.25
.83959126,.25
.84927899,.25
.85904402,.25
.86889303,.25
.87883288,.25
.88887048,.25
.89901316,.25
.9092682,.25
.91964358,.25
.93014735,.25
.94078791,.25
.95157415,.25
.96251541,.25
.97362143,.25
.98490274,.25
.99637032,.25
1.0080359,.25
1.019912,.25
1.0320119,.25
1.0443498,.25
1.0569413,.25
1.0698029,.25
1.0829526,.25
1.0964097,.25
1.1101955,.25
1.1243329,.25
1.138847,.25
1.1537657,.25
1.1691194,.25
1.1849418,.25
1.2012702,.25
1.2181467,.25
1.2356176,.25
1.2537357,.25
1.2725601,.25
1.2921588,.25
1.3126088,.25
1.333999,.25
1.3564326,.25
1.38003,.25
1.4049331,.25
1.4313108,.25
1.4593662,.25
1.4893467,.25
1.5215572,.25
1.5563806,.25
1.594306,.25
1.6359711,.25
1.6822313,.25
1.7342691,.25
1.7937859,.25
1.8633553,.25
1.9471424,.25
2.0525515,.25
2.1947677,.25
2.4136887,.25
2.90011,.25
.26483545,.26
.3208735,.26
.35440814,.26
.38012001,.26
.40165943,.26
.42056036,.26
.43762752,.26
.45334086,.26
.46801215,.26
.48185647,.26
.49502942,.26
.50764728,.26
.51980013,.26
.53155881,.26
.54298055,.26
.55411243,.26
.56499344,.26
.57565677,.26
.58613062,.26
.59643942,.26
.60660458,.26
.61664486,.26
.6265769,.26
.63641584,.26
.64617515,.26
.65586722,.26
.66550326,.26
.67509371,.26
.68464845,.26
.69417644,.26
.70368624,.26
.71318591,.26
.72268331,.26
.73218572,.26
.74170035,.26
.75123417,.26
.76079398,.26
.77038628,.26
.78001779,.26
.78969485,.26
.79942411,.26
.80921185,.26
.81906474,.26
.82898921,.26
.838992,.26
.84907991,.26
.85925996,.26
.86953908,.26
.87992465,.26
.89042437,.26
.90104598,.26
.9117977,.26
.92268801,.26
.93372595,.26
.94492078,.26
.95628238,.26
.96782112,.26
.9795481,.26
.99147493,.26
1.0036141,.26
1.0159788,.26
1.0285833,.26
1.0414428,.26
1.0545737,.26
1.0679936,.26
1.0817215,.26
1.0957785,.26
1.1101867,.26
1.1249707,.26
1.1401578,.26
1.1557772,.26
1.1718616,.26
1.1884472,.26
1.2055738,.26
1.2232863,.26
1.2416344,.26
1.2606746,.26
1.2804705,.26
1.3010947,.26
1.3226298,.26
1.3451713,.26
1.3688302,.26
1.3937355,.26
1.4200399,.26
1.4479251,.26
1.4776095,.26
1.5093594,.26
1.5435034,.26
1.580454,.26
1.6207387,.26
1.6650461,.26
1.7143002,.26
1.7697793,.26
1.8333247,.26
1.9077245,.26
1.9974965,.26
2.1106842,.26
2.2638118,.26
2.5004036,.26
3.0294783,.26
.25009164,.27
.30532852,.27
.33857241,.27
.36414689,.27
.38562435,.27
.40450874,.27
.42158997,.27
.43733975,.27
.4520646,.27
.46597639,.27
.4792282,.27
.49193484,.27
.50418496,.27
.51604867,.27
.52758235,.27
.5388326,.27
.54983807,.27
.56063151,.27
.5712409,.27
.58169043,.27
.59200138,.27
.6021924,.27
.61228013,.27
.62227941,.27
.63220394,.27
.64206588,.27
.65187669,.27
.66164666,.27
.67138565,.27
.68110281,.27
.69080663,.27
.70050544,.27
.71020693,.27
.71991873,.27
.72964799,.27
.73940188,.27
.74918717,.27
.75901073,.27
.76887929,.27
.77879947,.27
.78877789,.27
.79882133,.27
.8089363,.27
.81912982,.27
.82940865,.27
.83977985,.27
.8502506,.27
.86082846,.27
.87152082,.27
.88233578,.27
.89328152,.27
.90436649,.27
.91559976,.27
.92699051,.27
.93854868,.27
.9502846,.27
.96220922,.27
.97433406,.27
.98667157,.27
.99923468,.27
1.0120375,.27
1.0250949,.27
1.0384231,.27
1.0520393,.27
1.065962,.27
1.0802116,.27
1.09481,.27
1.109781,.27
1.1251508,.27
1.1409477,.27
1.1572032,.27
1.1739516,.27
1.1912314,.27
1.2090849,.27
1.2275597,.27
1.2467089,.27
1.2665921,.27
1.2872772,.27
1.3088412,.27
1.3313723,.27
1.3549719,.27
1.3797581,.27
1.4058686,.27
1.4334661,.27
1.4627442,.27
1.4939358,.27
1.5273256,.27
1.563264,.27
1.6021923,.27
1.6446742,.27
1.6914468,.27
1.743499,.27
1.8022014,.27
1.8695279,.27
1.9484727,.27
2.0438914,.27
2.1644404,.27
2.327934,.27
2.5813975,.27
3.1515415,.27
.2360248,.28
.29036987,.28
.3232646,.28
.34865567,.28
.37003228,.28
.38886586,.28
.40593031,.28
.42168814,.28
.43644029,.28
.45039478,.28
.46370214,.28
.47647539,.28
.48880169,.28
.50075012,.28
.51237631,.28
.52372617,.28
.53483796,.28
.54574382,.28
.55647165,.28
.56704533,.28
.57748598,.28
.58781195,.28
.59803993,.28
.60818464,.28
.61825955,.28
.62827712,.28
.6382485,.28
.64818418,.28
.65809393,.28
.66798687,.28
.67787176,.28
.68775684,.28
.6976499,.28
.70755863,.28
.71749032,.28
.72745228,.28
.73745143,.28
.74749464,.28
.75758898,.28
.76774102,.28
.7779578,.28
.78824598,.28
.79861259,.28
.80906469,.28
.81960934,.28
.83025384,.28
.84100562,.28
.8518725,.28
.86286235,.28
.87398332,.28
.88524419,.28
.89665371,.28
.90822119,.28
.91995656,.28
.93187004,.28
.94397253,.28
.9562754,.28
.96879095,.28
.98153204,.28
.99451244,.28
1.0077469,.28
1.0212513,.28
1.0350424,.28
1.0491385,.28
1.0635594,.28
1.0783263,.28
1.0934623,.28
1.1089928,.28
1.1249452,.28
1.1413497,.28
1.1582394,.28
1.175651,.28
1.1936249,.28
1.2122061,.28
1.231445,.28
1.2513977,.28
1.272128,.28
1.2937075,.28
1.316218,.28
1.3397533,.28
1.3644211,.28
1.390347,.28
1.4176774,.28
1.4465854,.28
1.477277,.28
1.5100009,.28
1.5450596,.28
1.5828273,.28
1.6237748,.28
1.6685035,.28
1.7178012,.28
1.7727252,.28
1.8347415,.28
1.9059644,.28
1.989603,.28
2.0908682,.28
2.2190623,.28
2.3933604,.28
2.6644936,.28
3.2779975,.28
.22260961,.29
.27598134,.29
.30847287,.29
.33363762,.29
.35487676,.29
.37362713,.29
.39064535,.29
.40638417,.29
.42113832,.29
.43511179,.29
.44845226,.29
.46127063,.29
.47365263,.29
.48566607,.29
.49736583,.29
.50879699,.29
.51999718,.29
.53099841,.29
.54182786,.29
.55250937,.29
.56306368,.29
.5735091,.29
.58386207,.29
.59413737,.29
.60434818,.29
.61450702,.29
.62462497,.29
.63471252,.29
.6447795,.29
.65483505,.29
.66488791,.29
.67494637,.29
.68501836,.29
.69511163,.29
.70523357,.29
.71539158,.29
.72559267,.29
.73584396,.29
.74615252,.29
.75652522,.29
.76696914,.29
.77749121,.29
.78809869,.29
.7987988,.29
.80959886,.29
.82050639,.29
.8315292,.29
.84267527,.29
.85395277,.29
.86537045,.29
.87693703,.29
.88866204,.29
.90055501,.29
.91262627,.29
.9248867,.29
.93734747,.29
.95002079,.29
.96291924,.29
.97605652,.29
.98944718,.29
1.0031066,.29
1.0170515,.29
1.0312994,.29
1.0458697,.29
1.0607833,.29
1.0760626,.29
1.0917318,.29
1.1078176,.29
1.1243492,.29
1.1413584,.29
1.1588802,.29
1.1769534,.29
1.1956207,.29
1.2149297,.29
1.2349336,.29
1.2556922,.29
1.2772728,.29
1.299751,.29
1.3232142,.29
1.3477612,.29
1.3735068,.29
1.4005839,.29
1.4291482,.29
1.4593836,.29
1.4915092,.29
1.5257893,.29
1.5625457,.29
1.602177,.29
1.6451848,.29
1.69221,.29
1.7440929,.29
1.8019624,.29
1.8673843,.29
1.9426198,.29
2.0311036,.29
2.1384196,.29
2.27455,.29
2.4601042,.29
2.7497346,.29
3.4089968,.29
.20982164,.3
.26214695,.3
.2941857,.3
.31908411,.3
.34015137,.3
.35878783,.3
.37573195,.3
.39142588,.3
.40615788,.3
.42012748,.3
.43347934,.3
.44632217,.3
.45873997,.3
.47079933,.3
.48255414,.3
.49404868,.3
.50532007,.3
.51639962,.3
.52731436,.3
.53808761,.3
.54873997,.3
.55928952,.3
.56975245,.3
.58014351,.3
.59047586,.3
.60076171,.3
.61101228,.3
.62123805,.3
.63144881,.3
.64165372,.3
.65186149,.3
.66208047,.3
.67231882,.3
.68258411,.3
.69288403,.3
.70322591,.3
.71361709,.3
.72406459,.3
.73457575,.3
.74515766,.3
.75581747,.3
.7665624,.3
.77739978,.3
.78833705,.3
.79938191,.3
.81054199,.3
.8218255,.3
.83324069,.3
.844796,.3
.85650051,.3
.86836338,.3
.8803944,.3
.89260364,.3
.90500188,.3
.91760033,.3
.93041098,.3
.94344628,.3
.9567197,.3
.97024548,.3
.98403877,.3
.99811578,.3
1.0124941,.3
1.0271924,.3
1.0422307,.3
1.0576313,.3
1.0734172,.3
1.0896146,.3
1.1062515,.3
1.1233584,.3
1.1409689,.3
1.1591201,.3
1.1778526,.3
1.197212,.3
1.2172483,.3
1.2380178,.3
1.2595836,.3
1.2820168,.3
1.3053979,.3
1.3298188,.3
1.3553846,.3
1.3822167,.3
1.4104559,.3
1.4402677,.3
1.4718468,.3
1.5054259,.3
1.5412854,.3
1.5797679,.3
1.6212969,.3
1.6664053,.3
1.7157764,.3
1.7703047,.3
1.8311936,.3
1.9001137,.3
1.9794794,.3
2.0729623,.3
2.1865375,.3
2.3309014,.3
2.5281775,.3
2.837163,.3
3.5446949,.3
.19763719,.31
.24885114,.31
.28039157,.31
.30498648,.31
.32584962,.31
.3443433,.31
.36118674,.31
.37681115,.31
.39149785,.31
.4054417,.31
.41878408,.31
.43163136,.31
.44406575,.31
.45615247,.31
.46794435,.31
.47948486,.31
.49081042,.31
.50195187,.31
.5129357,.31
.523785,.31
.53451991,.31
.54515845,.31
.55571663,.31
.56620884,.31
.57664841,.31
.58704728,.31
.5974167,.31
.60776711,.31
.61810821,.31
.62844914,.31
.63879883,.31
.64916563,.31
.65955746,.31
.66998237,.31
.68044794,.31
.6909616,.31
.70153069,.31
.71216267,.31
.72286475,.31
.73364419,.31
.74450845,.31
.75546485,.31
.76652104,.31
.77768457,.31
.78896338,.31
.80036539,.31
.81189913,.31
.82357293,.31
.83539593,.31
.84737718,.31
.8595264,.31
.87185383,.31
.88436985,.31
.89708573,.31
.9100132,.31
.92316467,.31
.93655336,.31
.95019323,.31
.96409923,.31
.97828722,.31
.99277431,.31
1.0075787,.31
1.0227202,.31
1.0382198,.31
1.0541009,.31
1.0703877,.31
1.0871079,.31
1.1042905,.31
1.1219682,.31
1.1401759,.31
1.1589531,.31
1.1783425,.31
1.1983918,.31
1.2191541,.31
1.2406889,.31
1.2630627,.31
1.2863506,.31
1.3106376,.31
1.3360208,.31
1.3626117,.31
1.3905383,.31
1.41995,.31
1.4510219,.31
1.4839602,.31
1.5190116,.31
1.5564737,.31
1.5967097,.31
1.6401696,.31
1.6874193,.31
1.7391852,.31
1.7964189,.31
1.8604013,.31
1.9329127,.31
2.0165279,.31
2.1151655,.31
2.2352123,.31
2.3881159,.31
2.5975928,.31
2.9268227,.31
3.6852531,.31
.18603329,.32
.23607855,.32
.26707911,.32
.29133618,.32
.31196505,.32
.33028868,.32
.34700635,.32
.36253783,.32
.37715709,.32
.39105418,.32
.40436706,.32
.41719946,.32
.42963186,.32
.44172797,.32
.45353946,.32
.46510899,.32
.4764722,.32
.48765936,.32
.49869654,.32
.50960636,.32
.52040875,.32
.53112143,.32
.54176015,.32
.55233926,.32
.56287187,.32
.57336986,.32
.58384436,.32
.59430581,.32
.60476387,.32
.61522782,.32
.62570637,.32
.636208,.32
.64674085,.32
.65731281,.32
.66793156,.32
.67860472,.32
.6893397,.32
.70014411,.32
.71102524,.32
.72199059,.32
.73304778,.32
.74420434,.32
.75546789,.32
.76684654,.32
.77834821,.32
.78998137,.32
.80175447,.32
.81367642,.32
.82575649,.32
.83800423,.32
.85042977,.32
.86304349,.32
.87585646,.32
.88888031,.32
.90212733,.32
.91561043,.32
.9293434,.32
.94334084,.32
.95761842,.32
.97219282,.32
.98708171,.32
1.0023044,.32
1.0178815,.32
1.0338353,.32
1.0501899,.32
1.0669712,.32
1.0842079,.32
1.101931,.32
1.1201741,.32
1.1389748,.32
1.1583737,.32
1.1784165,.32
1.1991532,.32
1.2206399,.32
1.2429391,.32
1.2661209,.32
1.2902645,.32
1.31546,.32
1.3418095,.32
1.3694308,.32
1.3984593,.32
1.4290531,.32
1.4613967,.32
1.4957091,.32
1.5322511,.32
1.5713379,.32
1.6133544,.32
1.6587778,.32
1.7082087,.32
1.7624179,.32
1.822417,.32
1.8895674,.32
1.9657638,.32
2.0537484,.32
2.1576998,.32
2.2844348,.32
2.4461904,.32
2.6683617,.32
3.0187571,.32
3.8308399,.32
.17498772,.33
.22381416,.33
.25423726,.33
.27812463,.33
.29849109,.33
.3166191,.33
.33318731,.33
.34860358,.33
.36313435,.33
.3769646,.33
.39022866,.33
.40302765,.33
.41544008,.33
.42752811,.33
.43934235,.33
.45092437,.33
.46230909,.33
.47352624,.33
.48460129,.33
.4955565,.33
.50641149,.33
.5171836,.33
.52788854,.33
.5385403,.33
.54915202,.33
.55973524,.33
.57030135,.33
.58086044,.33
.5914222,.33
.601996,.33
.61259049,.33
.62321419,.33
.63387525,.33
.64458168,.33
.65534121,.33
.6661616,.33
.67705029,.33
.6880151,.33
.69906336,.33
.71020287,.33
.72144121,.33
.7327863,.33
.74424589,.33
.75582826,.33
.76754165,.33
.77939469,.33
.79139626,.33
.80355549,.33
.81588203,.33
.82838565,.33
.84107691,.33
.85396665,.33
.86706644,.33
.88038832,.33
.89394504,.33
.90775013,.33
.92181796,.33
.93616378,.33
.95080388,.33
.96575576,.33
.98103809,.33
.99667072,.33
1.0126755,.33
1.0290756,.33
1.0458965,.33
1.0631653,.33
1.080912,.33
1.0991689,.33
1.117972,.33
1.1373601,.33
1.1573765,.33
1.1780686,.33
1.1994896,.33
1.221698,.33
1.2447598,.33
1.268749,.33
1.293749,.33
1.3198545,.33
1.3471735,.33
1.3758298,.33
1.4059669,.33
1.4377511,.33
1.471378,.33
1.5070783,.33
1.5451283,.33
1.5858613,.33
