"2019","2020","Country","iso"
"1,403,000","3,038,000","India","IND"
"567,000","968,000","Pakistan","PAK"
"472,000","797,000","Indonesia","IDN"
"450,000","557,000","Philippines","PHL"
"348,000","454,000","Mexico","MEX"
"97,000","186,000","Mozambique","MOZ"
"399,000","482,000","Angola","AGO"
"183,000","249,000","Tanzania","TZA"
"97,000","156,000","Argentina","ARG"
"75,000","134,000","Venezuela","VEN"
"136,000","193,000","Mali","MLI"
