"iso3c","year","passengers","freight","departures"
"HKG",1992,,,147100
"HKG",1993,,,167200
"HKG",1994,,,181500
"HKG",1995,,,193700
"HKG",1996,,,195200
"HKG",1997,5957200,2325,224800
"HKG",1998,12254000,4151,234700
"HKG",1999,12592600,4546,72400
"HKG",2000,14377973,5112,79182
"HKG",2001,14064286,5066,85003
"HKG",2002,15636216,5715,91096
"HKG",2003,13024791,5781,87070
"HKG",2004,17892816,6932,111136
"HKG",2005,20229512,7764,122705
"HKG",2006,21796158,8326,130014
"HKG",2007,24133664,10029,141372
"HKG",2008,25401266,8986,144039
"HKG",2009,23973030,13293,149809
"HKG",2010,28347688,10373,158255
"HKG",2011,30293677,10054,173112
"HKG",2012,32247332,9468,185506
"HKG",2013,34644497,9396,199639
"HKG",2014,37933773,10826,215562
"HKG",2015,41867157,11294,228582
"HKG",2016,43683583,11409,235581
"HKG",2017,45580297,12415,243518
"HKG",2018,47101822,12677,245146
"HKG",2019,46469864,11739,242173
"HKG",2020,5878548,8085,70874
"HKG",2021,777197,9028,55653
"HND",1973,280400,3,18000
"HND",1974,315800,3,17800
"HND",1975,298600,3,15900
"HND",1976,288700,5,14600
"HND",1977,324400,4,13900
"HND",1978,359800,3,15500
"HND",1979,414200,3,17200
"HND",1980,507800,4,19500
"HND",1981,410600,3,13200
"HND",1982,377000,3,13600
"HND",1983,435900,2,12100
"HND",1984,439500,2,11300
"HND",1985,451000,2,11800
"HND",1986,319600,2,8100
"HND",1987,425500,2,11300
"HND",1988,482300,2,14700
"HND",1989,573900,3,15100
"HND",1990,609700,4,17100
"HND",1991,447300,3,12500
"HND",1992,437500,2,11800
"HND",1993,602200,18,13700
"HND",2010,501520,2,21574
"HND",2011,423655,2,18287
"HND",2012,422017,2,16760
"HND",2013,372972,2,26796
"HND",2014,239124,1,24216
"HND",2015,276689,1,24813
"HND",2016,275587,0,24315
"HND",2017,248964,0,9482
"HND",2018,411989,0,14832
"HND",2019,321243,1,13146
"HND",2021,271314,1,14225
"HRV",1991,113400,,1900
"HRV",1992,215100,1,4100
"HRV",1993,432200,2,9200
"HRV",1994,624000,2,12000
"HRV",1995,644,2,13300
"HRV",1996,727200,2,15000
"HRV",1997,767200,2,16700
"HRV",1998,920000,3,16800
"HRV",1999,926000,3,15900
"HRV",2000,1072000,4,16955
"HRV",2001,1245000,4,18258
"HRV",2002,1356000,4,19340
"HRV",2003,1582000,4,19751
"HRV",2004,1743000,4,20482
"HRV",2005,2099000,4,22031
"HRV",2006,2148000,3,21641
"HRV",2007,1545318,2,22391
"HRV",2008,1752603,2,24728
"HRV",2009,1679197,2,24613
"HRV",2010,1577226,2,24766
"HRV",2011,1812519,2,26743
"HRV",2012,1872799,2,26456
"HRV",2013,1716702,1,24305
"HRV",2014,1756070,1,25161
"HRV",2015,1782666,1,25183
"HRV",2016,1875433,1,26171
"HRV",2017,2057804,1,26809
"HRV",2018,2093577,1,27189
"HRV",2019,2108591,0,27711
"HRV",2020,608458,0,12838
"HRV",2021,767762,0,15982
"HTI",1973,11500,,3400
"HTI",1974,0,2,700
"HTI",1975,0,2,700
"HTI",1976,0,2,700
"HTI",1977,0,2,700
"HTI",1978,0,2,700
"HTI",1979,0,2,700
"HTI",1980,0,2,700
"HTI",1981,0,3,800
"HTI",1982,0,3,800
"HTI",1983,0,3,800
"HTI",1984,0,5,800
"HTI",1985,0,5,800
"HTI",1986,0,5,800
"HTI",1987,0,5,800
"HTI",1988,0,5,800
"HTI",1989,0,4,800
"HTI",1990,0,4,800
"HTI",1991,0,4,800
"HTI",2019,,0,
"HTI",2020,23119,,1563
"HTI",2021,23119,,1563
"HUN",1973,330000,6,3800
"HUN",1974,456500,6,4500
"HUN",1975,414100,6,4000
"HUN",1976,427200,5,4300
"HUN",1977,555000,6,11800
"HUN",1978,659000,6,13700
"HUN",1979,830200,8,15500
"HUN",1980,874300,9,15600
"HUN",1981,1017000,10,16100
"HUN",1982,1020700,9,16600
"HUN",1983,957300,9,15700
"HUN",1984,1038500,9,17000
"HUN",1985,1116100,10,17200
"HUN",1986,1150600,9,17100
"HUN",1987,1231400,7,17300
"HUN",1988,1176400,6,16200
"HUN",1989,1316300,6,17500
"HUN",1990,1363100,6,18900
"HUN",1991,910700,5,16600
"HUN",1992,1029100,6,19800
"HUN",1993,1216900,10,23100
"HUN",1994,1325400,18,20900
"HUN",1995,1310900,28,21600
"HUN",1996,1563400,29,24900
"HUN",1997,1634700,35,25700
"HUN",1998,1749200,37,27500
"HUN",1999,1943500,40,30200
"HUN",2000,2197521,51,32297
"HUN",2001,2023385,32,31654
"HUN",2002,2098760,25,33290
"HUN",2003,2260849,28,40233
"HUN",2004,2546234,24,46837
"HUN",2005,2735214,21,47362
"HUN",2006,2591666,20,45781
"HUN",2007,3133574,27,51003
"HUN",2008,3111575,12,49795
"HUN",2009,2952885,10,45861
"HUN",2010,12477063,6,111307
"HUN",2011,13729554,6,120826
"HUN",2012,12289555,0,88802
"HUN",2013,13926540,0,103080
"HUN",2014,16482060,,123708
"HUN",2015,20043787,,145492
"HUN",2016,21399963,,137605
"HUN",2017,26066294,,158454
"HUN",2018,31226848,0,183541
"HUN",2019,39803373,0,213664
"HUN",2020,14597294,,106938
"HUN",2021,20127200,,130120
"IDN",1973,1787400,28,42500
"IDN",1974,2219700,41,64800
"IDN",1975,2527500,43,74100
"IDN",1976,3103200,44,91600
"IDN",1977,3781300,52,105500
"IDN",1978,4431100,59,115300
"IDN",1979,4656100,80,120400
"IDN",1980,5059100,122,124800
"IDN",1981,6098100,156,142600
"IDN",1982,6028700,178,145300
"IDN",1983,5567500,189,143400
"IDN",1984,6494300,170,183000
"IDN",1985,6468100,153,185800
"IDN",1986,7115400,222,181500
"IDN",1987,7568900,340,190600
"IDN",1988,8823700,455,206100
"IDN",1989,8983400,438,193200
"IDN",1990,9223100,459,205400
"IDN",1991,10401800,476,215700
"IDN",1992,11176800,504,236900
"IDN",1993,12009000,616,227200
"IDN",1994,13924500,734,230500
"IDN",1995,15977200,783,262200
"IDN",1996,17138800,749,311200
"IDN",1997,12650200,710,194700
"IDN",1998,12613600,429,196700
"IDN",1999,8046800,362,135000
"IDN",2000,9916365,409,159027
"IDN",2001,12453812,408,164651
"IDN",2002,12113452,405,152278
"IDN",2003,12221066,424,155609
"IDN",2004,26780550,434,318488
"IDN",2005,26835524,440,320724
"IDN",2006,29867483,469,357414
"IDN",2007,30405918,485,357789
"IDN",2008,29766093,395,345240
"IDN",2009,27421235,277,330112
"IDN",2010,59384362,666,520932
"IDN",2011,70912258,754,599692
"IDN",2012,79405800,880,641182
"IDN",2013,81721356,768,576000
"IDN",2014,85215880,902,675006
"IDN",2015,90095131,759,682389
"IDN",2016,99274010,975,823735
"IDN",2017,108393123,1052,892801
"IDN",2018,115154101,1132,959307
"IDN",2019,91323153,982,808265
"IDN",2020,37523687,675,425058
"IDN",2021,33549828,773,348232
"IND",1973,3391600,176,94300
"IND",1974,3037300,145,69000
"IND",1975,3839900,211,90600
"IND",1976,4534000,251,94700
"IND",1977,5147500,276,99000
"IND",1978,6099600,298,105300
"IND",1979,6546800,298,100100
"IND",1980,6603100,366,100000
"IND",1981,7574500,411,104600
"IND",1982,8391700,410,106500
"IND",1983,9164800,462,113500
"IND",1984,10125700,546,120400
"IND",1985,10993800,490,139900
"IND",1986,11785200,540,151000
"IND",1987,12668600,645,159500
"IND",1988,12863100,646,157600
"IND",1989,12740100,681,156300
"IND",1990,10862200,663,125800
"IND",1991,10717400,493,117500
"IND",1992,11127100,429,120300
"IND",1993,9441600,372,105300
"IND",1994,11518400,564,130100
"IND",1995,14260600,654,168400
"IND",1996,13394600,565,151300
"IND",1997,16039800,528,182500
"IND",1998,16521000,531,196100
"IND",1999,16005400,531,180500
"IND",2000,17299483,548,198426
"IND",2001,16862737,515,206690
"IND",2002,17633019,546,231413
"IND",2003,19455085,580,263870
"IND",2004,23934074,708,302790
"IND",2005,27879461,774,330484
"IND",2006,40288794,843,453921
"IND",2007,51897450,968,569033
"IND",2008,49877935,1234,592292
"IND",2009,54446373,1235,601977
"IND",2010,64374254,1631,623197
"IND",2011,73996912,1703,695626
"IND",2012,72151829,1579,678126
"IND",2013,75589071,1734,689094
"IND",2014,82718883,1851,724541
"IND",2015,98927860,1834,787998
"IND",2016,119577835,1894,917625
"IND",2017,139752424,2407,1029426
"IND",2018,164035638,2704,1200111
"IND",2019,167499116,1938,1209803
"IND",2020,68959633,875,583142
"IND",2021,83964797,908,739481
"IRL",1973,1496300,87,25700
"IRL",1974,1474600,88,27500
"IRL",1975,1475700,69,25800
"IRL",1976,1578100,75,27100
"IRL",1977,1675600,86,27400
"IRL",1978,1781300,86,27700
"IRL",1979,2022500,98,31100
"IRL",1980,1830200,89,28400
"IRL",1981,1978600,84,27700
"IRL",1982,1949100,76,26600
"IRL",1983,1780800,85,26300
"IRL",1984,1838500,98,30800
"IRL",1985,1828800,82,32500
"IRL",1986,1972000,75,33500
"IRL",1987,2279000,81,36600
"IRL",1988,3675600,96,61400
"IRL",1989,4376300,118,73000
"IRL",1990,4812300,128,79500
"IRL",1991,4764600,115,82400
"IRL",1992,5006000,110,76700
"IRL",1993,4650400,97,69000
"IRL",1994,4825700,101,70300
"IRL",1995,6586500,107,84000
"IRL",1996,7676800,102,95000
"IRL",1997,8963700,122,107200
"IRL",1998,10401200,130,122700
"IRL",1999,11948800,138,132700
"IRL",2000,13983022,168,145457
"IRL",2001,15450847,159,156277
"IRL",2002,19728801,116,177032
"IRL",2003,28863657,122,231296
"IRL",2004,34748853,124,261345
"IRL",2005,42872544,107,303697
"IRL",2006,50737809,131,350204
"IRL",2007,60099058,125,416205
"IRL",2008,69447262,122,483741
"IRL",2009,77747207,121,528098
"IRL",2010,84784226,138,601262
"IRL",2011,89956334,123,635065
"IRL",2012,92637189,123,648818
"IRL",2013,93408036,118,641412
"IRL",2014,98449140,126,658512
"IRL",2015,115928738,139,718059
"IRL",2016,134065078,118,836293
"IRL",2017,153944513,154,883323
"IRL",2018,167598633,169,935913
"IRL",2019,170161848,175,967456
"IRL",2020,54582262,132,369019
"IRL",2021,74065210,86,493773
"IRN",1973,1141600,15,22200
"IRN",1974,1361900,19,25100
"IRN",1975,1949400,38,32000
"IRN",1976,2499100,71,38300
"IRN",1977,3005400,77,41900
"IRN",1978,3333500,87,41100
"IRN",1979,2168700,33,23000
"IRN",1980,1998100,20,18600
"IRN",1981,1539700,36,11600
"IRN",1982,2127800,42,24900
"IRN",1983,3190900,75,30900
"IRN",1984,4087800,90,36900
"IRN",1985,3422000,104,27200
"IRN",1986,4670600,132,35200
"IRN",1987,4846900,138,34500
"IRN",1988,4486800,121,31000
"IRN",1989,4882600,92,36500
"IRN",1990,5632600,114,39900
"IRN",1991,5537500,86,41500
"IRN",1992,4895600,66,37700
"IRN",1993,5351800,60,41600
"IRN",1994,5803500,79,46500
"IRN",1995,6290600,108,48600
"IRN",1996,7609600,110,63300
"IRN",1997,9804100,120,83400
"IRN",1998,9200400,102,79600
"IRN",1999,8277300,107,75900
"IRN",2000,8722145,74,82610
"IRN",2001,16485326,152,141396
"IRN",2002,9891522,75,92621
"IRN",2003,16301238,157,138537
"IRN",2004,11877705,89,109706
"IRN",2005,12708354,98,121235
"IRN",2006,13623038,92,136075
"IRN",2007,13915755,95,137645
"IRN",2008,12029236,97,122226
"IRN",2009,13052716,96,133932
"IRN",2010,18760850,97,158014
"IRN",2011,19113946,86,161192
"IRN",2012,17687479,66,153143
"IRN",2013,16580818,84,161029
"IRN",2014,16825261,96,162563
"IRN",2015,13873256,96,133663
"IRN",2016,17084581,139,159754
"IRN",2017,26858179,326,225399
"IRN",2018,23029380,170,207096
"IRN",2019,21641449,152,186006
"IRN",2020,12744854,202,132937
"IRN",2021,13695897,274,157786
"IRQ",1973,208800,2,7300
"IRQ",1974,290900,5,7700
"IRQ",1975,387600,6,7300
"IRQ",1976,568000,14,8600
"IRQ",1977,672400,30,10100
"IRQ",1978,675300,38,10400
"IRQ",1979,687800,47,10400
"IRQ",1980,619900,52,8800
"IRQ",1981,457000,49,5500
"IRQ",1982,480600,54,6500
"IRQ",1983,454000,44,7400
"IRQ",1984,435000,52,6700
"IRQ",1985,540000,55,7900
"IRQ",1986,535000,59,8400
"IRQ",1987,535000,60,8400
"IRQ",1988,1113000,70,12400
"IRQ",1989,1160800,73,12600
"IRQ",1990,701600,43,7800
"IRQ",1991,27700,,200
"IRQ",1992,53000,,500
"IRQ",1994,31500,,300
"IRQ",2010,641129,12,7692
"IRQ",2011,761778,15,9697
"IRQ",2012,784944,15,8993
"IRQ",2013,476484,11,4332
"IRQ",2014,476484,11,4332
"IRQ",2015,2142554,1,12805
"IRQ",2016,2019816,1,10579
"IRQ",2017,1591490,16,18509
"IRQ",2018,4812610,16,48355
"IRQ",2019,5434292,0,60540
"IRQ",2020,764661,,9809
"IRQ",2021,1620013,,20505
"ISL",1973,592800,29,13800
"ISL",1974,611200,28,13800
"ISL",1975,590200,21,14600
"ISL",1976,601500,27,13200
"ISL",1977,645000,28,14200
"ISL",1978,688000,34,14500
"ISL",1979,694000,38,14800
"ISL",1980,541500,23,15000
"ISL",1981,522100,25,15000
"ISL",1982,574300,19,16400
"ISL",1983,601400,23,15800
"ISL",1984,710100,25,16200
"ISL",1985,778000,18,18000
"ISL",1986,808400,20,16700
"ISL",1987,910100,26,18600
"ISL",1988,844700,34,18400
"ISL",1989,735900,33,17600
"ISL",1990,759500,36,18300
"ISL",1991,772600,31,17700
"ISL",1992,767100,31,16900
"ISL",1993,801000,35,17300
"ISL",1994,1031200,41,18700
"ISL",1995,1097000,45,19200
"ISL",1996,1239100,53,21600
"ISL",1997,1334400,56,21100
"ISL",1998,1592700,54,21700
"ISL",1999,1350200,55,14700
"ISL",2000,1431818,100,12589
"ISL",2001,1357946,101,11728
"ISL",2002,1198920,92,9989
"ISL",2003,1133775,75,9750
"ISL",2004,1332811,117,10832
"ISL",2005,1528929,122,11803
"ISL",2006,1536157,139,12785
"ISL",2007,1720496,141,14064
"ISL",2008,1423422,127,12431
"ISL",2009,1364651,133,12924
"ISL",2010,1851417,79,21668
"ISL",2011,2150527,82,24488
"ISL",2012,2400160,98,26469
"ISL",2013,2602714,99,26643
"ISL",2014,3035883,96,28979
"ISL",2015,4134980,108,35558
"ISL",2016,5710834,128,41022
"ISL",2017,7242611,167,50389
"ISL",2018,7819741,164,54653
"ISL",2019,4656017,139,35823
"ISL",2020,903927,135,13594
"ISL",2021,1499034,149,24518
"ISR",1973,1163500,130,20000
"ISR",1974,1214300,144,19700
"ISR",1975,1053700,131,8400
"ISR",1976,1299800,127,9200
"ISR",1977,1454100,174,10100
"ISR",1978,1519700,201,19100
"ISR",1979,1584000,286,18900
"ISR",1980,1483300,295,18500
"ISR",1981,1585200,298,19200
"ISR",1982,1480800,297,18500
"ISR",1983,1578700,355,18500
"ISR",1984,1669400,530,21100
"ISR",1985,1802700,592,22500
"ISR",1986,1828600,571,22700
"ISR",1987,2009700,643,21800
"ISR",1988,1894600,754,27800
"ISR",1989,2118000,817,29600
"ISR",1990,2004000,832,29500
"ISR",1991,2047500,863,29900
"ISR",1992,2391200,844,39100
"ISR",1993,2569400,862,41900
"ISR",1994,2980400,956,44200
"ISR",1995,3453400,1071,48000
"ISR",1996,3694600,1113,50000
"ISR",1997,3753600,1136,51400
"ISR",1998,3698500,1117,50100
"ISR",1999,4033200,1034,51600
"ISR",2000,4442967,886,56427
"ISR",2001,3967140,858,47648
"ISR",2002,3708138,1323,49404
"ISR",2003,3677879,1394,46334
"ISR",2004,4968931,1355,34152
"ISR",2005,4392448,1213,34104
"ISR",2006,4357151,1124,36257
"ISR",2007,4662615,1133,47038
"ISR",2008,4563041,902,45309
"ISR",2009,4605452,985,47856
"ISR",2010,5084798,856,47829
"ISR",2011,5151469,883,47195
"ISR",2012,5381980,811,47074
"ISR",2013,5565864,802,46644
"ISR",2014,5886728,651,49177
"ISR",2015,6331198,759,49020
"ISR",2016,6866472,784,50548
"ISR",2017,6993888,913,50330
"ISR",2018,7404373,995,53901
"ISR",2019,7068458,889,49276
"ISR",2020,1249361,817,12221
"ISR",2021,2437207,716,23090
"ITA",1973,8189900,406,184900
"ITA",1974,8631400,438,185100
"ITA",1975,8360600,397,171700
"ITA",1976,8238100,444,171100
"ITA",1977,9424100,504,166900
"ITA",1978,9507000,490,159700
"ITA",1979,9462500,483,160700
"ITA",1980,9955800,523,162500
"ITA",1981,10493300,476,152800
"ITA",1982,11611000,566,158900
"ITA",1983,11996600,614,160700
"ITA",1984,12593600,689,161100
"ITA",1985,14408000,757,174700
"ITA",1986,13811100,844,172400
"ITA",1987,15268100,912,180100
"ITA",1988,15649200,1029,189700
"ITA",1989,17437700,1119,214200
"ITA",1990,19750000,1171,229400
"ITA",1991,18846800,1228,231500
"ITA",1992,21766700,1270,261400
"ITA",1993,21901400,1335,265300
"ITA",1994,22959300,1368,268900
"ITA",1995,23665800,1470,280000
"ITA",1996,25838500,1459,306800
"ITA",1997,28183900,1443,321400
"ITA",1998,27462700,1476,338200
"ITA",1999,28281000,1615,358900
"ITA",2000,30418137,1748,367584
"ITA",2001,31031074,1521,393484
"ITA",2002,28244627,1394,350552
"ITA",2003,36345771,1374,385911
"ITA",2004,35922093,1393,382317
"ITA",2005,36115764,1365,445968
"ITA",2006,36709131,1377,447749
"ITA",2007,37830745,1550,431647
"ITA",2008,30672048,1279,382590
"ITA",2009,33194501,400,382897
"ITA",2010,32645164,785,335280
"ITA",2011,33923371,760,328772
"ITA",2012,31072962,795,306321
"ITA",2013,27846220,893,258027
"ITA",2014,27193939,989,264899
"ITA",2015,28603919,945,273462
"ITA",2016,29120041,1083,277671
"ITA",2017,26288001,1437,243811
"ITA",2018,27243741,1418,251621
"ITA",2019,27760301,1345,260599
"ITA",2020,7801490,979,99250
"ITA",2021,2449339,1151,37123
"JAM",1973,568500,6,13700
"JAM",1974,743300,10,16100
"JAM",1975,696800,11,12600
"JAM",1976,706500,11,23800
"JAM",1977,601800,12,19800
"JAM",1978,705900,13,20100
"JAM",1979,795300,11,21100
"JAM",1980,722700,9,20700
"JAM",1981,727800,10,19500
"JAM",1982,729600,10,20000
"JAM",1983,716300,17,29200
"JAM",1984,826000,20,26500
"JAM",1985,887600,19,27700
"JAM",1986,1058600,19,21600
"JAM",1987,1257500,24,24000
"JAM",1988,1188700,21,23300
"JAM",1989,1210800,16,25200
"JAM",1990,1003600,19,21300
"JAM",1991,894000,20,20900
"JAM",1992,983200,18,20000
"JAM",1993,1037800,20,20000
"JAM",1994,1011000,20,18700
"JAM",1995,1126400,22,17000
"JAM",1996,1388300,25,18300
"JAM",1997,1400100,21,12300
"JAM",1998,1453900,24,12500
"JAM",1999,1669800,30,20600
"JAM",2000,1922123,29,16577
"JAM",2001,1946123,26,24440
"JAM",2002,2016000,57,23343
"JAM",2003,1838047,49,23976
"JAM",2004,2007765,38,23338
"JAM",2005,1573785,16,21787
"JAM",2006,1526571,15,21133
"JAM",2007,1618165,16,22401
"JAM",2008,1644056,16,22894
"JAM",2009,1380000,10,16840
"JAM",2010,0,0,0
"JAM",2011,0,0,0
"JAM",2012,0,0,0
"JAM",2013,46272,0,492
"JAM",2014,76244,,953
"JAM",2015,92836,1,997
"JAM",2016,136744,5,1128
"JAM",2017,151326,3,1181
"JAM",2018,180951,5,1215
"JAM",2019,,0,
"JOR",1973,162300,5,4500
"JOR",1974,243400,7,5600
"JOR",1975,379900,13,7000
"JOR",1976,475500,24,8700
"JOR",1977,557300,40,9300
"JOR",1978,728400,51,10400
"JOR",1979,914300,67,11900
"JOR",1980,1112600,80,14000
"JOR",1981,1443300,112,16500
"JOR",1982,1667300,130,17100
"JOR",1983,1457300,119,16200
"JOR",1984,1327600,140,15500
"JOR",1985,1310200,152,15200
"JOR",1986,1132000,165,14800
"JOR",1987,1178000,186,15000
"JOR",1988,1225900,202,15500
"JOR",1989,1204000,206,17400
"JOR",1990,963900,223,14100
"JOR",1991,797200,162,11000
"JOR",1992,1109300,176,14300
"JOR",1993,1185600,214,15500
"JOR",1994,1219500,220,16000
"JOR",1995,1270000,265,16800
"JOR",1996,1299200,297,17100
"JOR",1997,1353400,271,16700
"JOR",1998,1186700,219,15400
"JOR",1999,1252200,194,15900
"JOR",2000,1281997,204,16447
"JOR",2001,1178058,178,15893
"JOR",2002,1299699,197,16369
"JOR",2003,1353444,190,15354
"JOR",2004,1660235,254,17958
"JOR",2005,1737165,224,19689
"JOR",2006,2046457,259,26546
"JOR",2007,2246212,277,29415
"JOR",2008,2355285,141,30804
"JOR",2009,2323750,163,32490
"JOR",2010,3077037,202,39319
"JOR",2011,3267110,196,40329
"JOR",2012,3438356,188,39468
"JOR",2013,3294911,172,38998
"JOR",2014,3211795,172,38386
"JOR",2015,3065145,169,36622
"JOR",2016,3181283,144,38161
"JOR",2017,3381677,159,36946
"JOR",2018,3383805,176,36127
"JOR",2019,3478444,154,36550
"JOR",2020,816253,75,10108
"JOR",2021,1695302,103,19200
"JPN",1973,25393100,753,311800
"JPN",1974,27485700,739,320700
"JPN",1975,27281400,853,312700
"JPN",1976,29566000,1031,321200
"JPN",1977,36177400,1148,345900
"JPN",1978,40554700,1356,369600
"JPN",1979,45367800,1625,388500
"JPN",1980,45144500,1871,396500
"JPN",1981,48061200,2112,416600
"JPN",1982,46394200,2222,417500
"JPN",1983,46554000,2528,414300
"JPN",1984,50452800,2796,416100
"JPN",1985,51294700,3071,417800
"JPN",1986,52489800,3608,433300
"JPN",1987,57757700,4326,441500
"JPN",1988,62087500,4781,465400
"JPN",1989,69321696,5129,468300
"JPN",1990,76223800,5069,476000
"JPN",1991,78719800,5225,495800
"JPN",1992,81378400,5185,473000
"JPN",1993,80063904,5484,474400
"JPN",1994,83913504,6008,489300
"JPN",1995,91797000,6538,535900
"JPN",1996,95913504,6801,564000
"JPN",1997,94997600,7505,573300
"JPN",1998,101701200,7514,636500
"JPN",1999,105994496,8226,661800
"JPN",2000,109123312,8672,645087
"JPN",2001,107823469,7614,640328
"JPN",2002,109037841,8205,647953
"JPN",2003,103988547,8280,639866
"JPN",2004,101740600,8708,638430
"JPN",2005,102279015,8549,651858
"JPN",2006,102845319,8480,670252
"JPN",2007,99842338,8435,656917
"JPN",2008,97022471,8173,655495
"JPN",2009,86896527,10486,641913
"JPN",2010,109617021,7699,934487
"JPN",2011,89788818,6546,812928
"JPN",2012,98907859,7046,874677
"JPN",2013,107573000,7716,915543
"JPN",2014,110547000,8662,927666
"JPN",2015,114128000,8662,956015
"JPN",2016,117708000,9361,984320
"JPN",2017,123898000,10685,1035522
"JPN",2018,126387527,9421,999594
"JPN",2019,130233352,8919,1018436
"JPN",2020,51131122,7842,659764
"JPN",2021,45410146,10947,657016
"KAZ",1992,5273400,32,
"KAZ",1993,706400,8,5900
"KAZ",1994,702300,8,5900
"KAZ",1995,1117300,18,20900
"KAZ",1996,568000,17,10300
"KAZ",1997,568000,17,10300
"KAZ",1998,565800,24,10400
"KAZ",1999,467200,10,9100
"KAZ",2000,461283,12,8041
"KAZ",2001,500981,12,8398
"KAZ",2002,756959,20,15426
"KAZ",2003,1009731,21,19560
"KAZ",2004,834760,13,11754
"KAZ",2005,1160286,16,17302
"KAZ",2006,1283250,16,19160
"KAZ",2007,1295050,17,19138
"KAZ",2008,1275624,16,19229
"KAZ",2009,1192714,15,18832
"KAZ",2010,3098327,42,33483
"KAZ",2011,3786453,51,40916
"KAZ",2012,4064819,54,44580
"KAZ",2013,4785588,58,66108
"KAZ",2014,4918608,45,71220
"KAZ",2015,5081632,38,72486
"KAZ",2016,5007869,39,73188
"KAZ",2017,6903190,50,83048
"KAZ",2018,5920110,50,66693
"KAZ",2019,7656866,50,89436
"KAZ",2020,5282205,24,55358
"KAZ",2021,8765001,31,72454
"KEN",1973,340800,17,9900
"KEN",1974,382800,19,8000
"KEN",1975,361500,16,12200
"KEN",1976,449600,18,14500
"KEN",1977,237300,14,6400
"KEN",1978,363300,22,8600
"KEN",1979,377400,18,8500
"KEN",1980,392500,18,9300
"KEN",1981,408700,19,9100
"KEN",1982,391300,23,7400
"KEN",1983,435500,30,8900
"KEN",1984,479200,32,10100
"KEN",1985,558700,30,11100
"KEN",1986,611300,39,11800
"KEN",1987,655800,54,12000
"KEN",1988,720900,55,11700
"KEN",1989,760500,48,12100
"KEN",1990,794400,52,13000
"KEN",1991,759900,39,11700
"KEN",1992,721400,51,13200
"KEN",1993,769500,56,13900
"KEN",1994,753500,57,13200
"KEN",1995,740400,53,13500
"KEN",1996,778600,48,14400
"KEN",1997,835700,51,19600
"KEN",1998,1138400,54,19800
"KEN",1999,1357800,66,25100
"KEN",2000,1554949,77,29080
"KEN",2001,1418183,93,24741
"KEN",2002,1599843,118,25873
"KEN",2003,1678160,142,27057
"KEN",2004,2005473,193,26218
"KEN",2005,2424382,253,28399
"KEN",2006,2685148,301,29039
"KEN",2007,2857464,298,32329
"KEN",2008,2880546,295,32045
"KEN",2009,2948920,272,33593
"KEN",2010,4039583,280,78265
"KEN",2011,4508698,191,84955
"KEN",2012,4653460,235,82576
"KEN",2013,4516500,258,98244
"KEN",2014,4448531,249,90625
"KEN",2015,4569473,233,96749
"KEN",2016,4848016,258,99428
"KEN",2017,5109576,276,117027
"KEN",2018,5905365,295,134354
"KEN",2019,6417534,321,138192
"KEN",2020,1865768,113,33178
"KEN",2021,2459106,300,50778
"KGZ",1993,464000,1,10400
"KGZ",1994,464000,1,10400
"KGZ",1995,438700,1,11600
"KGZ",1996,488200,2,13300
