"week","alerts","city"
"2021-03-07T00:00:00.000Z",37134,"manila"
"2021-03-14T00:00:00.000Z",31285,"manila"
"2021-03-21T00:00:00.000Z",18181,"manila"
"2021-03-28T00:00:00.000Z",7623,"manila"
"2021-04-04T00:00:00.000Z",12398,"manila"
"2021-04-11T00:00:00.000Z",20011,"manila"
"2021-04-18T00:00:00.000Z",20191,"manila"
"2021-04-25T00:00:00.000Z",23022,"manila"
"2021-05-02T00:00:00.000Z",27526,"manila"
"2021-05-09T00:00:00.000Z",28594,"manila"
"2021-05-16T00:00:00.000Z",34351,"manila"
"2021-05-23T00:00:00.000Z",37534,"manila"
"2021-05-30T00:00:00.000Z",36856,"manila"
"2021-06-06T00:00:00.000Z",39918,"manila"
"2021-06-13T00:00:00.000Z",44834,"manila"
"2021-06-20T00:00:00.000Z",38229,"manila"
"2021-06-27T00:00:00.000Z",40825,"manila"
"2021-07-04T00:00:00.000Z",40512,"manila"
"2021-07-11T00:00:00.000Z",42922,"manila"
"2021-07-18T00:00:00.000Z",41139,"manila"
"2021-07-25T00:00:00.000Z",53390,"manila"
"2021-08-01T00:00:00.000Z",42266,"manila"
"2021-08-08T00:00:00.000Z",11871,"manila"
"2021-08-15T00:00:00.000Z",13865,"manila"
"2021-08-22T00:00:00.000Z",25826,"manila"
"2021-08-29T00:00:00.000Z",21422,"manila"
"2021-09-05T00:00:00.000Z",27083,"manila"
"2021-09-12T00:00:00.000Z",25605,"manila"
"2021-09-19T00:00:00.000Z",26856,"manila"
"2021-09-26T00:00:00.000Z",30047,"manila"
"2021-10-03T00:00:00.000Z",33339,"manila"
"2021-10-10T00:00:00.000Z",37249,"manila"
"2021-10-17T00:00:00.000Z",40637,"manila"
"2021-10-24T00:00:00.000Z",47953,"manila"
"2021-10-31T00:00:00.000Z",43531,"manila"
"2021-11-07T00:00:00.000Z",48605,"manila"
"2021-11-14T00:00:00.000Z",51622,"manila"
"2021-11-21T00:00:00.000Z",53552,"manila"
"2021-11-28T00:00:00.000Z",46524,"manila"
"2021-12-05T00:00:00.000Z",58219,"manila"
"2021-12-12T00:00:00.000Z",74080,"manila"
"2021-12-19T00:00:00.000Z",70894,"manila"
"2021-12-26T00:00:00.000Z",37210,"manila"
