"iso3_donor","iso3_recipient","year","value"
"ARE","AFG",2021,283.55
"ARE","AGO",2021,0.03
"ARE","ALB",2021,81.39
"ARE","ARG",2021,12.95
"ARE","ARM",2021,3.49
"ARE","ATG",2021,14.63
"ARE","AZE",2021,2.25
"ARE","BDI",2021,1.73
"ARE","BEN",2021,5.92
"ARE","BFA",2021,8.2
"ARE","BGD",2021,76.27
"ARE","BIH",2021,9.21
"ARE","BLR",2021,9.38
"ARE","BLZ",2021,3.18
"ARE","BOL",2021,0.16
"ARE","BRA",2021,3.07
"ARE","BTN",2021,0.08
"ARE","BWA",2021,0.93
"ARE","CAF",2021,1.78
"ARE","CHN",2021,3.84
"ARE","CIV",2021,2.12
"ARE","CMR",2021,1.89
"ARE","COD",2021,0.64
"ARE","COG",2021,5.51
"ARE","COL",2021,35.36
"ARE","COM",2021,68.47
"ARE","CPV",2021,0.07
"ARE","CRI",2021,15.41
"ARE","CUB",2021,18.48
"ARE","DJI",2021,14.11
"ARE","DMA",2021,3.99
"ARE","DOM",2021,2.29
"ARE","DZA",2021,19.36
"ARE","ECU",2021,1.05
"ARE","EGY",2021,5348.69
"ARE","ERI",2021,350.65
"ARE","ETH",2021,102.61
"ARE","FJI",2021,3.82
"ARE","FSM",2021,3.82
"ARE","GAB",2021,0.03
"ARE","GEO",2021,0.01
"ARE","GHA",2021,12.68
"ARE","GIN",2021,42.44
"ARE","GMB",2021,15.07
"ARE","GNB",2021,2.78
"ARE","GNQ",2021,0.57
"ARE","GRD",2021,1.81
"ARE","GTM",2021,0.68
"ARE","GUY",2021,1.09
"ARE","HND",2021,0.63
"ARE","HTI",2021,1.95
"ARE","IDN",2021,26.1
"ARE","IND",2021,26.84
"ARE","IRN",2021,23.43
"ARE","IRQ",2021,694.74
"ARE","JAM",2021,1.09
"ARE","JOR",2021,1566.8
"ARE","KAZ",2021,31.24
"ARE","KEN",2021,30.99
"ARE","KGZ",2021,21.44
"ARE","KHM",2021,2.61
"ARE","KIR",2021,4.07
"ARE","LAO",2021,5.28
"ARE","LBN",2021,86.7
"ARE","LBR",2021,8.67
"ARE","LBY",2021,131.62
"ARE","LCA",2021,1
"ARE","LKA",2021,3.93
"ARE","LSO",2021,13.62
"ARE","MAR",2021,988.85
"ARE","MDA",2021,0.01
"ARE","MDG",2021,7.31
"ARE","MDV",2021,103.97
"ARE","MEX",2021,3.49
"ARE","MHL",2021,3.31
"ARE","MKD",2021,1.61
"ARE","MLI",2021,296.55
"ARE","MMR",2021,3.06
"ARE","MNE",2021,33.3
"ARE","MNG",2021,8.46
"ARE","MOZ",2021,17.36
"ARE","MRT",2021,242.49
"ARE","MSR",2021,0.3
"ARE","MUS",2021,1.06
"ARE","MWI",2021,12.49
"ARE","MYS",2021,2.71
"ARE","NAM",2021,1.27
"ARE","NER",2021,13.78
"ARE","NGA",2021,5.32
"ARE","NIC",2021,0.85
"ARE","NIU",2021,0.11
"ARE","NPL",2021,9.8
"ARE","NRU",2021,2.81
"ARE","PAK",2021,419.87
"ARE","PAN",2021,0.11
"ARE","PER",2021,10.13
"ARE","PHL",2021,9.27
"ARE","PLW",2021,5.41
"ARE","PNG",2021,0.17
"ARE","PRY",2021,7.79
"ARE","PSE",2021,577.39
"ARE","RWA",2021,12.85
"ARE","SDN",2021,1652.26
"ARE","SEN",2021,24.33
"ARE","SHN",2021,0.03
"ARE","SLB",2021,4.16
"ARE","SLE",2021,35.55
"ARE","SLV",2021,0.08
"ARE","SOM",2021,227.69
"ARE","SRB",2021,2150.55
"ARE","SSD",2021,9.81
"ARE","STP",2021,0.02
"ARE","SUR",2021,1.78
"ARE","SWZ",2021,8.62
"ARE","SYR",2021,293.89
"ARE","TCD",2021,15.09
"ARE","TGO",2021,17.91
"ARE","THA",2021,5.36
"ARE","TJK",2021,30.38
"ARE","TKM",2021,31.5
"ARE","TLS",2021,0.01
"ARE","TON",2021,0.11
"ARE","TUN",2021,49.78
"ARE","TUR",2021,9.69
"ARE","TUV",2021,2.92
"ARE","TZA",2021,17.09
"ARE","UGA",2021,30.18
"ARE","UKR",2021,3.23
"ARE","UZB",2021,60.15
"ARE","VCT",2021,5.83
"ARE","VEN",2021,2.33
"ARE","VNM",2021,3.86
"ARE","VUT",2021,4.18
"ARE","WSM",2021,0.14
"ARE","XKX",2021,13.86
"ARE","YEM",2021,6259.13
"ARE","ZAF",2021,4.63
"ARE","ZMB",2021,0.96
"ARE","ZWE",2021,4.58
"AUS","AFG",2021,423.03
"AUS","AGO",2021,0.1
"AUS","ALB",2021,0.65
"AUS","ARG",2021,1.32
"AUS","ARM",2021,0.17
"AUS","ATG",2021,0.59
"AUS","AZE",2021,0.05
"AUS","BDI",2021,5.29
"AUS","BEN",2021,0.11
"AUS","BFA",2021,9.02
"AUS","BGD",2021,402.36
"AUS","BIH",2021,0.12
"AUS","BLZ",2021,0.59
"AUS","BOL",2021,0.44
"AUS","BRA",2021,1.81
"AUS","BTN",2021,33.26
"AUS","BWA",2021,5.57
"AUS","CAF",2021,10.47
"AUS","CHN",2021,24.01
"AUS","CIV",2021,1.97
"AUS","CMR",2021,3.69
"AUS","COD",2021,15.46
"AUS","COG",2021,0.15
"AUS","COL",2021,0.9
"AUS","COM",2021,0.56
"AUS","CPV",2021,0.27
"AUS","CRI",2021,2.07
"AUS","CUB",2021,0.09
"AUS","DJI",2021,0.14
"AUS","DMA",2021,1.4
"AUS","DOM",2021,0.86
"AUS","DZA",2021,0.13
"AUS","ECU",2021,0.54
"AUS","EGY",2021,2.6
"AUS","ERI",2021,0.1
"AUS","ETH",2021,24.78
"AUS","FJI",2021,451.2
"AUS","FSM",2021,31.08
"AUS","GAB",2021,0.02
"AUS","GEO",2021,0.01
"AUS","GHA",2021,12.37
"AUS","GIN",2021,0.22
"AUS","GMB",2021,1.82
"AUS","GNB",2021,0.13
"AUS","GNQ",2021,0.08
"AUS","GRD",2021,0.35
"AUS","GTM",2021,1.46
"AUS","GUY",2021,0.7
"AUS","HND",2021,0.66
"AUS","HTI",2021,4.75
"AUS","IDN",2021,1746.69
"AUS","IND",2021,48.05
"AUS","IRN",2021,1.37
"AUS","IRQ",2021,119.67
"AUS","JAM",2021,1.37
"AUS","JOR",2021,66.61
"AUS","KAZ",2021,0.02
"AUS","KEN",2021,30.39
"AUS","KGZ",2021,0.36
"AUS","KHM",2021,365.98
"AUS","KIR",2021,148.28
"AUS","LAO",2021,192.42
"AUS","LBN",2021,81.57
"AUS","LBR",2021,5.39
"AUS","LBY",2021,0.01
"AUS","LCA",2021,0.46
"AUS","LKA",2021,121.46
"AUS","LSO",2021,4.33
"AUS","MAR",2021,0.19
"AUS","MDA",2021,0.07
"AUS","MDG",2021,2.49
"AUS","MDV",2021,13.2
"AUS","MEX",2021,3.52
"AUS","MHL",2021,21.93
"AUS","MKD",2021,0.07
"AUS","MLI",2021,10.77
"AUS","MMR",2021,396.62
"AUS","MNE",2021,0.05
"AUS","MNG",2021,46.72
"AUS","MOZ",2021,21.01
"AUS","MRT",2021,0.17
"AUS","MUS",2021,5.88
"AUS","MWI",2021,18.65
"AUS","MYS",2021,11.1
"AUS","NAM",2021,2.11
"AUS","NER",2021,1
"AUS","NGA",2021,18.29
"AUS","NIC",2021,0.52
"AUS","NIU",2021,13.74
"AUS","NPL",2021,130.24
"AUS","NRU",2021,130.45
"AUS","PAK",2021,204.86
"AUS","PAN",2021,0.41
"AUS","PER",2021,3.2
"AUS","PHL",2021,407.9
"AUS","PLW",2021,16.09
"AUS","PNG",2021,2828.26
"AUS","PRK",2021,4.61
"AUS","PRY",2021,0.62
"AUS","PSE",2021,180.62
"AUS","RWA",2021,16.04
"AUS","SDN",2021,11.41
"AUS","SEN",2021,0.54
"AUS","SLB",2021,785.36
"AUS","SLE",2021,13.88
"AUS","SLV",2021,2.75
"AUS","SOM",2021,45.94
"AUS","SRB",2021,0.19
"AUS","SSD",2021,72.46
"AUS","STP",2021,0.1
"AUS","SUR",2021,0.61
"AUS","SWZ",2021,8.81
"AUS","SYR",2021,83.56
"AUS","TCD",2021,0.07
"AUS","TGO",2021,0.64
"AUS","THA",2021,30.28
"AUS","TJK",2021,0.33
"AUS","TKL",2021,3.16
"AUS","TLS",2021,472.14
"AUS","TON",2021,155.83
"AUS","TUN",2021,0.3
"AUS","TUR",2021,5.55
"AUS","TUV",2021,52.98
"AUS","TZA",2021,20.41
"AUS","UGA",2021,18.56
"AUS","UKR",2021,1.05
"AUS","UZB",2021,0.04
"AUS","VCT",2021,2.39
"AUS","VEN",2021,0.29
"AUS","VNM",2021,414.57
"AUS","VUT",2021,398.24
"AUS","WLF",2021,0.87
"AUS","WSM",2021,189.11
"AUS","XKX",2021,0.39
"AUS","YEM",2021,34.24
"AUS","ZAF",2021,32.77
"AUS","ZMB",2021,14.34
"AUS","ZWE",2021,21.05
"AUT","AFG",2021,21.89
"AUT","AGO",2021,0.1
"AUT","ALB",2021,75.22
"AUT","ARG",2021,2.86
"AUT","ARM",2021,25.62
"AUT","ATG",2021,0.01
"AUT","AZE",2021,14.98
"AUT","BDI",2021,0.36
"AUT","BEN",2021,0.19
"AUT","BFA",2021,51.35
"AUT","BGD",2021,14.2
"AUT","BIH",2021,156.19
"AUT","BLR",2021,9.6
"AUT","BLZ",2021,0.09
"AUT","BOL",2021,1.75
"AUT","BRA",2021,15.84
"AUT","BTN",2021,18.19
"AUT","BWA",2021,0.04
"AUT","CAF",2021,0.26
"AUT","CHN",2021,45.28
"AUT","CIV",2021,1.26
"AUT","CMR",2021,7.34
"AUT","COD",2021,2.38
"AUT","COG",2021,0.16
"AUT","COL",2021,13.05
"AUT","CPV",2021,2.14
"AUT","CRI",2021,1.21
"AUT","CUB",2021,47.99
"AUT","DJI",2021,0.08
"AUT","DMA",2021,0.05
"AUT","DOM",2021,0.34
"AUT","DZA",2021,2.4
"AUT","ECU",2021,6.15
"AUT","EGY",2021,31.22
"AUT","ERI",2021,0.06
"AUT","ETH",2021,83.68
"AUT","FJI",2021,0.31
"AUT","FSM",2021,0.01
"AUT","GAB",2021,1.31
"AUT","GEO",2021,46.54
"AUT","GHA",2021,18.67
"AUT","GIN",2021,0.16
"AUT","GMB",2021,0.85
"AUT","GNB",2021,0.45
"AUT","GNQ",2021,0.06
"AUT","GRD",2021,0.02
"AUT","GTM",2021,36.77
"AUT","HND",2021,4.61
"AUT","HTI",2021,0.37
"AUT","IDN",2021,24.58
"AUT","IND",2021,42.85
"AUT","IRN",2021,85.66
"AUT","IRQ",2021,31.67
"AUT","JAM",2021,0.07
"AUT","JOR",2021,18.86
"AUT","KAZ",2021,19.31
"AUT","KEN",2021,28.4
"AUT","KGZ",2021,3.6
"AUT","KHM",2021,0.57
"AUT","LAO",2021,12.27
"AUT","LBN",2021,23.54
"AUT","LBR",2021,0.04
"AUT","LBY",2021,13.1
"AUT","LCA",2021,0.04
"AUT","LKA",2021,21.21
"AUT","LSO",2021,1.13
"AUT","MAR",2021,3.83
"AUT","MDA",2021,34.73
"AUT","MDG",2021,0.37
"AUT","MDV",2021,0.45
"AUT","MEX",2021,22.45
"AUT","MKD",2021,16.45
"AUT","MLI",2021,5.03
"AUT","MMR",2021,3.14
"AUT","MNE",2021,8.23
"AUT","MNG",2021,32.6
"AUT","MOZ",2021,57.04
"AUT","MUS",2021,0.18
"AUT","MWI",2021,0.5
"AUT","MYS",2021,1.05
"AUT","NAM",2021,0.25
"AUT","NER",2021,0.96
"AUT","NGA",2021,8.85
"AUT","NIC",2021,13.5
"AUT","NPL",2021,18.5
"AUT","PAK",2021,18.1
"AUT","PAN",2021,0.22
"AUT","PER",2021,7.38
"AUT","PHL",2021,8.38
"AUT","PNG",2021,2.78
"AUT","PRK",2021,0.28
"AUT","PRY",2021,1.58
"AUT","PSE",2021,41.72
"AUT","RWA",2021,1.98
"AUT","SDN",2021,1.83
"AUT","SEN",2021,8.1
"AUT","SLE",2021,0.64
"AUT","SLV",2021,4.29
"AUT","SOM",2021,3.14
"AUT","SRB",2021,109.64
"AUT","SSD",2021,10.24
"AUT","STP",2021,0.01
"AUT","SUR",2021,0.33
"AUT","SWZ",2021,0.19
"AUT","SYR",2021,78.3
"AUT","TCD",2021,0.81
"AUT","TGO",2021,0.58
"AUT","THA",2021,6.3
"AUT","TJK",2021,1.75
"AUT","TKM",2021,1.11
"AUT","TLS",2021,0.09
"AUT","TUN",2021,13.37
"AUT","TUR",2021,229.08
"AUT","TZA",2021,10.32
"AUT","UGA",2021,92.17
"AUT","UKR",2021,114.23
"AUT","UZB",2021,4.53
"AUT","VCT",2021,0.44
"AUT","VEN",2021,5.81
"AUT","VNM",2021,29.06
"AUT","VUT",2021,0.74
"AUT","XKX",2021,69.41
"AUT","YEM",2021,16.25
"AUT","ZAF",2021,4.35
"AUT","ZMB",2021,1.2
"AUT","ZWE",2021,2.37
"AZE","AFG",2021,0.29
"AZE","ALB",2021,0.57
"AZE","ARG",2021,0.31
"AZE","ATG",2021,0.05
"AZE","BDI",2021,0.13
"AZE","BGD",2021,0.41
"AZE","BIH",2021,0.83
"AZE","BLR",2021,0.01
"AZE","BLZ",2021,0.05
"AZE","BOL",2021,0.1
"AZE","BRA",2021,0.05
"AZE","BTN",2021,0.24
"AZE","BWA",2021,0.1
"AZE","CHN",2021,0.35
"AZE","COD",2021,0.02
"AZE","COL",2021,0.07
"AZE","COM",2021,0.1
"AZE","CPV",2021,0.1
"AZE","CRI",2021,0.22
"AZE","CUB",2021,0.33
"AZE","DJI",2021,0.52
"AZE","DMA",2021,0.07
"AZE","DOM",2021,0.08
"AZE","ECU",2021,0.2
"AZE","ERI",2021,0.1
"AZE","GAB",2021,0.02
"AZE","GMB",2021,0.1
"AZE","GNB",2021,0.1
"AZE","GRD",2021,0.05
"AZE","GTM",2021,0.33
"AZE","GUY",2021,0.1
"AZE","HND",2021,0.24
"AZE","HTI",2021,0.09
"AZE","IDN",2021,0.1
"AZE","IRN",2021,5.57
"AZE","IRQ",2021,0.29
"AZE","JAM",2021,0.08
"AZE","JOR",2021,0.05
"AZE","KAZ",2021,0.59
"AZE","KGZ",2021,5.62
"AZE","LBN",2021,1
"AZE","LCA",2021,0.04
"AZE","LKA",2021,0.35
"AZE","LSO",2021,0.1
"AZE","MDA",2021,0.27
"AZE","MEX",2021,0
"AZE","MKD",2021,0.11
"AZE","MLI",2021,0.1
"AZE","MNE",2021,1.02
"AZE","MOZ",2021,0.1
"AZE","MRT",2021,0.4
"AZE","MWI",2021,0.1
"AZE","NER",2021,0.27
"AZE","NIC",2021,0.08
"AZE","NPL",2021,0.43
"AZE","PAK",2021,2.05
"AZE","PAN",2021,0.08
"AZE","PER",2021,0.05
"AZE","PRY",2021,0.11
"AZE","SDN",2021,0.43
"AZE","SEN",2021,0.4
"AZE","SLE",2021,0.1
"AZE","SLV",2021,0.04
"AZE","SRB",2021,0.24
"AZE","STP",2021,0.1
"AZE","SUR",2021,0.09
"AZE","SWZ",2021,0.03
"AZE","TCD",2021,0.25
"AZE","TGO",2021,0.21
"AZE","TJK",2021,0.9
"AZE","TUR",2021,0.03
"AZE","UGA",2021,0.1
"AZE","UKR",2021,0.26
"AZE","UZB",2021,0.24
"AZE","VCT",2021,0.03
"AZE","VEN",2021,0.12
"AZE","YEM",2021,0.1
"BEL","AFG",2021,13.22
"BEL","AGO",2021,1.82
"BEL","ALB",2021,0.48
"BEL","ARG",2021,0.46
"BEL","ARM",2021,2.3
"BEL","BDI",2021,283.22
"BEL","BEN",2021,167.28
"BEL","BFA",2021,155.47
"BEL","BGD",2021,9.29
"BEL","BIH",2021,0.47
"BEL","BLR",2021,0.3
"BEL","BOL",2021,87.35
"BEL","BRA",2021,11.89
"BEL","CAF",2021,32.89
"BEL","CHN",2021,5.78
"BEL","CIV",2021,2.38
"BEL","CMR",2021,24.47
"BEL","COD",2021,774.97
"BEL","COG",2021,2.63
"BEL","COL",2021,14.68
"BEL","COM",2021,0.4
"BEL","CPV",2021,7.29
"BEL","CRI",2021,0.55
"BEL","CUB",2021,47.74
"BEL","DMA",2021,0.2
"BEL","DOM",2021,2.95
"BEL","DZA",2021,27.43
"BEL","ECU",2021,67.84
"BEL","EGY",2021,4.36
"BEL","ERI",2021,0.68
"BEL","ETH",2021,31.13
"BEL","FJI",2021,0.14
"BEL","GAB",2021,0.11
"BEL","GEO",2021,0.08
"BEL","GHA",2021,28.63
"BEL","GIN",2021,61.52
"BEL","GMB",2021,0.86
"BEL","GNB",2021,0.81
"BEL","GTM",2021,20.73
"BEL","HND",2021,9.89
"BEL","HTI",2021,52.24
"BEL","IDN",2021,19.92
"BEL","IND",2021,13.53
"BEL","IRN",2021,0.99
"BEL","IRQ",2021,83.39
"BEL","JAM",2021,3.15
"BEL","JOR",2021,33.19
"BEL","KAZ",2021,0.03
"BEL","KEN",2021,114.81
"BEL","KGZ",2021,0
"BEL","KHM",2021,29.05
"BEL","LAO",2021,3.8
"BEL","LBN",2021,60.46
"BEL","LBR",2021,3.27
"BEL","LBY",2021,6.19
"BEL","LKA",2021,5.62
"BEL","MAR",2021,116.31
"BEL","MDA",2021,0.08
"BEL","MDG",2021,22.72
"BEL","MEX",2021,0.4
"BEL","MKD",2021,0.02
"BEL","MLI",2021,132.78
"BEL","MMR",2021,1.03
"BEL","MNE",2021,0.12
"BEL","MNG",2021,4.48
"BEL","MOZ",2021,111.12
"BEL","MRT",2021,2.79
"BEL","MWI",2021,47.41
"BEL","MYS",2021,0.02
"BEL","NAM",2021,0.27
"BEL","NER",2021,164.78
"BEL","NGA",2021,40.01
"BEL","NIC",2021,16.17
"BEL","NPL",2021,5.4
"BEL","PAK",2021,0.22
"BEL","PAN",2021,0.47
"BEL","PER",2021,88.88
"BEL","PHL",2021,34.93
"BEL","PLW",2021,0.18
"BEL","PNG",2021,0.02
"BEL","PRK",2021,0
"BEL","PRY",2021,0.74
"BEL","PSE",2021,181.21
"BEL","RWA",2021,304.8
"BEL","SDN",2021,5.58
"BEL","SEN",2021,108.1
"BEL","SLE",2021,3.21
"BEL","SLV",2021,14.64
"BEL","SOM",2021,7.88
"BEL","SRB",2021,0.6
"BEL","SSD",2021,41.55
"BEL","SUR",2021,7.61
"BEL","SWZ",2021,0
"BEL","SYR",2021,125.55
"BEL","TCD",2021,11.73
"BEL","TGO",2021,16.28
"BEL","THA",2021,0.31
"BEL","TUN",2021,6.77
"BEL","TUR",2021,127.15
"BEL","TZA",2021,94.63
"BEL","UGA",2021,193.5
"BEL","UKR",2021,25.78
"BEL","UZB",2021,0.33
"BEL","VEN",2021,0.05
"BEL","VNM",2021,110.3
"BEL","VUT",2021,0
"BEL","XKX",2021,0.06
"BEL","YEM",2021,61.1
"BEL","ZAF",2021,95.36
"BEL","ZMB",2021,9.89
"BEL","ZWE",2021,10.38
"BGR","AFG",2021,0.81
"BGR","AGO",2021,0.01
"BGR","ALB",2021,1.27
"BGR","ARM",2021,0.65
"BGR","AZE",2021,0.03
"BGR","BGD",2021,1.71
"BGR","BIH",2021,1.44
"BGR","BLR",2021,0.01
"BGR","BTN",2021,1.1
"BGR","ECU",2021,0.03
"BGR","GEO",2021,0.95
"BGR","IRQ",2021,0.89
"BGR","JOR",2021,0.01
"BGR","LBN",2021,0.03
"BGR","MAR",2021,0.01
"BGR","MDA",2021,1.52
"BGR","MKD",2021,3.24
"BGR","MNE",2021,0.26
"BGR","MNG",2021,0.27
"BGR","NAM",2021,0.03
"BGR","NPL",2021,0.04
"BGR","PRK",2021,0.02
"BGR","PSE",2021,0.22
"BGR","SOM",2021,0.03
"BGR","SRB",2021,2.07
"BGR","SYR",2021,1.21
"BGR","TUN",2021,0.01
"BGR","TUR",2021,9.48
"BGR","UKR",2021,1.28
"BGR","VNM",2021,0.13
"BGR","XKX",2021,0.21
"BGR","YEM",2021,0.41
"CAN","AFG",2021,749.55
"CAN","AGO",2021,3.26
"CAN","ALB",2021,0.86
"CAN","ARG",2021,9.58
"CAN","ARM",2021,1.24
"CAN","ATG",2021,0.93
"CAN","AZE",2021,1.8
"CAN","BDI",2021,32.29
"CAN","BEN",2021,101.61
"CAN","BFA",2021,238.82
"CAN","BGD",2021,451.81
"CAN","BIH",2021,2.02
"CAN","BLR",2021,2
"CAN","BLZ",2021,4.17
"CAN","BOL",2021,84.55
"CAN","BRA",2021,9.47
"CAN","BTN",2021,2.34
"CAN","BWA",2021,2.74
"CAN","CAF",2021,90.79
"CAN","CHN",2021,19.31
"CAN","CIV",2021,59.77
"CAN","CMR",2021,72.08
"CAN","COD",2021,371.56
"CAN","COG",2021,2.84
"CAN","COL",2021,274.95
"CAN","COM",2021,1.22
"CAN","CPV",2021,1.24
"CAN","CRI",2021,5.71
"CAN","CUB",2021,23.99
"CAN","DJI",2021,6.91
"CAN","DMA",2021,9.8
"CAN","DOM",2021,4.75
"CAN","DZA",2021,3.71
"CAN","ECU",2021,20.88
"CAN","EGY",2021,59.46
"CAN","ERI",2021,3.37
"CAN","ETH",2021,620.27
"CAN","FJI",2021,3.16
"CAN","FSM",2021,0.44
"CAN","GAB",2021,1.85
"CAN","GEO",2021,0.92
"CAN","GHA",2021,376.68
"CAN","GIN",2021,33.06
"CAN","GMB",2021,2.2
"CAN","GNB",2021,1.95
"CAN","GNQ",2021,1.14
"CAN","GRD",2021,2.08
"CAN","GTM",2021,81.28
"CAN","GUY",2021,11.79
"CAN","HND",2021,142.35
"CAN","HTI",2021,497.37
"CAN","IDN",2021,139
"CAN","IND",2021,53.04
"CAN","IRN",2021,1.32
"CAN","IRQ",2021,487.88
"CAN","JAM",2021,34.35
"CAN","JOR",2021,527.28
"CAN","KAZ",2021,0.92
"CAN","KEN",2021,244.84
"CAN","KGZ",2021,4.43
"CAN","KHM",2021,22.38
"CAN","KIR",2021,0.56
"CAN","LAO",2021,8.59
"CAN","LBN",2021,421.92
"CAN","LBR",2021,15.92
"CAN","LBY",2021,20.04
"CAN","LCA",2021,3.09
"CAN","LKA",2021,44.41
"CAN","LSO",2021,2.85
"CAN","MAR",2021,51.81
"CAN","MDA",2021,1.43
"CAN","MDG",2021,20.79
"CAN","MDV",2021,1.49
"CAN","MEX",2021,38.32
"CAN","MHL",2021,0.86
"CAN","MKD",2021,0.93
"CAN","MLI",2021,576.88
"CAN","MMR",2021,166.55
"CAN","MNE",2021,0.53
"CAN","MNG",2021,33.53
"CAN","MOZ",2021,353.78
"CAN","MRT",2021,9.75
"CAN","MSR",2021,0.27
"CAN","MUS",2021,1.46
"CAN","MWI",2021,73.24
"CAN","MYS",2021,2.11
"CAN","NAM",2021,1.89
"CAN","NER",2021,106.44
"CAN","NGA",2021,302.68
"CAN","NIC",2021,63.87
"CAN","NIU",2021,0.01
"CAN","NPL",2021,82.02
"CAN","NRU",2021,0.26
"CAN","PAK",2021,178.81
"CAN","PAN",2021,3.8
"CAN","PER",2021,166.01
"CAN","PHL",2021,82.27
"CAN","PLW",2021,0.26
"CAN","PNG",2021,1.24
"CAN","PRK",2021,10.88
"CAN","PRY",2021,3.63
"CAN","PSE",2021,235.01
"CAN","RWA",2021,63.53
"CAN","SDN",2021,125.25
"CAN","SEN",2021,359.59
"CAN","SLB",2021,1.33
"CAN","SLE",2021,32.06
"CAN","SLV",2021,19.18
"CAN","SOM",2021,169.8
"CAN","SRB",2021,2.25
"CAN","SSD",2021,537.23
"CAN","STP",2021,1.3
"CAN","SUR",2021,3.78
"CAN","SWZ",2021,2.55
"CAN","SYR",2021,572.83
"CAN","TCD",2021,67.54
"CAN","TGO",2021,15.81
"CAN","THA",2021,4.72
"CAN","TJK",2021,6.55
"CAN","TKL",2021,0.01
"CAN","TKM",2021,0.17
"CAN","TLS",2021,1.27
"CAN","TON",2021,0.37
"CAN","TUN",2021,29.63
"CAN","TUR",2021,28.21
"CAN","TUV",2021,0.37
"CAN","TZA",2021,482.19
"CAN","UGA",2021,104.81
"CAN","UKR",2021,466.16
"CAN","UZB",2021,0.47
"CAN","VCT",2021,3.16
"CAN","VEN",2021,21.96
"CAN","VNM",2021,105.97
"CAN","VUT",2021,2.67
"CAN","WSM",2021,0.37
"CAN","XKX",2021,0.59
"CAN","YEM",2021,245.58
"CAN","ZAF",2021,43.23
"CAN","ZMB",2021,26.43
"CAN","ZWE",2021,32.82
"CHE","AFG",2021,264.34
"CHE","AGO",2021,2.95
"CHE","ALB",2021,188.07
"CHE","ARG",2021,3.39
"CHE","ARM",2021,35.74
"CHE","ATG",2021,0.11
"CHE","AZE",2021,24.59
"CHE","BDI",2021,56.81
"CHE","BEN",2021,192.41
"CHE","BFA",2021,294.21
"CHE","BGD",2021,283.15
"CHE","BIH",2021,174.97
"CHE","BLR",2021,2.78
"CHE","BOL",2021,207.32
"CHE","BRA",2021,24.69
"CHE","BTN",2021,11.9
"CHE","CAF",2021,70.74
"CHE","CHN",2021,52.79
"CHE","CIV",2021,8.18
"CHE","CMR",2021,42.05
"CHE","COD",2021,193.5
"CHE","COG",2021,1.49
"CHE","COL",2021,281.95
"CHE","CPV",2021,1.56
"CHE","CRI",2021,1.07
"CHE","CUB",2021,96.31
"CHE","DJI",2021,0.37
"CHE","DMA",2021,0.41
"CHE","DOM",2021,0.36
"CHE","DZA",2021,19.66
"CHE","ECU",2021,16.84
"CHE","EGY",2021,113.55
"CHE","ERI",2021,11.08
"CHE","ETH",2021,129.46
"CHE","FJI",2021,1.11
"CHE","GAB",2021,0.05
"CHE","GEO",2021,65.27
"CHE","GHA",2021,130
"CHE","GIN",2021,10.86
"CHE","GMB",2021,1.44
"CHE","GNB",2021,4.13
"CHE","GNQ",2021,0.01
"CHE","GTM",2021,24.37
"CHE","GUY",2021,0.09
"CHE","HND",2021,143
"CHE","HTI",2021,170.79
"CHE","IDN",2021,156.3
"CHE","IND",2021,100.11
"CHE","IRN",2021,4.5
"CHE","IRQ",2021,95.88
"CHE","JOR",2021,131.92
"CHE","KAZ",2021,1.01
"CHE","KEN",2021,85.36
"CHE","KGZ",2021,173.5
"CHE","KHM",2021,126.83
"CHE","LAO",2021,156.9
"CHE","LBN",2021,150.96
"CHE","LBR",2021,8.26
"CHE","LBY",2021,45.73
"CHE","LKA",2021,32.7
"CHE","LSO",2021,5.44
"CHE","MAR",2021,49.08
"CHE","MDA",2021,107.24
"CHE","MDG",2021,40.95
"CHE","MEX",2021,10.84
"CHE","MHL",2021,0.39
"CHE","MKD",2021,155.86
"CHE","MLI",2021,272.35
"CHE","MMR",2021,317.2
"CHE","MNE",2021,1.02
"CHE","MNG",2021,130.47
"CHE","MOZ",2021,227.84
"CHE","MRT",2021,2.63
"CHE","MUS",2021,0.06
"CHE","MWI",2021,4.99
"CHE","MYS",2021,0.22
"CHE","NAM",2021,2.72
"CHE","NER",2021,233.26
"CHE","NGA",2021,92.05
"CHE","NIC",2021,142.11
"CHE","NPL",2021,307.17
"CHE","NRU",2021,0.42
"CHE","PAK",2021,83.12
"CHE","PAN",2021,2.9
"CHE","PER",2021,191.57
"CHE","PHL",2021,11.01
"CHE","PNG",2021,0.22
"CHE","PRK",2021,61.19
"CHE","PRY",2021,5.57
"CHE","PSE",2021,233.68
"CHE","RWA",2021,39.62
"CHE","SDN",2021,89.11
"CHE","SEN",2021,29.33
"CHE","SLB",2021,0.03
"CHE","SLE",2021,0.79
"CHE","SLV",2021,17.17
"CHE","SOM",2021,169.14
"CHE","SRB",2021,168.27
"CHE","SSD",2021,180.1
"CHE","SUR",2021,0
"CHE","SWZ",2021,3.53
"CHE","SYR",2021,257.79
"CHE","TCD",2021,202.23
"CHE","TGO",2021,12.87
"CHE","THA",2021,17.87
"CHE","TJK",2021,160.26
"CHE","TKM",2021,0.05
"CHE","TLS",2021,0.04
"CHE","TUN",2021,152.52
"CHE","TUR",2021,20.39
"CHE","TZA",2021,227.62
"CHE","UGA",2021,21.43
