"iso3_donor","iso3_recipient","year","value"
"SWE","UGA",2021,407.82
"SWE","UKR",2021,243.67
"SWE","UZB",2021,0.49
"SWE","VEN",2021,38.98
"SWE","VNM",2021,12.08
"SWE","VUT",2021,0.62
"SWE","WSM",2021,0.12
"SWE","XKX",2021,107.75
"SWE","YEM",2021,264.51
"SWE","ZAF",2021,35.55
"SWE","ZMB",2021,383.79
"SWE","ZWE",2021,283.44
"THA","AFG",2021,0.15
"THA","ALB",2021,0.01
"THA","ARG",2021,0.24
"THA","ARM",2021,0.06
"THA","AZE",2021,0.1
"THA","BDI",2021,0.25
"THA","BEN",2021,0.29
"THA","BFA",2021,0.11
"THA","BGD",2021,1.54
"THA","BIH",2021,0.03
"THA","BLR",2021,0.03
"THA","BLZ",2021,0.04
"THA","BRA",2021,0.04
"THA","BTN",2021,9.89
"THA","BWA",2021,0.11
"THA","CHN",2021,1.87
"THA","CIV",2021,0.12
"THA","CMR",2021,0.1
"THA","COD",2021,0.09
"THA","COG",2021,0.15
"THA","COL",2021,0.24
"THA","COM",2021,0.12
"THA","CPV",2021,0.04
"THA","CRI",2021,0.2
"THA","CUB",2021,0.07
"THA","DJI",2021,0.03
"THA","DMA",2021,0.01
"THA","DOM",2021,0.02
"THA","DZA",2021,0.05
"THA","ECU",2021,0.29
"THA","EGY",2021,0.3
"THA","ERI",2021,0.44
"THA","ETH",2021,0.33
"THA","FJI",2021,0.93
"THA","FSM",2021,0.02
"THA","GAB",2021,0.01
"THA","GEO",2021,0.08
"THA","GHA",2021,0.21
"THA","GIN",2021,0.2
"THA","GMB",2021,0.44
"THA","GNB",2021,0.02
"THA","GRD",2021,0.02
"THA","GTM",2021,0.1
"THA","GUY",2021,0.05
"THA","HND",2021,0.03
"THA","HTI",2021,0.15
"THA","IDN",2021,3.1
"THA","IND",2021,0.37
"THA","IRN",2021,0.47
"THA","IRQ",2021,0.03
"THA","JAM",2021,0.08
"THA","JOR",2021,0.41
"THA","KAZ",2021,0.07
"THA","KEN",2021,0.69
"THA","KGZ",2021,0.18
"THA","KHM",2021,55.52
"THA","KIR",2021,0.14
"THA","LAO",2021,248.8
"THA","LBN",2021,0.06
"THA","LBR",2021,0.24
"THA","LBY",2021,0.01
"THA","LCA",2021,0.01
"THA","LKA",2021,1.22
"THA","LSO",2021,0.26
"THA","MAR",2021,0.21
"THA","MDA",2021,0
"THA","MDG",2021,0.56
"THA","MDV",2021,0.71
"THA","MEX",2021,0.46
"THA","MHL",2021,0.08
"THA","MLI",2021,0.11
"THA","MMR",2021,105.91
"THA","MNE",2021,0.04
"THA","MNG",2021,0.72
"THA","MOZ",2021,0.92
"THA","MRT",2021,0.02
"THA","MUS",2021,0.44
"THA","MWI",2021,0.55
"THA","MYS",2021,0.64
"THA","NAM",2021,0.04
"THA","NER",2021,0.07
"THA","NGA",2021,0.67
"THA","NIC",2021,0.04
"THA","NPL",2021,1.5
"THA","NRU",2021,0.08
"THA","PAK",2021,2.19
"THA","PAN",2021,0.07
"THA","PER",2021,0.28
"THA","PHL",2021,1.59
"THA","PLW",2021,0.02
"THA","PNG",2021,0.11
"THA","PRK",2021,0.39
"THA","PRY",2021,0.17
"THA","RWA",2021,0.11
"THA","SDN",2021,0.36
"THA","SEN",2021,0.48
"THA","SLB",2021,0.11
"THA","SLE",2021,0.17
"THA","SLV",2021,0.37
"THA","SOM",2021,0.08
"THA","SRB",2021,0.03
"THA","SSD",2021,0.29
"THA","STP",2021,0.03
"THA","SUR",2021,0.06
"THA","SWZ",2021,0.19
"THA","TCD",2021,0.01
"THA","TGO",2021,0.36
"THA","THA",2021,0.06
"THA","TJK",2021,0.17
"THA","TKM",2021,0
"THA","TLS",2021,0.94
"THA","TON",2021,2.21
"THA","TUN",2021,0.11
"THA","TUR",2021,0.08
"THA","TUV",2021,0.05
"THA","TZA",2021,0.73
"THA","UGA",2021,0.56
"THA","UKR",2021,0.05
"THA","UZB",2021,0.07
"THA","VCT",2021,0.06
"THA","VEN",2021,0
"THA","VNM",2021,6.76
"THA","VUT",2021,0.16
"THA","WSM",2021,0.27
"THA","XKX",2021,0.01
"THA","YEM",2021,0.11
"THA","ZAF",2021,0.04
"THA","ZMB",2021,0.15
"THA","ZWE",2021,0.23
"TLS","CPV",2021,0.53
"TLS","MMR",2021,0.47
"TLS","MYS",2021,1.06
"TLS","NPL",2021,0.53
"TLS","THA",2021,0.53
"TLS","VUT",2021,1.06
"TUR","AFG",2021,214.16
"TUR","AGO",2021,0.57
"TUR","ALB",2021,149.47
"TUR","ARG",2021,0.41
"TUR","ARM",2021,0.06
"TUR","AZE",2021,75.9
"TUR","BDI",2021,2.62
"TUR","BEN",2021,4.39
"TUR","BFA",2021,3.82
"TUR","BGD",2021,41.41
"TUR","BIH",2021,143.36
"TUR","BLR",2021,0.44
"TUR","BLZ",2021,0.01
"TUR","BOL",2021,0.16
"TUR","BRA",2021,0.8
"TUR","BTN",2021,0.48
"TUR","BWA",2021,0.34
"TUR","CAF",2021,1.81
"TUR","CHN",2021,8.79
"TUR","CIV",2021,3.27
"TUR","CMR",2021,7.37
"TUR","COD",2021,3.09
"TUR","COG",2021,3.27
"TUR","COL",2021,7.23
"TUR","COM",2021,3.26
"TUR","CPV",2021,0.01
"TUR","CRI",2021,0.12
"TUR","CUB",2021,0.41
"TUR","DJI",2021,26.26
"TUR","DOM",2021,0.15
"TUR","DZA",2021,13.79
"TUR","ECU",2021,0.73
"TUR","EGY",2021,9.9
"TUR","ERI",2021,1.11
"TUR","ETH",2021,14.69
"TUR","FJI",2021,0.02
"TUR","GAB",2021,0.69
"TUR","GEO",2021,23.13
"TUR","GHA",2021,7.52
"TUR","GIN",2021,14.1
"TUR","GMB",2021,19.66
"TUR","GNB",2021,2.8
"TUR","GNQ",2021,0.16
"TUR","GTM",2021,0.2
"TUR","GUY",2021,0.12
"TUR","HND",2021,0.12
"TUR","HTI",2021,1.37
"TUR","IDN",2021,9.9
"TUR","IND",2021,4.94
"TUR","IRN",2021,11.85
"TUR","IRQ",2021,122.67
"TUR","JAM",2021,0.02
"TUR","JOR",2021,19.71
"TUR","KAZ",2021,155.01
"TUR","KEN",2021,6.51
"TUR","KGZ",2021,250.74
"TUR","KHM",2021,1.01
"TUR","LAO",2021,0.06
"TUR","LBN",2021,10.14
"TUR","LBR",2021,2.18
"TUR","LBY",2021,31.73
"TUR","LCA",2021,0
"TUR","LKA",2021,1.41
"TUR","LSO",2021,1.59
"TUR","MAR",2021,5.53
"TUR","MDA",2021,34.9
"TUR","MDG",2021,2.32
"TUR","MDV",2021,0.22
"TUR","MEX",2021,4.14
"TUR","MKD",2021,66.49
"TUR","MLI",2021,7.46
"TUR","MMR",2021,14.36
"TUR","MNE",2021,16.16
"TUR","MNG",2021,21.88
"TUR","MOZ",2021,2.91
"TUR","MRT",2021,12.37
"TUR","MUS",2021,0.45
"TUR","MWI",2021,0.99
"TUR","MYS",2021,3.91
"TUR","NAM",2021,3.25
"TUR","NER",2021,35.37
"TUR","NGA",2021,3.5
"TUR","NIC",2021,0.03
"TUR","NPL",2021,1.32
"TUR","PAK",2021,27.5
"TUR","PAN",2021,0.09
"TUR","PER",2021,0.86
"TUR","PHL",2021,7.33
"TUR","PNG",2021,0.12
"TUR","PRK",2021,0.06
"TUR","PRY",2021,0.63
"TUR","PSE",2021,203.56
"TUR","RWA",2021,3.28
"TUR","SDN",2021,69.83
"TUR","SEN",2021,9.48
"TUR","SLE",2021,2
"TUR","SLV",2021,0.55
"TUR","SOM",2021,435.14
"TUR","SRB",2021,21.36
"TUR","SSD",2021,4.89
"TUR","STP",2021,0.16
"TUR","SUR",2021,0.05
"TUR","SWZ",2021,0.46
"TUR","SYR",2021,37141.6
"TUR","TCD",2021,10.98
"TUR","TGO",2021,1.81
"TUR","THA",2021,4.58
"TUR","TJK",2021,9.34
"TUR","TKM",2021,11.08
"TUR","TLS",2021,0
"TUR","TON",2021,0.03
"TUR","TUN",2021,23.45
"TUR","TZA",2021,6.55
"TUR","UGA",2021,5.99
"TUR","UKR",2021,21.25
"TUR","UZB",2021,36.52
"TUR","VCT",2021,0.03
"TUR","VEN",2021,1.19
"TUR","VNM",2021,1.13
"TUR","VUT",2021,0.17
"TUR","WSM",2021,0
"TUR","XKX",2021,47.93
"TUR","YEM",2021,31.16
"TUR","ZAF",2021,2.77
"TUR","ZMB",2021,2.84
"TUR","ZWE",2021,2.97
"USA","AFG",2021,9414.68
"USA","AGO",2021,374.8
"USA","ALB",2021,128.46
"USA","ARG",2021,26.94
"USA","ARM",2021,214.62
"USA","ATG",2021,0.13
"USA","AZE",2021,93.56
"USA","BDI",2021,769.82
"USA","BEN",2021,652.75
"USA","BFA",2021,674.05
"USA","BGD",2021,2311.18
"USA","BIH",2021,346.37
"USA","BLR",2021,74.92
"USA","BLZ",2021,22.39
"USA","BOL",2021,27.73
"USA","BRA",2021,223.39
"USA","BTN",2021,4.56
"USA","BWA",2021,397.54
"USA","CAF",2021,636.82
"USA","CHN",2021,230.55
"USA","CIV",2021,1050.62
"USA","CMR",2021,816.67
"USA","COD",2021,4470.46
"USA","COG",2021,68.03
"USA","COL",2021,3064.53
"USA","COM",2021,8.32
"USA","CPV",2021,66.81
"USA","CRI",2021,108.71
"USA","CUB",2021,71.55
"USA","DJI",2021,102.98
"USA","DMA",2021,10.87
"USA","DOM",2021,413.21
"USA","DZA",2021,36.12
"USA","ECU",2021,242.11
"USA","EGY",2021,1148.97
"USA","ERI",2021,1.31
"USA","ETH",2021,6646.7
"USA","FJI",2021,18.06
"USA","FSM",2021,515.16
"USA","GAB",2021,25.89
"USA","GEO",2021,635.5
"USA","GHA",2021,1562.26
"USA","GIN",2021,531.99
"USA","GMB",2021,38.56
"USA","GNB",2021,39.53
"USA","GNQ",2021,7.05
"USA","GRD",2021,0.58
"USA","GTM",2021,1299.04
"USA","GUY",2021,39.96
"USA","HND",2021,926.55
"USA","HTI",2021,2453.39
"USA","IDN",2021,1687
"USA","IND",2021,843.47
"USA","IRN",2021,11.99
"USA","IRQ",2021,3421.76
"USA","JAM",2021,190.47
"USA","JOR",2021,7530.13
"USA","KAZ",2021,142.91
"USA","KEN",2021,5489.27
"USA","KGZ",2021,349.4
"USA","KHM",2021,701.8
"USA","KIR",2021,0.48
"USA","LAO",2021,351.8
"USA","LBN",2021,1632.77
"USA","LBR",2021,2040.09
"USA","LBY",2021,365.4
"USA","LCA",2021,0.12
"USA","LKA",2021,301.59
"USA","LSO",2021,459.94
"USA","MAR",2021,521.94
"USA","MDA",2021,321.28
"USA","MDG",2021,866.43
"USA","MDV",2021,10.17
"USA","MEX",2021,1354.63
"USA","MHL",2021,392.31
"USA","MKD",2021,157.87
"USA","MLI",2021,1483.33
"USA","MMR",2021,1046.26
"USA","MNE",2021,19.39
"USA","MNG",2021,131.29
"USA","MOZ",2021,3232.6
"USA","MRT",2021,118.12
"USA","MUS",2021,2.24
"USA","MWI",2021,2484.11
"USA","MYS",2021,55.53
"USA","NAM",2021,460.26
"USA","NER",2021,1108.4
"USA","NGA",2021,5225.33
"USA","NIC",2021,293.38
"USA","NIU",2021,0.07
"USA","NPL",2021,1173.91
"USA","PAK",2021,3489.85
"USA","PAN",2021,97.95
"USA","PER",2021,897.76
"USA","PHL",2021,1346.11
"USA","PLW",2021,83.45
"USA","PNG",2021,73.61
"USA","PRK",2021,11.18
"USA","PRY",2021,146.4
"USA","PSE",2021,1751.78
"USA","RWA",2021,1298.37
"USA","SDN",2021,2120.29
"USA","SEN",2021,1295.13
"USA","SLB",2021,28.71
"USA","SLE",2021,574.22
"USA","SLV",2021,853.68
"USA","SOM",2021,2821.57
"USA","SRB",2021,173.16
"USA","SSD",2021,4938.56
"USA","STP",2021,1.09
"USA","SUR",2021,0.53
"USA","SWZ",2021,401.45
"USA","SYR",2021,4892.3
"USA","TCD",2021,563.17
"USA","TGO",2021,40.15
"USA","THA",2021,359.23
"USA","TJK",2021,254.57
"USA","TKM",2021,29.21
"USA","TLS",2021,183.1
"USA","TON",2021,9.44
"USA","TUN",2021,460.31
"USA","TUR",2021,387.93
"USA","TUV",2021,0.19
"USA","TZA",2021,3948.62
"USA","UGA",2021,4149.01
"USA","UKR",2021,1639.93
"USA","UZB",2021,125.44
"USA","VCT",2021,1.6
"USA","VEN",2021,283.66
"USA","VNM",2021,853.22
"USA","VUT",2021,22.41
"USA","WSM",2021,8.57
"USA","XKX",2021,353.63
"USA","YEM",2021,3839.55
"USA","ZAF",2021,3921.69
"USA","ZMB",2021,2833.04
"USA","ZWE",2021,1730.95
