"year","month","elevation_ft","elevation_m","pct_of_full_capacity","month_nr"
1989,"Nov",1189.02,362.413296,81.780245,11
1989,"Oct",1189.55,362.57484,82.0635528,10
1989,"Sep",1190.22,362.779056,82.4196018,9
1990,"Apr",1186.89,361.764072,80.6584992,4
1990,"Aug",1178.82,359.304336,76.5160796,8
1990,"Dec",1177.89,359.020872,76.0490046,12
1990,"Feb",1191.75,363.2454,83.2350689,2
1990,"Jan",1191,363.0168,82.8330781,1
1990,"Jul",1179.49,359.508552,76.8529862,7
1990,"Jun",1182.06,360.291888,78.1584992,6
1990,"Mar",1189.56,362.577888,82.0673813,3
1990,"May",1183.93,360.861864,79.1194487,5
1990,"Nov",1178.54,359.218992,76.3744257,11
1990,"Oct",1178.9,359.32872,76.5543645,10
1990,"Sep",1180.02,359.670096,77.1209801,9
1991,"Apr",1177.8,358.99344,76.0030628,4
1991,"Aug",1172.92,357.506016,73.5872894,8
1991,"Dec",1173.44,357.664512,73.8437979,12
1991,"Feb",1180.06,359.682288,77.1401225,2
1991,"Jan",1179.39,359.478072,76.8032159,1
1991,"Jul",1173.29,357.618792,73.7710567,7
1991,"Jun",1174.67,358.039416,74.4486983,6
1991,"Mar",1179.31,359.453688,76.7611026,3
1991,"May",1175.92,358.420416,75.0650842,5
1991,"Nov",1171.82,357.170736,73.0513017,11
1991,"Oct",1171.73,357.143304,73.0091884,10
1991,"Sep",1173.01,357.533448,73.6332312,9
1992,"Apr",1179.78,359.596944,76.9984686,4
1992,"Aug",1173.59,357.710232,73.9165391,8
1992,"Dec",1176.86,358.706928,75.5321593,12
1992,"Feb",1179.42,359.487216,76.8185299,2
1992,"Jan",1177.25,358.8258,75.7274119,1
1992,"Jul",1173.92,357.810816,74.0773354,7
1992,"Jun",1175.07,358.161336,74.643951,6
1992,"Mar",1180.31,359.758488,77.2664625,3
1992,"May",1177.31,358.844088,75.7580398,5
1992,"Nov",1175.45,358.27716,74.8315467,11
1992,"Oct",1174.68,358.042464,74.4525268,10
1992,"Sep",1174.44,357.969312,74.3338438,9
1993,"Apr",1193.04,363.638592,83.9280245,4
1993,"Aug",1188.41,362.227368,81.4608882,8
1993,"Dec",1188.75,362.331,81.6385911,12
1993,"Feb",1189.88,362.675424,82.3698315,2
1993,"Jan",1183.64,360.773472,78.8476263,1
1993,"Jul",1187.2,361.85856,80.8215697,7
1993,"Jun",1188.27,362.184696,81.3859112,6
1993,"Mar",1193.46,363.766608,84.1539051,3
1993,"May",1190.27,362.794296,82.3928025,5
1993,"Nov",1188.45,362.23956,81.4816233,11
1993,"Oct",1188.05,362.11764,81.2710567,10
1993,"Sep",1189.15,362.45292,81.851853,9
1994,"Apr",1184.94,361.169712,79.643951,4
1994,"Aug",1178.24,359.127552,76.2229688,8
1994,"Dec",1176.55,358.61244,75.362188,12
1994,"Feb",1190.97,363.007656,82.8177642,2
1994,"Jan",1190.09,362.739432,82.3506891,1
1994,"Jul",1178.97,359.350056,76.5790178,7
1994,"Jun",1179.42,359.487216,76.8112542,6
1994,"Mar",1188.51,362.257848,81.5137098,3
1994,"May",1181.64,360.163872,77.9445597,5
1994,"Nov",1175.67,358.344216,74.9502372,11
1994,"Oct",1177.8,358.99344,75.9973051,10
1994,"Sep",1178.4,359.17632,76.3032174,9
1995,"Apr",1179.68,359.566464,76.947816,4
1995,"Aug",1181.7,360.18216,77.9750909,8
1995,"Dec",1190.92,362.992416,82.7905311,12
1995,"Feb",1182.58,360.450384,78.4254014,2
1995,"Jan",1180.37,359.776776,77.2978904,1
1995,"Jul",1180.75,359.8926,77.4913859,7
1995,"Jun",1179.03,359.368344,76.6193141,6
1995,"Mar",1182.27,360.355896,78.2663997,3
1995,"May",1178.33,359.154984,76.2680881,5
1995,"Nov",1189.65,362.60532,82.116015,11
1995,"Oct",1186.12,361.529376,80.2577347,10
1995,"Sep",1184.28,360.968544,79.3024682,9
1996,"Apr",1192.75,363.5502,83.773928,4
1996,"Aug",1190.02,362.718096,82.3115743,8
1996,"Dec",1194.38,364.047024,84.6538288,12
1996,"Feb",1193.81,363.873288,84.3461667,2
1996,"Jan",1193.45,363.76356,84.151774,1
1996,"Jul",1190.26,362.791248,82.4392826,7
1996,"Jun",1190.43,362.843064,82.5297754,6
1996,"Mar",1193.81,363.873288,84.3461667,3
1996,"May",1191.26,363.096048,82.9724439,5
1996,"Nov",1192.71,363.538008,83.752318,11
1996,"Oct",1191.56,363.187488,83.1332626,10
1996,"Sep",1190.84,362.968032,82.7479168,9
1997,"Apr",1200.01,365.763048,87.7390933,4
1997,"Aug",1204.52,367.137696,90.2658628,8
1997,"Dec",1214.64,370.222272,96.1124139,12
1997,"Feb",1196.51,364.696248,85.8113769,2
1997,"Jan",1195.63,364.428024,85.3310143,1
1997,"Jul",1203.49,366.823752,89.6861765,7
1997,"Jun",1202.32,366.467136,89.0276847,6
1997,"Mar",1199.1,365.48568,87.2373525,3
1997,"May",1199.96,365.747808,87.7114639,5
1997,"Nov",1212.8,369.66144,95.0321907,11
1997,"Oct",1209.64,368.698272,93.1954157,10
1997,"Sep",1205.81,367.530888,90.9980828,9
1998,"Apr",1212.74,369.643152,94.997009,4
1998,"Aug",1214.3,370.11864,95.9119718,8
1998,"Dec",1212.53,369.579144,94.8740199,12
1998,"Feb",1214.05,370.04244,95.7645752,2
1998,"Jan",1214.4,370.14912,95.970917,1
1998,"Jul",1212.43,369.548664,94.8154626,7
1998,"Jun",1211.83,369.365784,94.458778,6
1998,"Mar",1214.26,370.106448,95.8883653,3
1998,"May",1211.59,369.292632,94.3249456,5
1998,"Nov",1214.79,370.267992,96.2008652,11
1998,"Oct",1215.76,370.563648,96.7756508,10
1998,"Sep",1214.78,370.264944,96.1949655,9
1999,"Apr",1208.8,368.44224,92.7163476,4
1999,"Aug",1208.74,368.423952,92.6761026,8
1999,"Dec",1213.94,370.008912,95.6998851,12
1999,"Feb",1213.3,369.81384,95.3250689,2
1999,"Jan",1212.89,369.688872,95.0848851,1
1999,"Jul",1207.28,367.978944,91.8376876,7
1999,"Jun",1206.4,367.71072,91.3346248,6
1999,"Mar",1211.75,369.3414,94.4180704,3
1999,"May",1207.37,368.006376,91.8893568,5
1999,"Nov",1212.58,369.594384,94.9032619,11
1999,"Oct",1212.11,369.451128,94.6279786,10
1999,"Sep",1211.29,369.201192,94.1504058,9
2000,"Apr",1208.78,368.436144,92.6990965,4
2000,"Aug",1196.66,364.741968,85.8935069,8
2000,"Dec",1196.12,364.577376,85.597856,12
2000,"Feb",1213.79,369.963192,95.6120827,2
2000,"Jan",1214.26,370.106448,95.8883691,1
2000,"Jul",1199.97,365.750856,87.7169832,7
2000,"Jun",1204.09,367.006632,90.0238285,6
2000,"Mar",1211.33,369.213384,94.1736371,3
2000,"May",1207.67,368.097816,92.0616616,5
2000,"Nov",1196.45,364.67796,85.7784992,11
2000,"Oct",1196.66,364.741968,85.8935069,10
2000,"Sep",1196.72,364.760256,85.9263247,9
2001,"Apr",1190.76,362.943648,82.7053599,4
2001,"Aug",1179.97,359.654856,77.0943262,8
2001,"Dec",1177.37,358.862376,75.7866309,12
2001,"Feb",1196.62,364.729776,85.8715926,2
2001,"Jan",1197.27,364.927896,86.2284916,1
2001,"Jul",1180.78,359.901744,77.5066769,7
2001,"Jun",1183.12,360.614976,78.7029096,6
2001,"Mar",1194.68,364.138464,84.8157963,3
2001,"May",1187.32,361.895136,80.8849617,5
2001,"Nov",1177.22,358.816656,75.7113936,11
2001,"Oct",1178.03,359.063544,76.1176646,10
2001,"Sep",1177.96,359.042208,76.0825268,9
2002,"Apr",1167.49,355.850952,70.9753446,4
2002,"Aug",1156.42,352.476816,65.8843798,8
2002,"Dec",1152.13,351.169224,64.0034112,12
2002,"Feb",1176.5,358.5972,75.3522205,2
2002,"Jan",1177.94,359.036112,76.0724809,1
2002,"Jul",1157.57,352.827336,66.3961868,7
2002,"Jun",1160.19,353.625912,67.1248086,6
2002,"Mar",1172.06,357.243888,73.1699847,3
2002,"May",1162.39,354.296472,68.5880245,5
2002,"Nov",1153.3,351.52584,64.5099541,11
2002,"Oct",1154.89,352.010472,65.2080858,10
2002,"Sep",1155.42,352.172016,65.4402757,9
2003,"Apr",1148.27,349.992696,62.3533767,4
2003,"Aug",1143.27,348.468696,60.2641654,8
2003,"Dec",1139.12,347.203776,58.5742726,12
2003,"Feb",1154.42,351.867216,65.0011639,2
2003,"Jan",1153.33,351.534984,64.5237979,1
2003,"Jul",1141.93,348.060264,59.7151072,7
2003,"Jun",1143.19,348.444312,60.2316769,6
2003,"Mar",1153.09,351.461832,64.4190505,3
2003,"May",1144.68,348.898464,60.8478025,5
2003,"Nov",1139.48,347.313504,58.7189816,11
2003,"Oct",1141.17,347.828616,59.4066769,10
2003,"Sep",1142.12,348.118176,59.7926493,9
2004,"Apr",1134.98,345.941904,56.9140046,4
2004,"Aug",1126.67,343.409016,53.6676876,8
2004,"Dec",1130.01,344.427048,54.9579632,12
2004,"Feb",1140.11,347.505528,58.9730819,2
2004,"Jan",1140.39,347.590872,59.087791,1
2004,"Jul",1125.73,343.122504,53.3078101,7
2004,"Jun",1126.93,343.488264,53.7672282,6
2004,"Mar",1138.7,347.07576,58.4042688,3
2004,"May",1129.7,344.33256,54.8392037,5
2004,"Nov",1130.13,344.463624,55.0048239,11
2004,"Oct",1127.43,343.640664,53.9602986,10
2004,"Sep",1125.86,343.162128,53.3575804,9
2005,"Apr",1144.45,348.82836,60.7526799,4
2005,"Aug",1139.61,347.353128,58.7712481,8
2005,"Dec",1137.52,346.716096,57.9290965,12
2005,"Feb",1143.25,348.4626,60.2565084,2
2005,"Jan",1137.4,346.67952,57.881317,1
2005,"Jul",1139.01,347.170248,58.5300536,7
2005,"Jun",1140.46,347.612208,59.1164625,6
2005,"Mar",1147.66,349.806768,62.0964778,3
2005,"May",1141.89,348.048072,59.7803599,5
2005,"Nov",1135.27,346.030296,57.0294028,11
2005,"Oct",1137.01,346.560648,57.7260337,10
2005,"Sep",1138.36,346.972128,58.2663093,9
2006,"Apr",1135.94,346.234512,57.2961715,4
2006,"Aug",1126.54,343.369392,53.6179173,8
2006,"Dec",1128.12,343.850976,54.2271057,12
2006,"Feb",1141.2,347.83776,59.4188361,2
2006,"Jan",1139.46,347.307408,58.7109495,1
2006,"Jul",1126.42,343.332816,53.5719755,7
2006,"Jun",1128.26,343.893648,54.2812404,6
2006,"Mar",1139.48,347.313504,58.7189893,3
2006,"May",1131.14,344.771472,55.3997703,5
2006,"Nov",1126.63,343.396824,53.6523737,11
2006,"Oct",1126.13,343.244424,53.4609495,10
2006,"Sep",1125.36,343.009728,53.1661562,9
2007,"Apr",1120.69,341.586312,51.4009571,4
2007,"Aug",1111.84,338.888832,48.1545176,8
2007,"Dec",1114.81,339.794088,49.2333844,12
2007,"Feb",1129.35,344.22588,54.7027182,2
2007,"Jan",1129.55,344.28684,54.7800536,1
2007,"Jul",1111.58,338.809584,48.0609495,7
2007,"Jun",1113.5,339.3948,48.7557427,6
2007,"Mar",1125.79,343.140792,53.330781,3
2007,"May",1115.89,340.123272,49.6269142,5
2007,"Nov",1111.22,338.699856,47.9313936,11
2007,"Oct",1110.95,338.61756,47.8344181,10
2007,"Sep",1111.06,338.651088,47.8738132,9
2008,"Apr",1110.61,338.513928,47.7133614,4
2008,"Aug",1105.13,336.843624,45.7693721,8
2008,"Dec",1110.97,338.623656,47.8415391,12
2008,"Feb",1116.93,340.440264,50.0087289,2
2008,"Jan",1116.46,340.297008,49.8359877,1
2008,"Jul",1104.42,336.627216,45.5215161,7
2008,"Jun",1104.98,336.797904,45.7166156,6
2008,"Mar",1115.65,340.05012,49.5396248,3
2008,"May",1107.05,337.42884,46.4456355,5
2008,"Nov",1107.33,337.514184,46.5442573,11
2008,"Oct",1107.94,337.700112,46.7591118,10
2008,"Sep",1105.76,337.035648,45.9912711,9
2009,"Apr",1101.26,335.664048,44.4272588,4
2009,"Aug",1093.73,333.368904,41.8740812,8
2009,"Dec",1096.3,334.15224,42.7350689,12
2009,"Feb",1111.43,338.763864,48.0069678,2
2009,"Jan",1111.78,338.870544,48.132925,1
2009,"Jul",1094.2,333.51216,42.0306279,7
2009,"Jun",1095.26,333.835248,42.3846861,6
2009,"Mar",1107.4,337.53552,46.5689127,3
2009,"May",1096.92,334.341216,42.943951,5
2009,"Nov",1093.52,333.304896,41.8041348,11
2009,"Oct",1093.26,333.225648,41.7175345,10
2009,"Sep",1093.68,333.353664,41.8574273,9
2010,"Apr",1098,334.6704,43.3116386,4
2010,"Aug",1086.91,331.290168,39.6341501,8
2010,"Dec",1086.3,331.10424,39.4379786,12
2010,"Feb",1103.21,336.258408,45.0999617,2
2010,"Jan",1100.02,335.286096,44,1
2010,"Jul",1086.97,331.308456,39.6534456,7
2010,"Jun",1089.3,332.01864,40.4127106,6
2010,"Mar",1100.66,335.481168,44.2205207,3
2010,"May",1094.3,333.54264,42.0639357,5
2010,"Nov",1081.94,329.775312,38.0401225,11
2010,"Oct",1082.36,329.903328,38.1733538,10
2010,"Sep",1083.81,330.345288,38.6372129,9
2011,"Apr",1095.76,333.987648,42.5531394,4
2011,"Aug",1113.45,339.37956,48.7377489,8
2011,"Dec",1132.83,345.286584,56.0630168,12
2011,"Feb",1095.78,333.993744,42.5598775,2
2011,"Jan",1091.73,332.759304,41.2117534,1
2011,"Jul",1107.07,337.434936,46.4526799,7
2011,"Jun",1102.38,336.005424,44.81317,6
2011,"Mar",1096.39,334.179672,42.7653905,3
2011,"May",1097.9,334.63992,43.2775651,5
2011,"Nov",1125.82,343.149936,53.3422665,11
2011,"Oct",1121,341.6808,51.5160796,10
2011,"Sep",1116.04,340.168992,49.6816233,9
2012,"Apr",1123.93,342.573864,53.5470744,4
2012,"Aug",1116.56,340.327488,50.7997043,8
2012,"Dec",1120.36,341.485728,52.2070427,12
2012,"Feb",1133.06,345.356688,57.0707668,2
2012,"Jan",1134.18,345.698064,57.5125855,1
2012,"Jul",1115.92,340.132416,50.5646087,7
2012,"Jun",1115.84,340.108032,50.5352856,6
2012,"Mar",1129.41,344.244168,55.645373,3
2012,"May",1119.38,341.187024,51.8423078,5
2012,"Nov",1117.24,340.534752,51.0501842,11
2012,"Oct",1116.5,340.3092,50.7776187,10
2012,"Sep",1115.16,339.900768,50.2789646,9
2013,"Apr",1112.91,339.214968,49.4674226,4
2013,"Aug",1106.13,337.148424,47.0494942,8
2013,"Dec",1106.73,337.331304,47.2602689,12
2013,"Feb",1122.14,342.028272,52.8727688,2
2013,"Jan",1122.32,342.083136,52.9403583,1
2013,"Jul",1105.92,337.084416,46.9758613,7
2013,"Jun",1105.98,337.102704,46.9968654,6
2013,"Mar",1118.59,340.946232,51.5491834,3
2013,"May",1108.36,337.828128,47.8358263,5
2013,"Nov",1106.36,337.218528,47.1302196,11
2013,"Oct",1104.04,336.511392,46.3199602,10
2013,"Sep",1106.92,337.389216,47.3271093,9
2014,"Apr",1094.55,333.61884,43.0839127,4
2014,"Aug",1081.55,329.65644,38.8201417,8
2014,"Dec",1087.79,331.558392,40.8385544,12
2014,"Feb",1107.94,337.700112,47.6870723,2
2014,"Jan",1108.75,337.947,47.9742611,1
2014,"Jul",1080.6,329.36688,38.5174502,7
2014,"Jun",1082.66,329.994768,39.1753675,6
2014,"Mar",1101.71,335.801208,45.5144546,3
2014,"May",1087.46,331.457808,40.7304824,5
2014,"Nov",1083.57,330.272136,39.4677994,11
2014,"Oct",1082.79,330.034392,39.217075,10
2014,"Sep",1081.33,329.589384,38.7499502,9
2015,"Apr",1079.03,328.888344,38.0198162,4
2015,"Aug",1078.31,328.668888,37.7927205,8
2015,"Dec",1080.91,329.461368,38.6160758,12
2015,"Feb",1088.98,331.921104,41.2293629,2
2015,"Jan",1088.51,331.777848,41.0747596,1
2015,"Jul",1078.15,328.62012,37.7423315,7
2015,"Jun",1075.08,327.684384,36.7821041,6
2015,"Mar",1084.87,330.668376,39.9295865,3
2015,"May",1076.57,328.138536,37.2465919,5
2015,"Nov",1078.23,328.644504,37.767526,11
2015,"Oct",1078.99,328.876152,38.0071738,10
2015,"Sep",1078.1,328.60488,37.726585,9
2016,"Apr",1076.13,328.004424,37.1091248,4
2016,"Aug",1075.17,327.711816,36.8100896,8
2016,"Dec",1080.82,329.433936,38.5874426,12
2016,"Feb",1084.17,330.455016,39.6612397,2
2016,"Jan",1083.68,330.305664,39.503242,1
2016,"Jul",1072.75,326.9742,36.0615352,7
2016,"Jun",1071.64,326.635872,35.7207259,6
2016,"Mar",1080.45,329.32116,38.4697588,3
2016,"May",1073.8,327.29424,36.3853905,5
2016,"Nov",1076.55,328.13244,37.2403331,11
2016,"Oct",1076.34,328.068432,37.1747136,10
2016,"Sep",1075.23,327.730104,36.8287466,9
2017,"Apr",1084.89,330.674472,39.8939923,4
2017,"Aug",1081.44,329.622912,38.7850306,8
2017,"Dec",1082.52,329.952096,39.1304518,12
2017,"Feb",1089.78,332.164944,41.4932266,2
2017,"Jan",1086.08,331.037184,40.2802113,1
2017,"Jul",1079.03,328.888344,38.0198162,7
2017,"Jun",1079.52,329.037696,38.1747825,6
2017,"Mar",1088.26,331.701648,40.9926891,3
2017,"May",1081.56,329.659488,38.8233369,5
2017,"Nov",1080.95,329.47356,38.6288017,11
2017,"Oct",1082.3,329.88504,39.0599923,10
2017,"Sep",1082.05,329.80884,38.9799387,9
2018,"Apr",1084.49,330.552552,39.7645658,4
2018,"Aug",1078.88,328.842624,37.972464,8
2018,"Dec",1081.46,329.629008,38.7914089,12
2018,"Feb",1088.21,331.686408,40.9762764,2
2018,"Jan",1087.5,331.47,40.7435605,1
2018,"Jul",1077.43,328.400664,37.5160168,7
2018,"Jun",1076.81,328.211688,37.3216975,6
2018,"Mar",1088.11,331.655928,40.943451,3
2018,"May",1080,329.184,38.3268683,5
2018,"Nov",1078.32,328.671936,37.7958698,11
2018,"Oct",1078.52,328.732896,37.8588683,10
2018,"Sep",1078.29,328.662792,37.7864219,9
2019,"Apr",1088.95,331.91196,41.2194946,4
2019,"Aug",1083.45,330.23556,39.4291654,8
2019,"Dec",1090.49,332.381352,41.7280758,12
2019,"Feb",1087.97,331.613256,40.8975161,2
2019,"Jan",1085.75,330.9366,40.172925,1
2019,"Jul",1082.82,330.043536,39.2266998,7
2019,"Jun",1084.71,330.619608,39.8357473,6
2019,"Mar",1090.24,332.305152,41.6453231,3
2019,"May",1086.48,331.159104,40.410441,5
2019,"Nov",1083.85,330.35748,39.5580168,11
2019,"Oct",1082.61,329.979528,39.1593262,10
2019,"Sep",1083,330.0984,39.2844487,9
2020,"Apr",1096.39,334.179672,43.7028799,4
2020,"Aug",1084.04,330.415392,39.6192634,8
2020,"Dec",1083.72,330.317856,39.5161302,12
2020,"Feb",1096.27,334.143096,43.662452,2
2020,"Jan",1094.68,333.658464,43.0805436,1
2020,"Jul",1084.63,330.595224,39.8098606,7
2020,"Jun",1087.07,331.338936,40.6029709,6
2020,"Mar",1098.59,334.850232,44.4474148,3
2020,"May",1091.32,332.634336,42.003513,5
2020,"Nov",1081.07,329.510136,38.6670329,11
2020,"Oct",1081.88,329.757024,38.925585,10
2020,"Sep",1083.21,330.162408,39.3519832,9
2021,"Apr",1079.3,328.97064,38.1051991,4
2021,"Aug",1067.96,325.514208,34.602536,8
2021,"Dec",1066.39,325.035672,34.1311225,12
2021,"Feb",1087.26,331.396848,40.6650919,2
2021,"Jan",1085.95,330.99756,40.2379173,1
2021,"Jul",1067.65,325.41972,34.5092037,7
2021,"Jun",1068.77,325.761096,34.847121,6
2021,"Mar",1084.39,330.522072,39.7322764,3
2021,"May",1073.5,327.2028,36.2926799,5
2021,"Nov",1064.97,324.602856,33.7076639,11
2021,"Oct",1066.77,325.151496,34.2449219,10
2021,"Sep",1067.68,325.428864,34.5182358,9
2022,"Apr",1054.69,321.469512,30.7256378,4
2022,"Aug",1044.28,318.296544,27.8536564,8
2022,"Feb",1066.78,325.154544,34.2479188,2
2022,"Jan",1067.09,325.249032,34.3408859,1
2022,"Jul",1040.92,317.272416,26.9304447,7
2022,"Jun",1043.02,317.912496,27.5156342,6
2022,"Mar",1061.49,323.542152,32.6817956,3
2022,"May",1047.69,319.335912,28.7786577,5
2022,"Sep",1045.03,318.525144,28.0557817,9
