"MapDate","RiverForecastCenterName","None","D0","D1","D2","D3","D4","ValidStart","ValidEnd","StatisticFormatID"
20181106,"Colorado Basin",0.12,99.88,89.55,55.53,21.71,9.73,"11/6/2018","11/12/2018",1
20181113,"Colorado Basin",0.12,99.88,88.66,55.53,21.71,9.73,"11/13/2018","11/19/2018",1
20181120,"Colorado Basin",0.12,99.88,86.21,55.53,21.71,9.73,"11/20/2018","11/26/2018",1
20181127,"Colorado Basin",0.12,99.88,85.33,55.17,21.49,9.73,"11/27/2018","12/3/2018",1
20181204,"Colorado Basin",0.12,99.88,85.33,54.39,16.73,8.49,"12/4/2018","12/10/2018",1
20181211,"Colorado Basin",0.12,99.88,83.58,53.57,16.53,8.48,"12/11/2018","12/17/2018",1
20181218,"Colorado Basin",0.12,99.88,83.58,53.57,16.53,8.48,"12/18/2018","12/24/2018",1
20181225,"Colorado Basin",0.12,99.88,83.58,53.54,16.53,8.48,"12/25/2018","12/31/2018",1
20190101,"Colorado Basin",3.17,96.83,82.46,53.23,16.53,8.48,"1/1/2019","1/7/2019",1
20190108,"Colorado Basin",6.74,93.26,79.8,50.94,15.82,8.24,"1/8/2019","1/14/2019",1
20190115,"Colorado Basin",6.35,93.65,80.35,50.94,15.82,8.24,"1/15/2019","1/21/2019",1
20190122,"Colorado Basin",7.01,92.99,68.38,32.39,10.15,1.37,"1/22/2019","1/28/2019",1
20190129,"Colorado Basin",7.01,92.99,65.55,26.41,10.15,1.37,"1/29/2019","2/4/2019",1
20190205,"Colorado Basin",7.01,92.99,65.3,26.32,10.17,1.46,"2/5/2019","2/11/2019",1
20190212,"Colorado Basin",7.01,92.99,63.86,25.05,10.1,0.54,"2/12/2019","2/18/2019",1
20190219,"Colorado Basin",14.35,85.65,63.56,24.06,6.87,0.54,"2/19/2019","2/25/2019",1
20190226,"Colorado Basin",27.84,72.16,45.26,15.24,2.89,0.35,"2/26/2019","3/4/2019",1
20190305,"Colorado Basin",27.84,72.16,44.24,8.54,2.89,0.35,"3/5/2019","3/11/2019",1
20190312,"Colorado Basin",36.1,63.9,17.04,7.43,2.89,0.35,"3/12/2019","3/18/2019",1
20190319,"Colorado Basin",48.7,51.3,11.75,4.73,2.53,0,"3/19/2019","3/25/2019",1
20190326,"Colorado Basin",68.42,31.58,9.27,3.01,0,0,"3/26/2019","4/1/2019",1
20190402,"Colorado Basin",68.42,31.58,9.27,3.01,0,0,"4/2/2019","4/8/2019",1
20190409,"Colorado Basin",69.06,30.94,9.27,3,0,0,"4/9/2019","4/15/2019",1
20190416,"Colorado Basin",75.88,24.12,8.53,3,0,0,"4/16/2019","4/22/2019",1
20190423,"Colorado Basin",80.57,19.43,7.79,2.08,0,0,"4/23/2019","4/29/2019",1
20190430,"Colorado Basin",84.68,15.32,7.33,2.08,0,0,"4/30/2019","5/6/2019",1
20190507,"Colorado Basin",85.25,14.75,7.33,0.49,0,0,"5/7/2019","5/13/2019",1
20190514,"Colorado Basin",85.75,14.25,7,0.36,0,0,"5/14/2019","5/20/2019",1
20190521,"Colorado Basin",87.15,12.85,6.53,0,0,0,"5/21/2019","5/27/2019",1
20190528,"Colorado Basin",87.18,12.82,6.53,0,0,0,"5/28/2019","6/3/2019",1
20190604,"Colorado Basin",87.61,12.39,6.53,0,0,0,"6/4/2019","6/10/2019",1
20190611,"Colorado Basin",91.88,8.12,2.93,0,0,0,"6/11/2019","6/17/2019",1
20190618,"Colorado Basin",92.24,7.76,2.93,0,0,0,"6/18/2019","6/24/2019",1
20190625,"Colorado Basin",92.24,7.76,2.03,0,0,0,"6/25/2019","7/1/2019",1
20190702,"Colorado Basin",92.24,7.76,2.03,0,0,0,"7/2/2019","7/8/2019",1
20190709,"Colorado Basin",92.24,7.76,2.03,0,0,0,"7/9/2019","7/15/2019",1
20190716,"Colorado Basin",92.24,7.76,2.03,0,0,0,"7/16/2019","7/22/2019",1
20190723,"Colorado Basin",87.48,12.52,2.03,0,0,0,"7/23/2019","7/29/2019",1
20190730,"Colorado Basin",83.86,16.14,2.03,0,0,0,"7/30/2019","8/5/2019",1
20190806,"Colorado Basin",83.86,16.14,3.85,0,0,0,"8/6/2019","8/12/2019",1
20190813,"Colorado Basin",68.05,31.95,3.85,0,0,0,"8/13/2019","8/19/2019",1
20190820,"Colorado Basin",62.34,37.66,5.4,0,0,0,"8/20/2019","8/26/2019",1
20190827,"Colorado Basin",49.52,50.48,15,1.15,0,0,"8/27/2019","9/2/2019",1
20190903,"Colorado Basin",16.83,83.17,19.31,1.15,0,0,"9/3/2019","9/9/2019",1
20190910,"Colorado Basin",12.87,87.13,41.97,8.58,0,0,"9/10/2019","9/16/2019",1
20190917,"Colorado Basin",19.12,80.88,46.82,12.31,0,0,"9/17/2019","9/23/2019",1
20190924,"Colorado Basin",18.77,81.23,48.92,12.31,0,0,"9/24/2019","9/30/2019",1
20191001,"Colorado Basin",19.44,80.56,53.95,12.26,0,0,"10/1/2019","10/7/2019",1
20191008,"Colorado Basin",16.3,83.7,57.35,20.08,0,0,"10/8/2019","10/14/2019",1
20191015,"Colorado Basin",15.88,84.12,57.35,23.8,0,0,"10/15/2019","10/21/2019",1
20191022,"Colorado Basin",12.48,87.52,66.78,35.94,0,0,"10/22/2019","10/28/2019",1
20191029,"Colorado Basin",13.16,86.84,66.21,35.94,0,0,"10/29/2019","11/4/2019",1
20191105,"Colorado Basin",13.16,86.84,66.21,35.94,0,0,"11/5/2019","11/11/2019",1
20191112,"Colorado Basin",14.56,85.44,67.46,40.52,0,0,"11/12/2019","11/18/2019",1
20191119,"Colorado Basin",14.14,85.86,67.73,41.42,0.94,0,"11/19/2019","11/25/2019",1
20191126,"Colorado Basin",13.25,86.75,64.78,38.72,0.94,0,"11/26/2019","12/2/2019",1
20191203,"Colorado Basin",20.61,79.39,51.03,29.65,0,0,"12/3/2019","12/9/2019",1
20191210,"Colorado Basin",34.46,65.54,40.54,27.8,0,0,"12/10/2019","12/16/2019",1
20191217,"Colorado Basin",35.41,64.59,39.39,25.76,0,0,"12/17/2019","12/23/2019",1
20191224,"Colorado Basin",35.41,64.59,39.39,25.76,0,0,"12/24/2019","12/30/2019",1
20191231,"Colorado Basin",43.63,56.37,37.54,23.59,0,0,"12/31/2019","1/6/2020",1
20200107,"Colorado Basin",43.93,56.07,37.54,16.16,0,0,"1/7/2020","1/13/2020",1
20200114,"Colorado Basin",43.93,56.07,37.54,16.16,0,0,"1/14/2020","1/20/2020",1
20200121,"Colorado Basin",43.93,56.07,37.54,16.16,0,0,"1/21/2020","1/27/2020",1
20200128,"Colorado Basin",46.49,53.51,37.54,9.98,0,0,"1/28/2020","2/3/2020",1
20200204,"Colorado Basin",46.02,53.98,37.54,9.98,0,0,"2/4/2020","2/10/2020",1
20200211,"Colorado Basin",50.4,49.6,35.63,9.67,0,0,"2/11/2020","2/17/2020",1
20200218,"Colorado Basin",50.28,49.72,35.23,9.67,0,0,"2/18/2020","2/24/2020",1
20200225,"Colorado Basin",52.58,47.42,34.56,9.28,0,0,"2/25/2020","3/2/2020",1
20200303,"Colorado Basin",49.88,50.12,35.89,9.28,0,0,"3/3/2020","3/9/2020",1
20200310,"Colorado Basin",50.5,49.5,35.89,9.28,0,0,"3/10/2020","3/16/2020",1
20200317,"Colorado Basin",50.63,49.37,33.15,8.27,0,0,"3/17/2020","3/23/2020",1
20200324,"Colorado Basin",50.74,49.26,30.7,8.24,0,0,"3/24/2020","3/30/2020",1
20200331,"Colorado Basin",54.06,45.94,30.49,7.89,0,0,"3/31/2020","4/6/2020",1
20200407,"Colorado Basin",54.06,45.94,31.12,7.89,0,0,"4/7/2020","4/13/2020",1
20200414,"Colorado Basin",55.91,44.09,28.49,6.6,0,0,"4/14/2020","4/20/2020",1
20200421,"Colorado Basin",55.91,44.09,29.1,8.77,0,0,"4/21/2020","4/27/2020",1
20200428,"Colorado Basin",56.82,43.18,29.1,8.77,0,0,"4/28/2020","5/4/2020",1
20200505,"Colorado Basin",52.71,47.29,33.31,11.18,0.45,0,"5/5/2020","5/11/2020",1
20200512,"Colorado Basin",48.2,51.8,33.46,11.16,0.45,0,"5/12/2020","5/18/2020",1
20200519,"Colorado Basin",47.89,52.11,40.93,12.67,2.06,0,"5/19/2020","5/25/2020",1
20200526,"Colorado Basin",47.89,52.11,40.93,14.5,2.06,0,"5/26/2020","6/1/2020",1
20200602,"Colorado Basin",45.35,54.65,40.96,19.59,2.06,0,"6/2/2020","6/8/2020",1
20200609,"Colorado Basin",37.89,62.11,41.58,18.64,2.4,0,"6/9/2020","6/15/2020",1
20200616,"Colorado Basin",38.01,61.99,42.29,19.86,3.76,0,"6/16/2020","6/22/2020",1
20200623,"Colorado Basin",38.66,61.34,41.93,19.71,3.76,0,"6/23/2020","6/29/2020",1
20200630,"Colorado Basin",39.29,60.71,41.77,25.62,4.13,0,"6/30/2020","7/6/2020",1
20200707,"Colorado Basin",33.37,66.63,41.52,25.62,4.14,0,"7/7/2020","7/13/2020",1
20200714,"Colorado Basin",28.95,71.05,45.67,26.14,5.26,0,"7/14/2020","7/20/2020",1
20200721,"Colorado Basin",9.57,90.43,59.92,28.85,5.26,0,"7/21/2020","7/27/2020",1
20200728,"Colorado Basin",9.57,90.43,71.31,37.15,7.19,0,"7/28/2020","8/3/2020",1
20200804,"Colorado Basin",5.66,94.34,85.09,41.98,8.04,0,"8/4/2020","8/10/2020",1
20200811,"Colorado Basin",5.24,94.76,87.65,44.93,13.89,0,"8/11/2020","8/17/2020",1
20200818,"Colorado Basin",2.3,97.7,91.67,70.38,16.78,0,"8/18/2020","8/24/2020",1
20200825,"Colorado Basin",2.18,97.82,94.64,77.08,42.17,0,"8/25/2020","8/31/2020",1
20200901,"Colorado Basin",2.11,97.89,94.66,79.85,42.42,0,"9/1/2020","9/7/2020",1
20200908,"Colorado Basin",1.46,98.54,94.91,84.67,62.25,0.83,"9/8/2020","9/14/2020",1
20200915,"Colorado Basin",1.46,98.54,96.47,85.81,64.5,2.5,"9/15/2020","9/21/2020",1
20200922,"Colorado Basin",0.57,99.43,97.22,85.81,65.03,3.88,"9/22/2020","9/28/2020",1
20200929,"Colorado Basin",0,100,98.78,87.92,72.58,7.1,"9/29/2020","10/5/2020",1
20201006,"Colorado Basin",0,100,99.49,90.88,76.32,14.71,"10/6/2020","10/12/2020",1
20201013,"Colorado Basin",0,100,99.49,90.88,76.78,14.71,"10/13/2020","10/19/2020",1
20201020,"Colorado Basin",0,100,99.49,91.24,80.03,20.28,"10/20/2020","10/26/2020",1
20201027,"Colorado Basin",0,100,99.49,91.24,80.03,20.28,"10/27/2020","11/2/2020",1
20201103,"Colorado Basin",0,100,99.49,91.24,79.97,21.18,"11/3/2020","11/9/2020",1
20201110,"Colorado Basin",0,100,99.49,91.68,80.79,26.5,"11/10/2020","11/16/2020",1
20201117,"Colorado Basin",0,100,99.49,91.41,81.68,36.8,"11/17/2020","11/23/2020",1
20201124,"Colorado Basin",0,100,99.49,92.76,85.24,57.25,"11/24/2020","11/30/2020",1
20201201,"Colorado Basin",0,100,99.74,93.28,86.11,66.35,"12/1/2020","12/7/2020",1
20201208,"Colorado Basin",0,100,99.85,94.31,86.11,66.35,"12/8/2020","12/14/2020",1
20201215,"Colorado Basin",0,100,99.85,94.4,86.92,65.03,"12/15/2020","12/21/2020",1
20201222,"Colorado Basin",0,100,99.85,94.4,86.92,65.03,"12/22/2020","12/28/2020",1
20201229,"Colorado Basin",0,100,99.85,94.4,86.92,65.03,"12/29/2020","1/4/2021",1
20210105,"Colorado Basin",0,100,99.85,94.4,86.92,65.03,"1/5/2021","1/11/2021",1
20210112,"Colorado Basin",0,100,99.85,94.4,86.92,65.03,"1/12/2021","1/18/2021",1
20210119,"Colorado Basin",0,100,99.85,94.56,86.92,65.43,"1/19/2021","1/25/2021",1
20210126,"Colorado Basin",0,100,99.85,93.62,86.35,59.15,"1/26/2021","2/1/2021",1
20210202,"Colorado Basin",0,100,99.5,93.3,83.38,57.33,"2/2/2021","2/8/2021",1
20210209,"Colorado Basin",0,100,99.5,93.3,83.38,57.33,"2/9/2021","2/15/2021",1
20210216,"Colorado Basin",0,100,99.5,92.51,81,51.42,"2/16/2021","2/22/2021",1
20210223,"Colorado Basin",0,100,99.5,92.13,80.36,51.66,"2/23/2021","3/1/2021",1
20210302,"Colorado Basin",0,100,99.5,91.49,80.59,51.66,"3/2/2021","3/8/2021",1
20210309,"Colorado Basin",0,100,99.5,91.49,80.59,51.66,"3/9/2021","3/15/2021",1
20210316,"Colorado Basin",0,100,96.75,90.98,80.41,51.52,"3/16/2021","3/22/2021",1
20210323,"Colorado Basin",0,100,96.75,90.72,81.11,52.4,"3/23/2021","3/29/2021",1
20210330,"Colorado Basin",0,100,96.75,90.72,81.11,52.25,"3/30/2021","4/5/2021",1
20210406,"Colorado Basin",0,100,96.84,90.72,81.11,52.25,"4/6/2021","4/12/2021",1
20210413,"Colorado Basin",0,100,98.78,91.36,81.11,53.36,"4/13/2021","4/19/2021",1
20210420,"Colorado Basin",0,100,99.63,91.68,81.11,53.36,"4/20/2021","4/26/2021",1
20210427,"Colorado Basin",0,100,99.63,92.25,81.11,54.06,"4/27/2021","5/3/2021",1
20210504,"Colorado Basin",0,100,99.63,92.12,80.85,53.96,"5/4/2021","5/10/2021",1
20210511,"Colorado Basin",0,100,99.57,92.28,80.81,54.4,"5/11/2021","5/17/2021",1
20210518,"Colorado Basin",0,100,99.57,92.44,80.67,54.18,"5/18/2021","5/24/2021",1
20210525,"Colorado Basin",0,100,99.57,91.73,80.68,55.11,"5/25/2021","5/31/2021",1
20210601,"Colorado Basin",0,100,99.54,91.82,80.68,55.11,"6/1/2021","6/7/2021",1
20210608,"Colorado Basin",0.02,99.98,99.48,91.83,80.68,56,"6/8/2021","6/14/2021",1
20210615,"Colorado Basin",0.02,99.98,99.48,92.12,80.93,56,"6/15/2021","6/21/2021",1
20210622,"Colorado Basin",0.02,99.98,99.48,94.78,81.62,56.42,"6/22/2021","6/28/2021",1
20210629,"Colorado Basin",0.02,99.98,99.48,96.47,84.67,56.34,"6/29/2021","7/5/2021",1
20210706,"Colorado Basin",0.02,99.98,99.48,96.47,85.17,56.34,"7/6/2021","7/12/2021",1
20210713,"Colorado Basin",0.02,99.98,99.46,96.44,86.59,56.65,"7/13/2021","7/19/2021",1
20210720,"Colorado Basin",0.02,99.98,99.46,96.68,88.06,49.4,"7/20/2021","7/26/2021",1
20210727,"Colorado Basin",0.03,99.97,99.21,95.61,74.5,27.78,"7/27/2021","8/2/2021",1
20210803,"Colorado Basin",0.29,99.71,98.17,90.05,65.55,23.06,"8/3/2021","8/9/2021",1
20210810,"Colorado Basin",0.37,99.63,98.07,89.85,63.26,22.81,"8/10/2021","8/16/2021",1
20210817,"Colorado Basin",0.37,99.63,97.2,79.43,61.72,21.72,"8/17/2021","8/23/2021",1
20210824,"Colorado Basin",0.37,99.63,97.04,77.75,48.93,16.31,"8/24/2021","8/30/2021",1
20210831,"Colorado Basin",0.35,99.65,97.03,77.53,47.88,10.8,"8/31/2021","9/6/2021",1
20210907,"Colorado Basin",0.35,99.65,93.53,71.92,46.61,8.61,"9/7/2021","9/13/2021",1
20210914,"Colorado Basin",0.35,99.65,93.53,71.92,46.61,8.61,"9/14/2021","9/20/2021",1
20210921,"Colorado Basin",0,100,93.53,71.92,46.19,8.54,"9/21/2021","9/27/2021",1
20210928,"Colorado Basin",0,100,91.13,71.92,46.19,8.34,"9/28/2021","10/4/2021",1
20211005,"Colorado Basin",0,100,91.54,71.92,44.51,7.47,"10/5/2021","10/11/2021",1
20211012,"Colorado Basin",0,100,90.57,69.8,39.85,6.95,"10/12/2021","10/18/2021",1
20211019,"Colorado Basin",0,100,90.57,69.09,39.41,6,"10/19/2021","10/25/2021",1
20211026,"Colorado Basin",0,100,90.55,68.02,37.45,6,"10/26/2021","11/1/2021",1
20211102,"Colorado Basin",0,100,90.37,67.84,34.76,5.34,"11/2/2021","11/8/2021",1
20211109,"Colorado Basin",0,100,90.37,67.48,34.53,4.12,"11/9/2021","11/15/2021",1
20211116,"Colorado Basin",0,100,90.37,67.14,33.67,4.12,"11/16/2021","11/22/2021",1
20211123,"Colorado Basin",0,100,90.37,67.14,33.67,4.12,"11/23/2021","11/29/2021",1
20211130,"Colorado Basin",0,100,91.35,67.34,33.67,4.12,"11/30/2021","12/6/2021",1
20211207,"Colorado Basin",0,100,91.35,68.02,33.67,4.12,"12/7/2021","12/13/2021",1
20211214,"Colorado Basin",0,100,91.36,67.07,33.67,1.4,"12/14/2021","12/20/2021",1
20211221,"Colorado Basin",0,100,91.41,67.42,34.13,1.2,"12/21/2021","12/27/2021",1
20211228,"Colorado Basin",0,100,85.45,58.45,26.67,0.32,"12/28/2021","1/3/2022",1
20220104,"Colorado Basin",0,100,81.98,58.3,16.07,0.32,"1/4/2022","1/10/2022",1
20220111,"Colorado Basin",0,100,80.65,57.28,15.11,0.32,"1/11/2022","1/17/2022",1
20220118,"Colorado Basin",0,100,80.65,57.28,15.11,0.32,"1/18/2022","1/24/2022",1
20220125,"Colorado Basin",0,100,80.65,57.29,15.11,0.32,"1/25/2022","1/31/2022",1
20220201,"Colorado Basin",0,100,80.65,57.29,15.11,0.32,"2/1/2022","2/7/2022",1
20220208,"Colorado Basin",0,100,80.65,57.36,15.62,0.32,"2/8/2022","2/14/2022",1
20220215,"Colorado Basin",0,100,81.63,58.73,15.62,0.32,"2/15/2022","2/21/2022",1
20220222,"Colorado Basin",0,100,81.63,59.02,15.62,0.32,"2/22/2022","2/28/2022",1
20220301,"Colorado Basin",0,100,88.85,60.88,19.36,0.32,"3/1/2022","3/7/2022",1
20220308,"Colorado Basin",0,100,88.85,60.88,18.36,0.32,"3/8/2022","3/14/2022",1
20220315,"Colorado Basin",0,100,88.85,61.15,18.36,0.32,"3/15/2022","3/21/2022",1
20220322,"Colorado Basin",0,100,88.81,61.15,18.36,0.32,"3/22/2022","3/28/2022",1
20220329,"Colorado Basin",0,100,88.82,61.49,19.26,0.32,"3/29/2022","4/4/2022",1
20220405,"Colorado Basin",0,100,92.94,72.95,20.58,0.32,"4/5/2022","4/11/2022",1
20220412,"Colorado Basin",0,100,92.94,72.95,21.03,0.32,"4/12/2022","4/18/2022",1
20220419,"Colorado Basin",0,100,92.94,72.95,22.99,0.32,"4/19/2022","4/25/2022",1
20220426,"Colorado Basin",0,100,97.43,73.77,23.04,0.32,"4/26/2022","5/2/2022",1
20220503,"Colorado Basin",0,100,98.25,73.77,26.58,0.39,"5/3/2022","5/9/2022",1
20220510,"Colorado Basin",0,100,98.25,75.33,31.54,0.39,"5/10/2022","5/16/2022",1
20220517,"Colorado Basin",0,100,98.92,78.26,35.23,4.44,"5/17/2022","5/23/2022",1
20220524,"Colorado Basin",0,100,98.92,82.87,45.13,4.84,"5/24/2022","5/30/2022",1
20220531,"Colorado Basin",0.01,99.99,98.4,82.38,45,4.84,"5/31/2022","6/6/2022",1
20220607,"Colorado Basin",0.01,99.99,98.35,82.45,48.12,6.42,"6/7/2022","6/13/2022",1
20220614,"Colorado Basin",0.01,99.99,98.35,83.05,49.31,6.42,"6/14/2022","6/20/2022",1
20220621,"Colorado Basin",0.01,99.99,98.35,83.05,48.53,6.97,"6/21/2022","6/27/2022",1
20220628,"Colorado Basin",0.01,99.99,98.33,80.14,42.37,6.29,"6/28/2022","7/4/2022",1
20220705,"Colorado Basin",0.05,99.95,98.3,78.66,42.25,6.29,"7/5/2022","7/11/2022",1
20220712,"Colorado Basin",0.05,99.95,98.3,73.79,41.68,6.73,"7/12/2022","7/18/2022",1
20220719,"Colorado Basin",0.21,99.79,98.27,73.81,42.11,6.73,"7/19/2022","7/25/2022",1
20220726,"Colorado Basin",0.21,99.79,96.25,70.31,38.74,6.39,"7/26/2022","8/1/2022",1
20220802,"Colorado Basin",0.21,99.79,94.22,68.64,37.61,5.65,"8/2/2022","8/8/2022",1
20220809,"Colorado Basin",0.36,99.64,93.46,66.31,33.96,2.24,"8/9/2022","8/15/2022",1
20220816,"Colorado Basin",0.37,99.63,89.69,56.52,25.11,1.13,"8/16/2022","8/22/2022",1
20220823,"Colorado Basin",0.41,99.59,84.12,54.08,23.9,1.01,"8/23/2022","8/29/2022",1
20220830,"Colorado Basin",0.51,99.49,79.03,49.95,23.31,1.01,"8/30/2022","9/5/2022",1
