"MapDate","RiverForecastCenterName","None","D0","D1","D2","D3","D4","ValidStart","ValidEnd","StatisticFormatID"
20130813,"Colorado Basin",0,100,91.73,58.28,20.13,1.13,"8/13/2013","8/19/2013",1
20130820,"Colorado Basin",0,100,91.73,60.95,18.33,1.13,"8/20/2013","8/26/2013",1
20130827,"Colorado Basin",0,100,91.73,58.11,17.95,1.13,"8/27/2013","9/2/2013",1
20130903,"Colorado Basin",0,100,87.87,53.59,15.68,0.72,"9/3/2013","9/9/2013",1
20130910,"Colorado Basin",1.28,98.72,87.05,52.8,13.23,0.72,"9/10/2013","9/16/2013",1
20130917,"Colorado Basin",6.01,93.99,80.28,30.56,3.81,0,"9/17/2013","9/23/2013",1
20130924,"Colorado Basin",7.59,92.41,71.02,26.8,3.08,0,"9/24/2013","9/30/2013",1
20131001,"Colorado Basin",7.59,92.41,71.02,24.25,0.55,0,"10/1/2013","10/7/2013",1
20131008,"Colorado Basin",7.62,92.38,70.91,20.23,0,0,"10/8/2013","10/14/2013",1
20131015,"Colorado Basin",7.65,92.35,69.2,19.68,0,0,"10/15/2013","10/21/2013",1
20131022,"Colorado Basin",7.61,92.39,63.45,19.52,0,0,"10/22/2013","10/28/2013",1
20131029,"Colorado Basin",7.61,92.39,63.45,19.52,0,0,"10/29/2013","11/4/2013",1
20131105,"Colorado Basin",7.72,92.28,57.73,19.52,0,0,"11/5/2013","11/11/2013",1
20131112,"Colorado Basin",7.72,92.28,57.74,19.52,0,0,"11/12/2013","11/18/2013",1
20131119,"Colorado Basin",5.59,94.41,60.61,19.52,0,0,"11/19/2013","11/25/2013",1
20131126,"Colorado Basin",11.67,88.33,49.9,16.19,0,0,"11/26/2013","12/2/2013",1
20131203,"Colorado Basin",11.67,88.33,49.9,16.19,0,0,"12/3/2013","12/9/2013",1
20131210,"Colorado Basin",11.67,88.33,47.99,15.56,0,0,"12/10/2013","12/16/2013",1
20131217,"Colorado Basin",11.67,88.33,47.99,15.56,0,0,"12/17/2013","12/23/2013",1
20131224,"Colorado Basin",11.67,88.33,47.99,13.09,0,0,"12/24/2013","12/30/2013",1
20131231,"Colorado Basin",11.67,88.33,47.99,13.09,0,0,"12/31/2013","1/6/2014",1
20140107,"Colorado Basin",9.6,90.4,49.42,17.73,0,0,"1/7/2014","1/13/2014",1
20140114,"Colorado Basin",9.7,90.3,49.59,17.73,0,0,"1/14/2014","1/20/2014",1
20140121,"Colorado Basin",9.7,90.3,49.59,17.73,0,0,"1/21/2014","1/27/2014",1
20140128,"Colorado Basin",5.88,94.12,54.76,24.58,0,0,"1/28/2014","2/3/2014",1
20140204,"Colorado Basin",5.88,94.12,54.76,24.58,0,0,"2/4/2014","2/10/2014",1
20140211,"Colorado Basin",7.11,92.89,56.55,25.26,0,0,"2/11/2014","2/17/2014",1
20140218,"Colorado Basin",6.32,93.68,56.76,32.78,2.62,0,"2/18/2014","2/24/2014",1
20140225,"Colorado Basin",6.32,93.68,57.45,32.87,2.62,0,"2/25/2014","3/3/2014",1
20140304,"Colorado Basin",6.38,93.62,57.49,32.73,2.01,0,"3/4/2014","3/10/2014",1
20140311,"Colorado Basin",8.17,91.83,57.49,32.73,2.01,0,"3/11/2014","3/17/2014",1
20140318,"Colorado Basin",8.76,91.24,63.81,36.04,2.01,0,"3/18/2014","3/24/2014",1
20140325,"Colorado Basin",6.48,93.52,65.46,36.32,2.01,0,"3/25/2014","3/31/2014",1
20140401,"Colorado Basin",6.47,93.53,65.81,36.32,2.01,0,"4/1/2014","4/7/2014",1
20140408,"Colorado Basin",8.44,91.56,67.36,36.85,2.01,0,"4/8/2014","4/14/2014",1
20140415,"Colorado Basin",12.41,87.59,67.63,37.53,2.01,0,"4/15/2014","4/21/2014",1
20140422,"Colorado Basin",12.41,87.59,71.31,39.37,2.81,0,"4/22/2014","4/28/2014",1
20140429,"Colorado Basin",12.41,87.59,72.07,40.85,5.15,0,"4/29/2014","5/5/2014",1
20140506,"Colorado Basin",12.41,87.59,72.07,40.86,5.15,0,"5/6/2014","5/12/2014",1
20140513,"Colorado Basin",15.86,84.14,72.41,48.08,5.15,0,"5/13/2014","5/19/2014",1
20140520,"Colorado Basin",15.86,84.14,72.41,48.08,5.92,0,"5/20/2014","5/26/2014",1
20140527,"Colorado Basin",15.86,84.14,72.41,48.08,6.23,0,"5/27/2014","6/2/2014",1
20140603,"Colorado Basin",17.68,82.32,72.41,48.08,6.23,0,"6/3/2014","6/9/2014",1
20140610,"Colorado Basin",17.68,82.32,72.41,48.08,9.66,0,"6/10/2014","6/16/2014",1
20140617,"Colorado Basin",15.66,84.34,72.41,48.04,9.66,0,"6/17/2014","6/23/2014",1
20140624,"Colorado Basin",15.66,84.34,72.41,48.04,9.66,0,"6/24/2014","6/30/2014",1
20140701,"Colorado Basin",15.66,84.34,72.41,48.04,12.58,0,"7/1/2014","7/7/2014",1
20140708,"Colorado Basin",15.66,84.34,72.42,48.04,13.58,0,"7/8/2014","7/14/2014",1
20140715,"Colorado Basin",15.66,84.34,72.31,46.46,12.89,0,"7/15/2014","7/21/2014",1
20140722,"Colorado Basin",15.66,84.34,73.4,47.92,13.99,0,"7/22/2014","7/28/2014",1
20140729,"Colorado Basin",15.66,84.34,74.71,46.38,11.62,0,"7/29/2014","8/4/2014",1
20140805,"Colorado Basin",15.66,84.34,74.92,47.2,7.7,0,"8/5/2014","8/11/2014",1
20140812,"Colorado Basin",15.75,84.25,76.51,47.57,8.47,0,"8/12/2014","8/18/2014",1
20140819,"Colorado Basin",15.75,84.25,76.41,45.2,7.16,0,"8/19/2014","8/25/2014",1
20140826,"Colorado Basin",15.75,84.25,73.55,40.54,5.78,0,"8/26/2014","9/1/2014",1
20140902,"Colorado Basin",18.97,81.03,69.02,38,5.78,0,"9/2/2014","9/8/2014",1
20140909,"Colorado Basin",18.97,81.03,67.79,35.14,4.68,0,"9/9/2014","9/15/2014",1
20140916,"Colorado Basin",19.25,80.75,67.3,32.5,4.33,0,"9/16/2014","9/22/2014",1
20140923,"Colorado Basin",21.16,78.84,65.84,27.11,5.01,0,"9/23/2014","9/29/2014",1
20140930,"Colorado Basin",23.48,76.52,62.6,26.37,4.84,0,"9/30/2014","10/6/2014",1
20141007,"Colorado Basin",23.56,76.44,62.42,26.37,4.84,0,"10/7/2014","10/13/2014",1
20141014,"Colorado Basin",23.97,76.03,62.1,26.37,4.84,0,"10/14/2014","10/20/2014",1
20141021,"Colorado Basin",23.97,76.03,62.1,25.75,2.27,0,"10/21/2014","10/27/2014",1
20141028,"Colorado Basin",24.01,75.99,62.1,25.75,2.27,0,"10/28/2014","11/3/2014",1
20141104,"Colorado Basin",24,76,62.23,24.84,2.27,0,"11/4/2014","11/10/2014",1
20141111,"Colorado Basin",23.91,76.09,62.18,24.84,2.27,0,"11/11/2014","11/17/2014",1
20141118,"Colorado Basin",23.91,76.09,62.18,24.84,2.27,0,"11/18/2014","11/24/2014",1
20141125,"Colorado Basin",23.89,76.11,62.18,24.84,2.27,0,"11/25/2014","12/1/2014",1
20141202,"Colorado Basin",23.89,76.11,62.18,24.84,3.17,0,"12/2/2014","12/8/2014",1
20141209,"Colorado Basin",23.89,76.11,62.18,24.84,3.17,0,"12/9/2014","12/15/2014",1
20141216,"Colorado Basin",23.89,76.11,60.88,24.84,3.17,0,"12/16/2014","12/22/2014",1
20141223,"Colorado Basin",23.89,76.11,60.88,24.84,3.17,0,"12/23/2014","12/29/2014",1
20141230,"Colorado Basin",23.89,76.11,60.88,24.84,3.17,0,"12/30/2014","1/5/2015",1
20150106,"Colorado Basin",23.88,76.12,60.75,24.55,2.77,0,"1/6/2015","1/12/2015",1
20150113,"Colorado Basin",23.88,76.12,60.75,24.55,2.77,0,"1/13/2015","1/19/2015",1
20150120,"Colorado Basin",23.88,76.12,60.77,26.15,2.77,0,"1/20/2015","1/26/2015",1
20150127,"Colorado Basin",13.17,86.83,61.49,26.15,2.77,0,"1/27/2015","2/2/2015",1
20150203,"Colorado Basin",11.29,88.71,58.19,19.14,2.5,0,"2/3/2015","2/9/2015",1
20150210,"Colorado Basin",8.97,91.03,59.3,19.16,2.5,0,"2/10/2015","2/16/2015",1
20150217,"Colorado Basin",8.97,91.03,79.83,19.16,3.31,0,"2/17/2015","2/23/2015",1
20150224,"Colorado Basin",6.22,93.78,82.43,20.81,3.83,0,"2/24/2015","3/2/2015",1
20150303,"Colorado Basin",6.22,93.78,81.87,18,0.88,0,"3/3/2015","3/9/2015",1
20150310,"Colorado Basin",6.22,93.78,81.89,18.6,0.88,0,"3/10/2015","3/16/2015",1
20150317,"Colorado Basin",6.22,93.78,82.47,21.86,0.88,0,"3/17/2015","3/23/2015",1
20150324,"Colorado Basin",4.34,95.66,84.64,29.29,2.95,0,"3/24/2015","3/30/2015",1
20150331,"Colorado Basin",4.34,95.66,84.68,40.66,2.95,0,"3/31/2015","4/6/2015",1
20150407,"Colorado Basin",4.34,95.66,84.68,41.42,2.95,0,"4/7/2015","4/13/2015",1
20150414,"Colorado Basin",4.19,95.81,86.84,41.56,2.95,0,"4/14/2015","4/20/2015",1
20150421,"Colorado Basin",4.19,95.81,86.84,41.56,2.95,0,"4/21/2015","4/27/2015",1
20150428,"Colorado Basin",4.19,95.81,86.84,38.2,3.13,0,"4/28/2015","5/4/2015",1
20150505,"Colorado Basin",4.19,95.81,86.84,38.2,2.77,0,"5/5/2015","5/11/2015",1
20150512,"Colorado Basin",3.78,96.22,86.83,36.21,2.77,0,"5/12/2015","5/18/2015",1
20150519,"Colorado Basin",3.78,96.22,86.67,29.37,2.58,0,"5/19/2015","5/25/2015",1
20150526,"Colorado Basin",5.59,94.41,73.85,26.56,2.58,0,"5/26/2015","6/1/2015",1
20150602,"Colorado Basin",5.59,94.41,73.85,26.56,2.58,0,"6/2/2015","6/8/2015",1
20150609,"Colorado Basin",5.59,94.41,63.61,24.55,0,0,"6/9/2015","6/15/2015",1
20150616,"Colorado Basin",11.64,88.36,59.66,20.49,0,0,"6/16/2015","6/22/2015",1
20150623,"Colorado Basin",11.64,88.36,57.73,19.43,0,0,"6/23/2015","6/29/2015",1
20150630,"Colorado Basin",11.64,88.36,57.73,19.43,0,0,"6/30/2015","7/6/2015",1
20150707,"Colorado Basin",11.64,88.36,57.73,19.42,0,0,"7/7/2015","7/13/2015",1
20150714,"Colorado Basin",22.33,77.67,57.75,19.42,0,0,"7/14/2015","7/20/2015",1
20150721,"Colorado Basin",22.33,77.67,56.72,12.33,0,0,"7/21/2015","7/27/2015",1
20150728,"Colorado Basin",22.33,77.67,56.49,12.33,0,0,"7/28/2015","8/3/2015",1
20150804,"Colorado Basin",22.33,77.67,56.49,12.33,0,0,"8/4/2015","8/10/2015",1
20150811,"Colorado Basin",22.33,77.67,55.95,12.3,0,0,"8/11/2015","8/17/2015",1
20150818,"Colorado Basin",22.33,77.67,53.58,10.7,0,0,"8/18/2015","8/24/2015",1
20150825,"Colorado Basin",22.33,77.67,53.58,10.7,0,0,"8/25/2015","8/31/2015",1
20150901,"Colorado Basin",22.01,77.99,53.58,10.7,0,0,"9/1/2015","9/7/2015",1
20150908,"Colorado Basin",22.01,77.99,53.58,10.7,0,0,"9/8/2015","9/14/2015",1
20150915,"Colorado Basin",22.01,77.99,53.56,10.7,0,0,"9/15/2015","9/21/2015",1
20150922,"Colorado Basin",21.81,78.19,49.88,10.04,0,0,"9/22/2015","9/28/2015",1
20150929,"Colorado Basin",24,76,48.47,9.85,0,0,"9/29/2015","10/5/2015",1
20151006,"Colorado Basin",25.3,74.7,47.87,9.85,0,0,"10/6/2015","10/12/2015",1
20151013,"Colorado Basin",23.31,76.69,47.87,9.85,0,0,"10/13/2015","10/19/2015",1
20151020,"Colorado Basin",19.07,80.93,44.21,9.21,0,0,"10/20/2015","10/26/2015",1
20151027,"Colorado Basin",22.42,77.58,41.72,8.79,0,0,"10/27/2015","11/2/2015",1
20151103,"Colorado Basin",22.33,77.67,39.02,8.79,0,0,"11/3/2015","11/9/2015",1
20151110,"Colorado Basin",24.71,75.29,38.62,8.47,0,0,"11/10/2015","11/16/2015",1
20151117,"Colorado Basin",24.74,75.26,37.45,8.3,0,0,"11/17/2015","11/23/2015",1
20151124,"Colorado Basin",24.74,75.26,37.45,8.3,0,0,"11/24/2015","11/30/2015",1
20151201,"Colorado Basin",25.7,74.3,30.91,7.2,0,0,"12/1/2015","12/7/2015",1
20151208,"Colorado Basin",25.7,74.3,30.91,7.2,0,0,"12/8/2015","12/14/2015",1
20151215,"Colorado Basin",26.82,73.18,30.91,7.2,0,0,"12/15/2015","12/21/2015",1
20151222,"Colorado Basin",26.33,73.67,30.87,6.95,0,0,"12/22/2015","12/28/2015",1
20151229,"Colorado Basin",26.59,73.41,30.87,6.95,0,0,"12/29/2015","1/4/2016",1
20160105,"Colorado Basin",28.54,71.46,29.93,6.54,0,0,"1/5/2016","1/11/2016",1
20160112,"Colorado Basin",40.19,59.81,19.24,6.07,0,0,"1/12/2016","1/18/2016",1
20160119,"Colorado Basin",44.37,55.63,16.25,3.59,0,0,"1/19/2016","1/25/2016",1
20160126,"Colorado Basin",44.37,55.63,15.82,3.59,0,0,"1/26/2016","2/1/2016",1
20160202,"Colorado Basin",44.37,55.63,15.94,3.62,0,0,"2/2/2016","2/8/2016",1
20160209,"Colorado Basin",44.37,55.63,15.83,3.62,0,0,"2/9/2016","2/15/2016",1
20160216,"Colorado Basin",44.37,55.63,15.83,3.62,0,0,"2/16/2016","2/22/2016",1
20160223,"Colorado Basin",39.54,60.46,15.88,3.62,0,0,"2/23/2016","2/29/2016",1
20160301,"Colorado Basin",33.49,66.51,16.36,3.63,0,0,"3/1/2016","3/7/2016",1
20160308,"Colorado Basin",26.91,73.09,19.36,3.91,0,0,"3/8/2016","3/14/2016",1
20160315,"Colorado Basin",26.55,73.45,21.41,3.91,0,0,"3/15/2016","3/21/2016",1
20160322,"Colorado Basin",23.28,76.72,35.58,4.25,0,0,"3/22/2016","3/28/2016",1
20160329,"Colorado Basin",22.61,77.39,35.58,4.25,0,0,"3/29/2016","4/4/2016",1
20160405,"Colorado Basin",26.17,73.83,42.35,4.71,0,0,"4/5/2016","4/11/2016",1
20160412,"Colorado Basin",24.9,75.1,42.35,4.71,0,0,"4/12/2016","4/18/2016",1
20160419,"Colorado Basin",24.91,75.09,42.49,4.71,0,0,"4/19/2016","4/25/2016",1
20160426,"Colorado Basin",16.52,83.48,42.49,4.71,0,0,"4/26/2016","5/2/2016",1
20160503,"Colorado Basin",24.77,75.23,37.47,1.09,0,0,"5/3/2016","5/9/2016",1
20160510,"Colorado Basin",29.66,70.34,37.16,0.63,0,0,"5/10/2016","5/16/2016",1
20160517,"Colorado Basin",30.22,69.78,33.67,0.63,0,0,"5/17/2016","5/23/2016",1
20160524,"Colorado Basin",31.58,68.42,32.52,0.63,0,0,"5/24/2016","5/30/2016",1
20160531,"Colorado Basin",37.4,62.6,27.15,0.63,0,0,"5/31/2016","6/6/2016",1
20160607,"Colorado Basin",37.4,62.6,27.15,3.17,0,0,"6/7/2016","6/13/2016",1
20160614,"Colorado Basin",37.4,62.6,27.07,3.17,0,0,"6/14/2016","6/20/2016",1
20160621,"Colorado Basin",37.28,62.72,27.07,3.17,0,0,"6/21/2016","6/27/2016",1
20160628,"Colorado Basin",36.56,63.44,27.07,3.17,0,0,"6/28/2016","7/4/2016",1
20160705,"Colorado Basin",36.56,63.44,27.07,3.17,0,0,"7/5/2016","7/11/2016",1
20160712,"Colorado Basin",36.43,63.57,27.07,3.17,0,0,"7/12/2016","7/18/2016",1
20160719,"Colorado Basin",33.8,66.2,27.07,3.17,0,0,"7/19/2016","7/25/2016",1
20160726,"Colorado Basin",31.8,68.2,33.95,3.45,0,0,"7/26/2016","8/1/2016",1
20160802,"Colorado Basin",31.65,68.35,33.95,1.67,0,0,"8/2/2016","8/8/2016",1
20160809,"Colorado Basin",31.65,68.35,33.95,1.67,0,0,"8/9/2016","8/15/2016",1
20160816,"Colorado Basin",31.65,68.35,33.66,1.25,0,0,"8/16/2016","8/22/2016",1
20160823,"Colorado Basin",26.91,73.09,34.11,1.25,0,0,"8/23/2016","8/29/2016",1
20160830,"Colorado Basin",30.87,69.13,33.37,1.25,0,0,"8/30/2016","9/5/2016",1
20160906,"Colorado Basin",24.91,75.09,36.8,1.56,0,0,"9/6/2016","9/12/2016",1
20160913,"Colorado Basin",19.34,80.66,24.27,3.17,0,0,"9/13/2016","9/19/2016",1
20160920,"Colorado Basin",19.34,80.66,23.35,3.1,0,0,"9/20/2016","9/26/2016",1
20160927,"Colorado Basin",29.69,70.31,22.42,2.71,0,0,"9/27/2016","10/3/2016",1
20161004,"Colorado Basin",39.88,60.12,22.42,2.71,0,0,"10/4/2016","10/10/2016",1
20161011,"Colorado Basin",42.91,57.09,22.42,2.71,0,0,"10/11/2016","10/17/2016",1
20161018,"Colorado Basin",43.24,56.76,22.42,2.71,0,0,"10/18/2016","10/24/2016",1
20161025,"Colorado Basin",43.24,56.76,22.42,2.71,0,0,"10/25/2016","10/31/2016",1
20161101,"Colorado Basin",34.93,65.07,22.5,2.71,0,0,"11/1/2016","11/7/2016",1
20161108,"Colorado Basin",28.92,71.08,22.5,2.71,0,0,"11/8/2016","11/14/2016",1
20161115,"Colorado Basin",28.84,71.16,22.51,2.71,0,0,"11/15/2016","11/21/2016",1
20161122,"Colorado Basin",28.84,71.16,22.51,2.71,0,0,"11/22/2016","11/28/2016",1
20161129,"Colorado Basin",29.43,70.57,22.51,2.71,0,0,"11/29/2016","12/5/2016",1
20161206,"Colorado Basin",29.43,70.57,22.51,2.71,0,0,"12/6/2016","12/12/2016",1
20161213,"Colorado Basin",29.14,70.86,22.51,2.71,0,0,"12/13/2016","12/19/2016",1
20161220,"Colorado Basin",27.94,72.06,22.51,2.63,0,0,"12/20/2016","12/26/2016",1
20161227,"Colorado Basin",46.67,53.33,17.3,1.56,0,0,"12/27/2016","1/2/2017",1
20170103,"Colorado Basin",54.2,45.8,14.04,1.5,0,0,"1/3/2017","1/9/2017",1
20170110,"Colorado Basin",60.5,39.5,10.27,1.5,0,0,"1/10/2017","1/16/2017",1
20170117,"Colorado Basin",60.5,39.5,10.27,1.5,0,0,"1/17/2017","1/23/2017",1
20170124,"Colorado Basin",65.17,34.83,9.06,1.5,0,0,"1/24/2017","1/30/2017",1
20170131,"Colorado Basin",67.49,32.51,5.53,0.35,0,0,"1/31/2017","2/6/2017",1
20170207,"Colorado Basin",74.04,25.96,5.53,0.35,0,0,"2/7/2017","2/13/2017",1
20170214,"Colorado Basin",74.04,25.96,5.52,0.35,0,0,"2/14/2017","2/20/2017",1
20170221,"Colorado Basin",74.17,25.83,5.93,0.35,0,0,"2/21/2017","2/27/2017",1
20170228,"Colorado Basin",75.52,24.48,5.73,0.35,0,0,"2/28/2017","3/6/2017",1
20170307,"Colorado Basin",85.47,14.53,5.22,0.16,0,0,"3/7/2017","3/13/2017",1
20170314,"Colorado Basin",89.13,10.87,5.22,0.16,0,0,"3/14/2017","3/20/2017",1
20170321,"Colorado Basin",89.13,10.87,5.22,0.16,0,0,"3/21/2017","3/27/2017",1
20170328,"Colorado Basin",89.13,10.87,5.22,0.16,0,0,"3/28/2017","4/3/2017",1
20170404,"Colorado Basin",89.13,10.87,5.22,0.16,0,0,"4/4/2017","4/10/2017",1
20170411,"Colorado Basin",89.13,10.87,5.22,0.16,0,0,"4/11/2017","4/17/2017",1
20170418,"Colorado Basin",79.88,20.12,5.22,0.16,0,0,"4/18/2017","4/24/2017",1
20170425,"Colorado Basin",79.88,20.12,5.22,0.16,0,0,"4/25/2017","5/1/2017",1
20170502,"Colorado Basin",78.16,21.84,5.22,0.16,0,0,"5/2/2017","5/8/2017",1
20170509,"Colorado Basin",75.62,24.38,11.42,0.16,0,0,"5/9/2017","5/15/2017",1
20170516,"Colorado Basin",72.24,27.76,11.91,0.16,0,0,"5/16/2017","5/22/2017",1
20170523,"Colorado Basin",73.73,26.27,11.91,0.16,0,0,"5/23/2017","5/29/2017",1
20170530,"Colorado Basin",73.73,26.27,11.91,0.16,0,0,"5/30/2017","6/5/2017",1
20170606,"Colorado Basin",71.96,28.04,11.91,0.16,0,0,"6/6/2017","6/12/2017",1
20170613,"Colorado Basin",71.96,28.04,11.91,0.16,0,0,"6/13/2017","6/19/2017",1
20170620,"Colorado Basin",68.78,31.22,11.91,0.16,0,0,"6/20/2017","6/26/2017",1
20170627,"Colorado Basin",68.78,31.22,11.91,0.16,0,0,"6/27/2017","7/3/2017",1
20170704,"Colorado Basin",54.38,45.62,12.91,0.16,0,0,"7/4/2017","7/10/2017",1
20170711,"Colorado Basin",48.33,51.67,14.35,0.16,0,0,"7/11/2017","7/17/2017",1
20170718,"Colorado Basin",36.42,63.58,14.35,0.16,0,0,"7/18/2017","7/24/2017",1
20170725,"Colorado Basin",40.15,59.85,8.25,0.16,0,0,"7/25/2017","7/31/2017",1
20170801,"Colorado Basin",63.74,36.26,5.85,0.16,0,0,"8/1/2017","8/7/2017",1
20170808,"Colorado Basin",66.18,33.82,5.85,0.16,0,0,"8/8/2017","8/14/2017",1
20170815,"Colorado Basin",72.2,27.8,5.85,0,0,0,"8/15/2017","8/21/2017",1
20170822,"Colorado Basin",74.88,25.12,5.95,0,0,0,"8/22/2017","8/28/2017",1
20170829,"Colorado Basin",72.95,27.05,5.95,0,0,0,"8/29/2017","9/4/2017",1
20170905,"Colorado Basin",57.7,42.3,7.6,0,0,0,"9/5/2017","9/11/2017",1
20170912,"Colorado Basin",57.7,42.3,7.6,0,0,0,"9/12/2017","9/18/2017",1
20170919,"Colorado Basin",57.83,42.17,7.6,0,0,0,"9/19/2017","9/25/2017",1
20170926,"Colorado Basin",48.82,51.18,7.6,0,0,0,"9/26/2017","10/2/2017",1
20171003,"Colorado Basin",46.31,53.69,7.35,0,0,0,"10/3/2017","10/9/2017",1
20171010,"Colorado Basin",50.86,49.14,6.49,0,0,0,"10/10/2017","10/16/2017",1
20171017,"Colorado Basin",48.1,51.9,6.49,0,0,0,"10/17/2017","10/23/2017",1
20171024,"Colorado Basin",42.19,57.81,12.57,0,0,0,"10/24/2017","10/30/2017",1
20171031,"Colorado Basin",35.3,64.7,20.18,0.77,0,0,"10/31/2017","11/6/2017",1
20171107,"Colorado Basin",28.3,71.7,22.17,0.77,0,0,"11/7/2017","11/13/2017",1
20171114,"Colorado Basin",25.03,74.97,22.17,0.77,0,0,"11/14/2017","11/20/2017",1
20171121,"Colorado Basin",23.07,76.93,26.91,0.77,0,0,"11/21/2017","11/27/2017",1
20171128,"Colorado Basin",14.19,85.81,52.07,0.77,0,0,"11/28/2017","12/4/2017",1
20171205,"Colorado Basin",14.19,85.81,63.61,0.77,0,0,"12/5/2017","12/11/2017",1
20171212,"Colorado Basin",12.57,87.43,65.82,0.77,0,0,"12/12/2017","12/18/2017",1
20171219,"Colorado Basin",9.69,90.31,70.82,6.1,0,0,"12/19/2017","12/25/2017",1
20171226,"Colorado Basin",9.69,90.31,72.7,6.1,0,0,"12/26/2017","1/1/2018",1
20180102,"Colorado Basin",9.69,90.31,72.7,20.38,0,0,"1/2/2018","1/8/2018",1
20180109,"Colorado Basin",9.19,90.81,78.93,27.29,0,0,"1/9/2018","1/15/2018",1
20180116,"Colorado Basin",5.76,94.24,79.64,28.78,0,0,"1/16/2018","1/22/2018",1
20180123,"Colorado Basin",5.76,94.24,79.64,41.1,0,0,"1/23/2018","1/29/2018",1
20180130,"Colorado Basin",3.64,96.36,85.07,50.42,3.42,0,"1/30/2018","2/5/2018",1
20180206,"Colorado Basin",3.64,96.36,86.07,52.4,3.42,0,"2/6/2018","2/12/2018",1
20180213,"Colorado Basin",3.65,96.35,86.07,55.75,3.42,0,"2/13/2018","2/19/2018",1
20180220,"Colorado Basin",3.65,96.35,86.07,55.36,7.86,0,"2/20/2018","2/26/2018",1
20180227,"Colorado Basin",3.64,96.36,86.07,55.57,10.18,0,"2/27/2018","3/5/2018",1
20180306,"Colorado Basin",3.64,96.36,86.07,60.33,18.43,0,"3/6/2018","3/12/2018",1
20180313,"Colorado Basin",3.64,96.36,86.21,62.89,20.65,0,"3/13/2018","3/19/2018",1
20180320,"Colorado Basin",3.58,96.42,86.28,62.84,26.1,0,"3/20/2018","3/26/2018",1
20180327,"Colorado Basin",3.58,96.42,85.36,64.55,31.17,0,"3/27/2018","4/2/2018",1
20180403,"Colorado Basin",3.58,96.42,85.45,66.44,32.96,0,"4/3/2018","4/9/2018",1
20180410,"Colorado Basin",4.05,95.95,86.37,66.15,35.14,2.28,"4/10/2018","4/16/2018",1
20180417,"Colorado Basin",4.05,95.95,86.37,66.15,35.14,5.12,"4/17/2018","4/23/2018",1
20180424,"Colorado Basin",4.66,95.34,85.89,66.84,35.54,7.79,"4/24/2018","4/30/2018",1
20180501,"Colorado Basin",4.67,95.33,85.89,68.03,40.27,7.79,"5/1/2018","5/7/2018",1
20180508,"Colorado Basin",4.52,95.48,85.89,67.28,41.4,8.68,"5/8/2018","5/14/2018",1
20180515,"Colorado Basin",4.5,95.5,85.93,67.91,41.67,10.39,"5/15/2018","5/21/2018",1
20180522,"Colorado Basin",4.37,95.63,86.53,68.36,45.42,12.39,"5/22/2018","5/28/2018",1
20180529,"Colorado Basin",4.37,95.63,86.53,68.36,46.16,12.39,"5/29/2018","6/4/2018",1
20180605,"Colorado Basin",4.37,95.63,86.53,68.36,46.16,12.39,"6/5/2018","6/11/2018",1
20180612,"Colorado Basin",3.49,96.51,87.93,68.49,46.17,12.39,"6/12/2018","6/18/2018",1
20180619,"Colorado Basin",3.49,96.51,87.93,68.49,46.17,12.39,"6/19/2018","6/25/2018",1
20180626,"Colorado Basin",3.49,96.51,87.93,68.85,46.88,13.63,"6/26/2018","7/2/2018",1
20180703,"Colorado Basin",3.46,96.54,88.3,68.85,46.88,13.63,"7/3/2018","7/9/2018",1
20180710,"Colorado Basin",2.01,97.99,90.21,71.73,52.14,13.63,"7/10/2018","7/16/2018",1
20180717,"Colorado Basin",2.01,97.99,90.22,71.73,51.67,13.35,"7/17/2018","7/23/2018",1
20180724,"Colorado Basin",2.01,97.99,90.24,72.32,48.69,11.71,"7/24/2018","7/30/2018",1
20180731,"Colorado Basin",2.04,97.96,94.12,74.21,45.99,11.78,"7/31/2018","8/6/2018",1
20180807,"Colorado Basin",2.03,97.97,94.19,75.41,44.09,11.78,"8/7/2018","8/13/2018",1
20180814,"Colorado Basin",1.47,98.53,94.58,75.46,43.96,11.06,"8/14/2018","8/20/2018",1
20180821,"Colorado Basin",1.44,98.56,94.58,75.46,43.96,11.06,"8/21/2018","8/27/2018",1
20180828,"Colorado Basin",1.44,98.56,94.58,74.19,43.96,11.06,"8/28/2018","9/3/2018",1
20180904,"Colorado Basin",1.44,98.56,94.58,74.66,43.96,11.47,"9/4/2018","9/10/2018",1
20180911,"Colorado Basin",1.44,98.56,94.58,73.33,41.84,11.47,"9/11/2018","9/17/2018",1
20180918,"Colorado Basin",0.01,99.99,95.86,73.33,42.19,12.46,"9/18/2018","9/24/2018",1
20180925,"Colorado Basin",0.01,99.99,95.86,77.91,45.91,13.38,"9/25/2018","10/1/2018",1
20181002,"Colorado Basin",0.01,99.99,95.4,75.31,43,13.38,"10/2/2018","10/8/2018",1
20181009,"Colorado Basin",0.01,99.99,94.27,63.46,30.63,10.71,"10/9/2018","10/15/2018",1
20181016,"Colorado Basin",0.01,99.99,92.07,59.2,26.41,9.73,"10/16/2018","10/22/2018",1
20181023,"Colorado Basin",0.01,99.99,92.07,59.01,25.02,9.73,"10/23/2018","10/29/2018",1
20181030,"Colorado Basin",0.01,99.99,90.63,59,25.02,9.73,"10/30/2018","11/5/2018",1
