"SUM of val","","sex_name"
"iso3c",,"f"
"CMR",,14.69530385
"CMR",,87.16773912
"CMR",,5.405769394
"CMR",,2.404809498
"CMR",,69.31288401
"CMR",,452.3211437
"CMR",,571.5546241
"CMR",,14.13734119
"CMR",,
"CMR",,77.08192459
"CMR",,16.93646488
"CMR",,28.49999127
"CMR",,1.767963652
"CMR",,5.473924356
"CMR",,40.47761992
"CMR",,5.519126973
"CMR",,2.014706482
"CMR",,71.97270889
"CMR",,
"CMR",,7.638792267
"CMR",,6.975830927
"CMR",,45.29675241
"CMR",,4.231492735
"CMR",,4.034139835
"CMR",,5.733192446
"CMR",,74.48989035
"CMR",,4.925731327
"CMR",,77.73251154
"CMR",,1.226189292
"CMR",,39.78000175
"CMR",,331.5037873
"CMR",,645.5275321
"CMR",,180.6650749
"CMR",,61.60065238
"CMR",,1.122235623
"CMR",,7.192527531
"CMR",,0.1391746797
"CMR",,15.70676841
"CMR",,22.91810238
"CMR",,75.48704643
"CMR",,1.800534231
"CMR",,183.7471919
"CMR",,4.695884093
"CMR",,35.17757692
"CMR",,467.0897969
"CMR",,9.652512799
"CMR",,36.91324846
"CMR",,0.6646089004
"CMR",,14.95546158
"CMR",,9.67240084
"CMR",,20.64037937
"CMR",,32.73767738
"CMR",,23.38233425
"CMR",,4.87703599
"CMR",,1.068924218
"CMR",,93.91729894
"CMR",,12.10325082
"CMR",,1.377194333
"CMR",,71.47636766
"CMR",,10.4040121
"CMR",,8.472763358
"CMR",,0.3009207673
"CMR",,328.8278245
"CMR",,0.03015490811
"CMR",,614.6201838
"CMR",,65.10991455
"CMR",,4.394117237
"CMR",,300.5913891
"CMR",,42.06885896
"CMR",,1.619694796
"CMR",,65.71525591
"CMR",,62.11198358
"CMR",,0.04474191052
"CMR",,0.3532574487
"CMR",,432.6568116
"CMR",,27.45797666
"CMR",,28.01574439
"CMR",,22.71077446
"CMR",,45.94112239
"CMR",,35.09300578
"CMR",,40.11592034
"CMR",,49.09961072
"CMR",,35.43204761
"CMR",,40.42024933
"CMR",,35.56176433
"CMR",,244.4368667
"CMR",,120.0252333
"CMR",,6.900810273
"CMR",,9.833794575
"CMR",,0
"CMR",,11.2957337
"CMR",,0
"CMR",,84.35902964
"CMR",,56.47049984
"CMR",,51.36090672
"CMR",,22.72928107
"CMR",,79.37010132
"CMR",,73.84357227
"CMR",,97.95167773
"COD",,6283.078695
"COD",,4406.326234
"COD",,1164.384257
"COD",,2.057914642
"COD",,2379.302401
"COD",,5.926572017
"COD",,1.11051786
"COD",,854.7476044
"COD",,36.24023672
"COD",,1.214333228
"COD",,26.374101
"COD",,22.12694629
"COD",,601.032638
"COD",,17.47431636
"COD",,1213.507158
"COD",,0
"COD",,34.58084783
"COD",,77.03390659
"COD",,140.8414762
"COD",,26.75538648
"COD",,2.587906905
"COD",,0.04844122406
"COD",,23.54007988
"COD",,1.323674546
"COD",,1.458174365
"COD",,2.214341692
"COD",,9999.350153
"COD",,240.2075797
"COD",,39.07264296
"COD",,67.46876411
"COD",,55.27872978
"COD",,119.3694526
"COD",,139.8253938
"COD",,199.3152464
"COD",,88.52822368
"COD",,11.47396204
"COD",,120.2886391
"COD",,1398.033731
"COD",,1720.478602
"COD",,38.42879244
"COD",,
"COD",,144.9184933
"COD",,43.85209016
"COD",,17.21401277
"COD",,7.802508793
"COD",,18.50537016
"COD",,33.18065267
"COD",,30.77524601
"COD",,6.887049215
"COD",,111.8580612
"COD",,
"COD",,17.43646418
"COD",,24.86975603
"COD",,89.62027627
"COD",,17.11281615
"COD",,12.03394039
"COD",,41.25928016
"COD",,97.78662774
"COD",,16.62478154
"COD",,164.3019985
"COD",,3.535890377
"COD",,259.2587587
"COD",,1038.108078
"COD",,1598.392573
"COD",,647.7206433
"COD",,262.9976844
"COD",,12.82962306
"COD",,28.33764276
"COD",,2.82031311
"COD",,50.65507523
"COD",,41.62168885
"COD",,245.7820654
"COD",,3.689504242
"COD",,778.4807187
"COD",,23.24233022
"COD",,48.11668432
"COD",,1260.069669
"COD",,48.90170159
"COD",,22.45629824
"COD",,9.713256916
"COD",,26.07719035
"COD",,18.23211014
"COD",,94.24976852
"COD",,34.09864297
"COD",,103.6728214
"COD",,14.00260292
"COD",,5.435086645
"COD",,259.5104547
"COD",,11.7780714
"COD",,1.78147327
"COD",,44.47539469
"COD",,85.95922093
"COD",,20.6656039
"COD",,0.5881474135
"COD",,538.892866
"COD",,9.696058476
"COD",,718.6509217
"COD",,95.86331798
"COD",,56.48844792
"COD",,481.200171
"COD",,116.4794652
"COD",,16.49452969
"COD",,111.5389784
"COD",,156.7406524
"COD",,2.136727844
"COD",,2.863502713
"COD",,4257.805402
"COD",,138.4217797
"COD",,82.9573821
"COD",,187.5943148
"COD",,135.4964652
"COD",,103.6783769
"COD",,136.3788536
"COD",,168.5761153
"COD",,129.547394
"COD",,114.0406976
"COD",,71.3697744
"COD",,577.7116111
"COD",,385.2485412
"COD",,0
"COD",,30.99376568
"COD",,1228.559594
"COD",,8.734082945
"COD",,0
"COD",,208.0155638
"COD",,47.80101658
"COD",,403.0818691
"COD",,37.01205907
"COD",,218.0399591
"COD",,301.9263237
"COD",,209.4864559
"COG",,310.2846636
"COG",,1936.290781
"COG",,79.38299491
"COG",,0.1043261132
"COG",,157.4910339
"COG",,0.1964685078
"COG",,0.0511181398
"COG",,54.87542853
"COG",,2.234304912
"COG",,0.1551097907
"COG",,1.783724798
"COG",,0.7180032299
"COG",,2.094363584
"COG",,1.039854546
"COG",,219.7649451
"COG",,0
"COG",,0
"COG",,2.592266127
"COG",,8.373303959
"COG",,1.8857258
"COG",,0.05589047218
"COG",,0.004014131908
"COG",,6.299897118
"COG",,0.06923202221
"COG",,0.06531986168
"COG",,0.1367290732
"COG",,388.9011367
"COG",,21.63732451
"COG",,2.419492718
"COG",,5.004294086
"COG",,3.010027883
"COG",,8.166704588
"COG",,13.89050629
"COG",,19.11050026
"COG",,7.68314377
"COG",,1.220526503
"COG",,20.77837799
"COG",,142.3580588
"COG",,158.9150745
"COG",,4.973900502
"COG",,
"COG",,23.82786673
"COG",,4.667391147
"COG",,1.567704637
"COG",,0.8754111625
"COG",,2.070686839
"COG",,7.716305205
"COG",,2.845338246
"COG",,0.6874164864
"COG",,15.16132884
"COG",,
"COG",,2.43093333
"COG",,2.765654843
"COG",,8.726926198
"COG",,1.610251652
"COG",,1.144551342
"COG",,2.478434088
"COG",,13.7625159
"COG",,1.807969029
"COG",,15.70507419
"COG",,0.4332112521
"COG",,15.43433806
"COG",,124.3045044
"COG",,161.1130994
"COG",,58.557453
"COG",,19.45903962
"COG",,1.255991746
"COG",,2.691838758
"COG",,0.3081250028
"COG",,5.053707966
"COG",,3.686313241
"COG",,14.34040232
"COG",,0.2302318767
"COG",,40.11927152
"COG",,1.439262346
"COG",,2.405986855
"COG",,124.0640695
"COG",,3.053799408
"COG",,1.997433954
"COG",,0.7273641806
"COG",,2.475796011
"COG",,1.524194398
"COG",,8.390614148
"COG",,3.262119207
"COG",,8.021709884
"COG",,1.248045359
"COG",,0.6955080637
"COG",,19.40181321
"COG",,1.207459713
"COG",,0.1505567968
"COG",,5.20221952
"COG",,8.449044405
"COG",,2.370960819
"COG",,0.07511449733
"COG",,73.78168649
"COG",,0.4062712261
"COG",,74.91477776
"COG",,9.594462948
"COG",,3.550321861
"COG",,22.48917471
"COG",,12.9754569
"COG",,1.709872232
"COG",,12.65508107
"COG",,10.49143635
"COG",,0.1190998808
"COG",,0.2042290514
"COG",,302.2516315
"COG",,8.934628588
"COG",,4.963746307
"COG",,12.45550046
"COG",,9.747654874
"COG",,9.110322349
"COG",,8.281563829
"COG",,10.89590102
"COG",,8.607796445
"COG",,9.101621414
"COG",,5.402591963
"COG",,51.51563437
"COG",,35.53194884
"COG",,0
"COG",,2.184991992
"COG",,0
"COG",,0.1211021694
"COG",,0
"COG",,0
"COG",,2.713642993
"COG",,6.319926936
"COG",,3.260107016
"COG",,17.02328018
"COG",,21.97621146
"COG",,17.72481765
"COL",,75.45736255
"COL",,451.6361362
"COL",,23.32255291
"COL",,0.2423501142
"COL",,280.100228
"COL",,1.175118087
"COL",,0.0886622964
"COL",,34.7109063
"COL",,34.81116833
"COL",,0.01436337247
"COL",,0.01700128831
"COL",,0.7861902403
"COL",,0.01445589532
"COL",,6.231894453
"COL",,10.79405945
"COL",,6.60552524
"COL",,0.587726802
"COL",,0
"COL",,0
"COL",,4.056196701
"COL",,0.03598522254
"COL",,35.41764855
"COL",,0.4731147909
"COL",,0.01406129188
"COL",,0.3000666879
"COL",,2.793740578
"COL",,469.8811587
"COL",,49.35195662
"COL",,2.295883677
"COL",,15.84170871
"COL",,1.370893231
"COL",,20.06621189
"COL",,17.39628036
"COL",,320.9221164
"COL",,34.69759792
"COL",,7.454270416
"COL",,172.8047114
"COL",,683.4740668
"COL",,619.5492845
"COL",,30.77421287
"COL",,
"COL",,257.1505163
"COL",,17.44321751
"COL",,4.22269205
"COL",,3.691863323
"COL",,49.44945424
"COL",,74.89843997
"COL",,33.25786735
"COL",,15.31405591
"COL",,234.0026742
"COL",,
"COL",,29.57095376
"COL",,10.74704855
"COL",,146.099322
"COL",,19.57008544
"COL",,7.170328305
"COL",,25.64312007
"COL",,116.257982
"COL",,22.87287255
"COL",,278.5879215
"COL",,20.574576
"COL",,21.66227348
"COL",,508.978331
"COL",,521.7480794
"COL",,45.75767025
"COL",,38.75127618
"COL",,8.015943406
"COL",,29.27094417
"COL",,1.138441485
"COL",,38.62848386
"COL",,47.51694567
"COL",,83.12793564
"COL",,0.490451168
"COL",,30.65998893
"COL",,32.22294497
"COL",,31.06688269
"COL",,132.2843721
"COL",,29.24534315
"COL",,44.67057824
"COL",,5.296386325
"COL",,12.70860532
"COL",,17.4699552
"COL",,58.69654505
"COL",,38.65206463
"COL",,33.83490503
"COL",,13.82940122
"COL",,2.547753822
"COL",,133.2989791
"COL",,16.08849786
"COL",,13.55612801
"COL",,38.21954675
"COL",,5.774899139
"COL",,22.64939158
"COL",,0.1221925853
"COL",,185.2144596
"COL",,0.6234059548
"COL",,289.2132474
"COL",,71.49013043
"COL",,6.407554251
"COL",,34.29284843
"COL",,128.0247598
"COL",,17.4441857
"COL",,325.8169799
"COL",,86.57113759
"COL",,7.517531879
"COL",,4.213611178
"COL",,713.2547227
"COL",,28.73122136
"COL",,37.28360201
"COL",,55.01709048
"COL",,18.4322623
"COL",,5.870197802
"COL",,26.41288487
"COL",,27.89553605
"COL",,9.146100527
"COL",,22.70344444
"COL",,20.92656144
"COL",,370.5666378
"COL",,926.1418309
"COL",,2.091228811
"COL",,1.397891023
"COL",,0
"COL",,15.90029198
"COL",,0.01016726602
"COL",,0
"COL",,0.3940377982
"COL",,0.2606629291
"COL",,37.22044978
"COL",,24.45625983
"COL",,207.6169878
"COL",,102.365127
"COM",,35.20068545
"COM",,0.3538309566
"COM",,17.73781364
"COM",,0.0175702343
"COM",,20.35054938
"COM",,0.05586075501
"COM",,0.01071939681
"COM",,10.11040258
"COM",,0.3446865896
"COM",,0.006228425027
"COM",,0.1755958496
"COM",,0.4375492612
"COM",,0.4688774349
"COM",,0.1510035922
"COM",,44.37243433
"COM",,0
"COM",,0
"COM",,0
"COM",,0
"COM",,0.01347335582
"COM",,0.003313910658
"COM",,0.001759381005
"COM",,0
"COM",,0.08675464823
"COM",,0.005932829625
"COM",,0.0239440611
"COM",,25.38113649
"COM",,3.355914576
"COM",,0.4140891559
"COM",,0.8265859485
"COM",,1.918798455
"COM",,0.3946664886
"COM",,2.79286324
"COM",,2.653141341
"COM",,1.213878773
"COM",,0.2209892455
"COM",,1.529958979
"COM",,13.12391619
"COM",,20.3202713
"COM",,0.6895810363
"COM",,
"COM",,2.773785818
"COM",,0.9322274924
"COM",,0.7455258722
"COM",,0.2264745991
"COM",,0.2660024877
"COM",,0.7984972157
"COM",,0.82196242
"COM",,0.08589004179
"COM",,3.515334053
"COM",,
"COM",,0.2928319461
"COM",,0.2920281818
"COM",,1.001754322
"COM",,0.6669331132
"COM",,0.1396603967
"COM",,0.9796606357
"COM",,1.380620562
"COM",,0.2882860088
"COM",,1.562315875
"COM",,0.04857435352
"COM",,1.404362893
"COM",,13.18039587
"COM",,17.74455182
"COM",,5.603672731
"COM",,1.058853338
"COM",,0.1321025306
"COM",,0.3721028809
"COM",,0.03149984908
"COM",,0.754310384
"COM",,0.4894794956
"COM",,1.663617323
"COM",,0.02956535872
"COM",,5.130194336
"COM",,0.173736997
"COM",,0.3671817273
"COM",,13.21532002
"COM",,0.4935838163
"COM",,1.220260537
"COM",,0.1215894683
"COM",,0.3333385707
"COM",,0.1989638977
"COM",,1.269012932
"COM",,0.4538646938
"COM",,1.325557642
"COM",,0.1873017205
"COM",,0.06657451197
"COM",,2.606667541
"COM",,0.1796920847
"COM",,0.02177747525
"COM",,0.2922846518
"COM",,0.2786185441
"COM",,0.1115157743
"COM",,0.006844782709
"COM",,6.536313237
"COM",,0.04845935035
"COM",,7.411395249
"COM",,1.825942087
"COM",,0.2562520485
"COM",,1.315931276
"COM",,0.9452546072
"COM",,0.06746019918
"COM",,0.5834999321
"COM",,1.608744395
"COM",,0.003110264309
"COM",,0.03408565916
"COM",,12.73118409
"COM",,1.134389918
"COM",,0.5968950865
"COM",,0.760854005
"COM",,1.325485709
"COM",,1.185386774
"COM",,1.363598425
"COM",,1.659851889
"COM",,1.294091856
"COM",,1.002959097
"COM",,0.8131163094
"COM",,6.114047102
"COM",,8.161148333
"COM",,1.279342646
"COM",,0.4092924477
"COM",,0
"COM",,0.02115939004
"COM",,0
"COM",,0
"COM",,1.553628359
"COM",,0.1873375847
"COM",,0.4094035002
"COM",,1.847517552
"COM",,5.764387503
"COM",,2.646590559
"CPV",,3.723756209
"CPV",,14.58593876
"CPV",,2.014473745
"CPV",,0.002598767989
"CPV",,6.313425491
"CPV",,0.0008356954924
"CPV",,0.0000189
"CPV",,1.314848145
"CPV",,0.1252603582
"CPV",,0.0006049232233
"CPV",,0.003939018479
"CPV",,0.01517632853
"CPV",,0.01591514337
"CPV",,0.02813848439
"CPV",,0.8772958207
"CPV",,0
"CPV",,0
"CPV",,0
"CPV",,0
"CPV",,0.02695139706
"CPV",,0.005778378345
"CPV",,0.000045
"CPV",,0
"CPV",,0.1945231861
"CPV",,0.002105424582
"CPV",,0.1866025862
"CPV",,6.434600493
"CPV",,0.1471921262
"CPV",,0.03575420898
"CPV",,0.0248388629
"CPV",,0.2771982699
"CPV",,0.1028523106
"CPV",,0.3424771137
"CPV",,1.516195453
"CPV",,1.81691737
"CPV",,0.03382239342
"CPV",,1.870744041
"CPV",,6.86185431
"CPV",,6.236471362
"CPV",,0.2605806072
"CPV",,
"CPV",,1.53923674
"CPV",,0.3618781046
"CPV",,0.04592737922
"CPV",,0.02457388558
"CPV",,0.1121664934
"CPV",,1.469009734
"CPV",,0.1284964736
"CPV",,0.02234606116
"CPV",,1.252196405
"CPV",,
"CPV",,0.4073157589
"CPV",,0.0996085612
"CPV",,2.028251116
"CPV",,0.09654556877
"CPV",,0.0261172002
"CPV",,0.05841711607
"CPV",,1.62057698
"CPV",,0.0643009062
"CPV",,1.399675435
"CPV",,0.02277114547
"CPV",,0.274089701
"CPV",,5.4109565
"CPV",,5.962168941
"CPV",,2.122229992
"CPV",,0.5110918541
"CPV",,0.02197750929
"CPV",,0.1251673476
"CPV",,0.004234460617
"CPV",,0.1509791982
"CPV",,0.4211484065
"CPV",,0.8040946605
"CPV",,0.04653906971
"CPV",,1.37377755
"CPV",,0.06647768029
"CPV",,0.5918879142
"CPV",,6.230463102
"CPV",,0.03243400602
"CPV",,0.5516421193
"CPV",,0.004573648078
"CPV",,0.1300341378
"CPV",,0.1632605308
"CPV",,0.1367697771
"CPV",,0.4124047319
"CPV",,0.1690034744
"CPV",,0.1331498265
"CPV",,0.01308080873
"CPV",,1.213028912
"CPV",,0.2547265699
"CPV",,0.02278913751
"CPV",,0.8561483139
"CPV",,0.08489828016
"CPV",,0.08749768951
"CPV",,0.005030398488
"CPV",,2.829963614
"CPV",,0.0001433018698
"CPV",,4.173560102
"CPV",,0.4482608177
"CPV",,0.008589817794
"CPV",,1.737813778
"CPV",,0.2201632956
"CPV",,0.02133242126
"CPV",,0.7349544452
"CPV",,0.6299306666
"CPV",,0.001267599231
"CPV",,0.001818653554
"CPV",,2.369565808
"CPV",,0.3074501015
"CPV",,0.3439916968
"CPV",,0.6626729256
"CPV",,0.8305444991
"CPV",,0.166871021
"CPV",,0.2403340538
"CPV",,0.3059305265
"CPV",,0.3152399657
"CPV",,0.4448034725
"CPV",,0.3605938367
"CPV",,4.650608651
"CPV",,7.425346826
"CPV",,0
"CPV",,0.06169259015
"CPV",,0
"CPV",,0.01431414167
"CPV",,0
"CPV",,0
"CPV",,0.9148579093
"CPV",,0.2274728169
"CPV",,0.2655067702
"CPV",,0.5666349469
"CPV",,1.791480242
"CPV",,1.559099294
"CRI",,2.882920625
"CRI",,20.6911128
"CRI",,3.678710436
"CRI",,0.01908549327
"CRI",,15.1739348
"CRI",,0.0293042846
"CRI",,0.0006009497956
"CRI",,4.098326551
"CRI",,3.055113536
"CRI",,0.001455997577
"CRI",,0.002877456298
"CRI",,0.00071662222
"CRI",,0.00176613596
"CRI",,0.1746967682
"CRI",,0
"CRI",,0.01561466156
"CRI",,0.02037925035
"CRI",,0
"CRI",,0
"CRI",,0.2942398765
"CRI",,0.002924151348
"CRI",,0.006715013977
"CRI",,0
"CRI",,0.0005216913728
"CRI",,0.02033359262
"CRI",,0.03284971189
"CRI",,19.77865138
"CRI",,0.6566753923
"CRI",,0.2344573756
"CRI",,0.9055385141
"CRI",,0.4526536847
"CRI",,1.597125369
"CRI",,1.013878682
"CRI",,36.39048206
"CRI",,7.409536793
"CRI",,0.3419578786
"CRI",,11.71688632
"CRI",,69.55504268
"CRI",,55.26362537
"CRI",,3.844835941
"CRI",,
"CRI",,32.02985275
"CRI",,2.138915374
"CRI",,1.420887953
"CRI",,0.4765234884
"CRI",,3.465748441
"CRI",,8.268141367
"CRI",,4.050311339
"CRI",,0.7887056918
"CRI",,16.49162155
"CRI",,
"CRI",,3.402329589
"CRI",,1.052297531
"CRI",,13.5938059
"CRI",,2.158450961
"CRI",,0.3290219099
"CRI",,5.183050732
"CRI",,14.72474933
"CRI",,1.986250795
"CRI",,30.76285338
"CRI",,1.776215919
"CRI",,8.552699266
"CRI",,38.52782966
"CRI",,34.24477369
"CRI",,4.909937183
"CRI",,8.674021208
"CRI",,0.5802554002
"CRI",,2.81168216
"CRI",,0.05186934012
"CRI",,4.635688925
"CRI",,2.390401918
"CRI",,3.866186542
"CRI",,0.0295252794
"CRI",,6.632516825
"CRI",,5.895066524
"CRI",,1.477457729
"CRI",,36.4835102
"CRI",,2.169150049
"CRI",,2.455696387
"CRI",,0.7606584979
"CRI",,1.265747674
"CRI",,2.232235915
"CRI",,3.842369841
"CRI",,7.760777735
"CRI",,3.997488005
"CRI",,1.409506879
"CRI",,0.3947543428
"CRI",,11.3109551
"CRI",,2.031858522
"CRI",,1.633141579
"CRI",,7.900173417
"CRI",,6.415746562
"CRI",,3.332908141
"CRI",,0.009716033451
"CRI",,14.03336458
"CRI",,0.005504667718
"CRI",,44.29438618
"CRI",,6.206411966
"CRI",,0.7405622789
"CRI",,6.344226985
"CRI",,9.515792593
"CRI",,1.672713241
"CRI",,28.73105488
"CRI",,8.085183872
"CRI",,0.2554850032
"CRI",,0.2089628608
"CRI",,67.77804726
"CRI",,5.608084471
"CRI",,2.264895812
"CRI",,7.533381692
"CRI",,1.60111436
"CRI",,3.302851204
"CRI",,1.262495667
"CRI",,9.102404435
"CRI",,0.2112728998
"CRI",,1.227509918
"CRI",,1.391710669
"CRI",,40.18932422
"CRI",,39.03781584
"CRI",,0
"CRI",,0.1344865016
"CRI",,0
"CRI",,0.1341998723
"CRI",,0.009212295006
"CRI",,0
"CRI",,0.0008852459651
"CRI",,0.002009959416
"CRI",,1.804889572
"CRI",,1.794781429
"CRI",,21.00828024
"CRI",,13.40402437
"CUB",,0.8491339221
"CUB",,35.06992659
"CUB",,6.213935148
"CUB",,0.04621470538
"CUB",,60.18222036
"CUB",,0.4823939739
"CUB",,0.001005353041
"CUB",,5.661740121
"CUB",,5.667930977
"CUB",,0.002822060768
"CUB",,0.002807208714
"CUB",,0.0006570966664
"CUB",,0.003229702191
"CUB",,0.8233569868
"CUB",,0
"CUB",,0
"CUB",,0
"CUB",,0
"CUB",,0
"CUB",,0
"CUB",,0.002244977811
"CUB",,0.006739547094
"CUB",,0
"CUB",,0.0005478369603
"CUB",,0.01427541334
"CUB",,0.05057007296
"CUB",,52.41088291
"CUB",,1.159369479
"CUB",,0.5668615796
"CUB",,10.87867225
"CUB",,0.6797189918
"CUB",,3.985914211
"CUB",,6.023849779
"CUB",,20.39139007
"CUB",,6.732502461
"CUB",,4.645847608
"CUB",,91.02582689
"CUB",,185.3543814
"CUB",,139.7743035
"CUB",,44.85232443
"CUB",,
"CUB",,71.68518488
"CUB",,5.95494241
"CUB",,2.24687235
"CUB",,1.8915684
"CUB",,5.246602217
"CUB",,20.35297894
"CUB",,5.274098562
"CUB",,4.761156311
"CUB",,47.81033331
"CUB",,
"CUB",,10.32689992
"CUB",,4.485721614
"CUB",,40.56026849
"CUB",,3.525351966
"CUB",,1.583901368
"CUB",,10.03156827
"CUB",,32.00314583
"CUB",,7.987122425
"CUB",,44.41220287
"CUB",,1.612734544
"CUB",,28.8003098
"CUB",,136.6814919
"CUB",,122.2482076
"CUB",,23.06793104
"CUB",,21.38000711
"CUB",,2.079759417
"CUB",,4.145567698
"CUB",,2.108463554
"CUB",,5.679774125
"CUB",,11.1779595
"CUB",,25.55632799
"CUB",,0.02486243946
"CUB",,27.3265765
"CUB",,3.053919808
"CUB",,3.307058004
"CUB",,43.97779017
"CUB",,5.178659081
"CUB",,10.8198784
"CUB",,2.714624192
"CUB",,2.550771163
"CUB",,5.376870974
"CUB",,8.266743174
"CUB",,9.136688683
"CUB",,3.428865096
"CUB",,4.275714643
"CUB",,0.9823497774
"CUB",,15.19671841
"CUB",,8.890178469
"CUB",,3.91829521
"CUB",,17.99367537
"CUB",,9.098685381
"CUB",,2.621422583
"CUB",,0.01420166979
"CUB",,36.78285468
"CUB",,0.05854754084
"CUB",,89.77879082
"CUB",,11.3674203
"CUB",,12.6235266
"CUB",,14.15787941
"CUB",,21.25484028
"CUB",,3.143009871
"CUB",,42.75962047
"CUB",,36.65072344
"CUB",,0.2108118361
"CUB",,0.6599268598
"CUB",,95.27314753
"CUB",,2.999612052
"CUB",,8.495334983
"CUB",,7.443476271
"CUB",,9.300960067
"CUB",,0.8203613066
"CUB",,5.176830811
"CUB",,7.841588655
"CUB",,0.6659788025
"CUB",,4.938358255
"CUB",,5.792839275
"CUB",,106.4869337
"CUB",,96.14986726
"CUB",,0.7554999096
"CUB",,0.2798732844
"CUB",,0
"CUB",,0.2794025362
"CUB",,0.008680549507
"CUB",,0
"CUB",,0.0009397829328
"CUB",,0.009720234624
"CUB",,7.118515944
"CUB",,5.676685832
"CUB",,50.08643876
"CUB",,15.80997976
"CYP",,0.04074367891
"CYP",,0.6070316569
"CYP",,0.1267542751
"CYP",,0.00277846119
"CYP",,1.512807338
"CYP",,0.0007717620048
"CYP",,0.0001059492382
"CYP",,0.1136538679
"CYP",,0.164589047
"CYP",,0.0007326645904
"CYP",,0.003488420062
"CYP",,0.03828979331
"CYP",,0.0001016695725
"CYP",,0.009962868224
"CYP",,0
"CYP",,0
"CYP",,0.02423284008
"CYP",,0
"CYP",,0
"CYP",,0
"CYP",,0.001776641066
"CYP",,0
"CYP",,0
"CYP",,0.0006116249175
"CYP",,0
"CYP",,0.001658855245
"CYP",,0.3029771462
"CYP",,0.01911780394
"CYP",,0.01911780394
"CYP",,0.04380662041
"CYP",,0.058535278
"CYP",,0.1866463425
"CYP",,0.181848498
"CYP",,2.483439356
"CYP",,1.00113
"CYP",,0.08175714778
"CYP",,5.098791309
"CYP",,21.99069782
"CYP",,3.690682404
"CYP",,0.7026669067
"CYP",,
"CYP",,4.60403921
"CYP",,0.5599332816
"CYP",,0.08215973581
"CYP",,0.08559809946
"CYP",,0.3732563139
"CYP",,2.387790513
"CYP",,1.448845233
"CYP",,0.06540884518
"CYP",,5.102748689
"CYP",,
"CYP",,0.64000734
"CYP",,0.2686303243
"CYP",,4.071926437
"CYP",,0.1586554321
"CYP",,0.08718438229
"CYP",,0.5998608966
"CYP",,2.114584139
"CYP",,0.6164530402
"CYP",,3.018635847
"CYP",,0.1375474767
"CYP",,0.3162669958
"CYP",,9.691351274
"CYP",,5.900141136
"CYP",,0.1326529395
"CYP",,1.021509097
"CYP",,0.1056919656
"CYP",,0.748686339
"CYP",,0.01387087717
"CYP",,0.2084801223
"CYP",,0.3954322041
"CYP",,0.7753451211
"CYP",,0.02431739937
"CYP",,0.3773586547
"CYP",,0.4284065111
"CYP",,0.4396541695
"CYP",,3.302138833
"CYP",,0.04676877616
"CYP",,0.4066589389
"CYP",,0.00744345464
"CYP",,0.1486245571
"CYP",,0.1684669843
"CYP",,0.08597585671
"CYP",,0.3434013519
"CYP",,0.3107842912
"CYP",,0.4790437867
"CYP",,0.05765865015
"CYP",,1.22695431
"CYP",,0.6737442232
"CYP",,0.09602426465
"CYP",,0.912309871
"CYP",,0.5048781988
"CYP",,1.322374721
"CYP",,0.005886538831
"CYP",,1.434138772
"CYP",,0.0003969736256
"CYP",,1.320673009
"CYP",,0.3173096627
"CYP",,0.02084388931
"CYP",,0.252571106
"CYP",,2.026568295
"CYP",,0.1978171258
"CYP",,1.597400834
"CYP",,2.108737563
"CYP",,0.03218356849
"CYP",,0.001683009194
"CYP",,11.60351154
"CYP",,6.472730846
"CYP",,1.924913594
"CYP",,1.252778042
"CYP",,0.5950049283
"CYP",,0.1571838588
"CYP",,0.273900573
"CYP",,0.5373838754
"CYP",,0.04145966544
"CYP",,1.024348669
"CYP",,0.1822714792
"CYP",,6.785222702
"CYP",,3.550049715
"CYP",,0
"CYP",,0.04492501485
"CYP",,0
"CYP",,0.03822835263
"CYP",,0
"CYP",,0
"CYP",,0.0001842526478
"CYP",,0.02853055746
"CYP",,0.09095136579
"CYP",,0.1675211682
"CYP",,4.641582585
"CYP",,1.708228
"CZE",,0.8540233265
"CZE",,2.11822938
"CZE",,2.003890347
"CZE",,0.01850281741
"CZE",,34.40072269
"CZE",,0.4216635092
"CZE",,0.007050355024
"CZE",,2.04103465
"CZE",,1.500609652
"CZE",,0.002322187683
"CZE",,0.002304496239
"CZE",,0.0007069297961
"CZE",,0.002426465642
"CZE",,0.004516100749
"CZE",,0
"CZE",,0
"CZE",,0
"CZE",,0
"CZE",,0
"CZE",,0.004066414504
"CZE",,0.02427569584
"CZE",,0
"CZE",,0
"CZE",,0.000320860147
"CZE",,0
"CZE",,0.009870827553
"CZE",,2.876795238
"CZE",,1.744904429
"CZE",,0.2537046939
"CZE",,0.9861524718
"CZE",,0.2737999963
"CZE",,1.687592944
"CZE",,3.3043206
"CZE",,25.7313966
"CZE",,8.280411975
"CZE",,1.529697774
"CZE",,59.48132377
"CZE",,137.4454437
"CZE",,69.68224221
"CZE",,13.13189897
"CZE",,
"CZE",,57.71670764
"CZE",,7.554131072
"CZE",,1.362847075
"CZE",,2.557423761
"CZE",,9.223237129
"CZE",,27.74038048
"CZE",,19.68385758
"CZE",,1.13788216
"CZE",,56.32218972
"CZE",,
"CZE",,12.12344229
"CZE",,3.392176884
"CZE",,46.31913989
"CZE",,2.011856311
"CZE",,1.538805404
"CZE",,6.846140548
"CZE",,13.9178252
"CZE",,5.215873051
"CZE",,25.35984133
"CZE",,2.395304477
"CZE",,4.267021823
