"year","welfare","region"
1990,3.7440009,"World"
1990,3.8182123,"World"
1990,3.8759999,"World"
1990,3.9345839,"World"
1990,4.0146084,"World"
1990,4.0739999,"World"
1990,4.1346455,"World"
1990,4.2184749,"World"
1990,4.3036366,"World"
1990,4.3891888,"World"
1990,4.4776974,"World"
1990,4.5667329,"World"
1990,4.6594825,"World"
1990,4.7528949,"World"
1990,4.848856,"World"
1990,4.9457994,"World"
1990,5.049005,"World"
1990,5.1472836,"World"
1990,5.2512112,"World"
1990,5.3808608,"World"
1990,5.5181136,"World"
1990,5.6303587,"World"
1990,5.7713609,"World"
1990,5.9148107,"World"
1990,6.0352235,"World"
1990,6.1885576,"World"
1990,6.3751602,"World"
1990,6.5345826,"World"
1990,6.7004018,"World"
1990,6.9023767,"World"
1990,7.076941,"World"
1990,7.2529917,"World"
1990,7.4803529,"World"
1990,7.6636062,"World"
1990,7.8557067,"World"
1990,8.0916042,"World"
1990,8.3404741,"World"
1990,8.595108,"World"
1990,8.8545322,"World"
1990,9.1159039,"World"
1990,9.3505545,"World"
1990,9.5875559,"World"
1990,9.8789177,"World"
1990,10.175395,"World"
1990,10.491297,"World"
1990,10.802931,"World"
1990,11.131697,"World"
1990,11.465698,"World"
1990,11.875123,"World"
1990,12.299408,"World"
1990,12.668147,"World"
1990,13.055964,"World"
1990,13.448359,"World"
1990,13.85,"World"
1990,14.278185,"World"
1990,14.707175,"World"
1990,15.144261,"World"
1990,15.614837,"World"
1990,16.082972,"World"
1990,16.575687,"World"
1990,17.072224,"World"
1990,17.5881,"World"
1990,18.127596,"World"
1990,18.680262,"World"
1990,19.242371,"World"
1990,19.727228,"World"
1990,20.216232,"World"
1990,20.834049,"World"
1990,21.475626,"World"
1990,22.118935,"World"
1990,22.784151,"World"
1990,23.472025,"World"
1990,24.177141,"World"
1990,24.787296,"World"
1990,25.411732,"World"
1990,26.204342,"World"
1990,26.996614,"World"
1990,27.807663,"World"
1990,28.638388,"World"
1990,29.497292,"World"
1990,30.396832,"World"
1990,31.477743,"World"
1990,32.424931,"World"
1990,33.395195,"World"
1990,34.588947,"World"
1990,35.640728,"World"
1990,36.72134,"World"
1990,37.843391,"World"
1990,39.177471,"World"
1990,40.562588,"World"
1990,42.028072,"World"
1990,43.759869,"World"
1990,45.504017,"World"
1990,47.336369,"World"
1990,49.271465,"World"
1990,51.287613,"World"
1990,53.628826,"World"
1990,56.295322,"World"
1990,59.432915,"World"
1990,63.13187,"World"
1990,67.080872,"World"
1990,71.575439,"World"
1990,77.39547,"World"
1990,85.395714,"World"
1990,96.66188,"World"
1990,115.4098,"World"
1990,189.31554,"World"
1991,0.25,"World"
1991,0.27772108,"World"
1991,0.38161975,"World"
1991,0.45238802,"World"
1991,0.5040791,"World"
1991,0.54035223,"World"
1991,0.56999999,"World"
1991,0.60056156,"World"
1991,0.63,"World"
1991,0.64999998,"World"
1991,0.67000002,"World"
1991,0.69,"World"
1991,0.71000004,"World"
1991,0.73000002,"World"
1991,0.75,"World"
1991,0.76999998,"World"
1991,0.78999996,"World"
1991,0.81,"World"
1991,0.82999998,"World"
1991,0.85000002,"World"
1991,0.87,"World"
1991,0.88999999,"World"
1991,0.90999997,"World"
1991,0.93000001,"World"
1991,0.94999999,"World"
1991,0.97000003,"World"
1991,0.99000001,"World"
1991,1.01,"World"
1991,1.03,"World"
1991,1.05,"World"
1991,1.0699999,"World"
1991,1.09,"World"
1991,1.11,"World"
1991,1.13,"World"
1991,1.15,"World"
1991,1.17,"World"
1991,1.1900001,"World"
1991,1.21,"World"
1991,1.23,"World"
1991,1.25,"World"
1991,1.27,"World"
1991,1.29,"World"
1991,1.3099999,"World"
1991,1.33,"World"
1991,1.35,"World"
1991,1.37,"World"
1991,1.39,"World"
1991,1.41,"World"
1991,1.4300001,"World"
1991,1.45,"World"
1991,1.47,"World"
1991,1.49,"World"
1991,1.51,"World"
1991,1.53,"World"
1991,1.55,"World"
1991,1.5699999,"World"
1991,1.59,"World"
1991,1.61,"World"
1991,1.63,"World"
1991,1.65,"World"
1991,1.67,"World"
1991,1.6900001,"World"
1991,1.71,"World"
1991,1.73,"World"
1991,1.75,"World"
1991,1.77,"World"
1991,1.79,"World"
1991,1.8099999,"World"
1991,1.83,"World"
1991,1.85,"World"
1991,1.87,"World"
1991,1.89,"World"
1991,1.91,"World"
1991,1.9300001,"World"
1991,1.95,"World"
1991,1.97,"World"
1991,1.99,"World"
1991,2.01,"World"
1991,2.03,"World"
1991,2.0504999,"World"
1991,2.0710001,"World"
1991,2.0915,"World"
1991,2.1125,"World"
1991,2.1335001,"World"
1991,2.155,"World"
1991,2.1764998,"World"
1991,2.198,"World"
1991,2.22,"World"
1991,2.2424998,"World"
1991,2.2649999,"World"
1991,2.2874999,"World"
1991,2.3105001,"World"
1991,2.3334999,"World"
1991,2.3569999,"World"
1991,2.3804998,"World"
1991,2.4039998,"World"
1991,2.428,"World"
1991,2.4524999,"World"
1991,2.477,"World"
1991,2.5015001,"World"
1991,2.5389609,"World"
1991,2.5780001,"World"
1991,2.6034999,"World"
1991,2.6294999,"World"
1991,2.6559999,"World"
1991,2.6824999,"World"
1991,2.7095001,"World"
1991,2.7365,"World"
1991,2.7635,"World"
1991,2.7909999,"World"
1991,2.819,"World"
1991,2.8474998,"World"
1991,2.8903432,"World"
1991,2.9334998,"World"
1991,2.9629998,"World"
1991,2.993,"World"
1991,3.023,"World"
1991,3.0684202,"World"
1991,3.1145,"World"
1991,3.1455002,"World"
1991,3.177,"World"
1991,3.224834,"World"
1991,3.273,"World"
1991,3.3055,"World"
1991,3.3552136,"World"
1991,3.4060001,"World"
1991,3.4574251,"World"
1991,3.5095,"World"
1991,3.5621622,"World"
1991,3.6149998,"World"
1991,3.6683972,"World"
1991,3.7245002,"World"
1991,3.7809289,"World"
1991,3.8380001,"World"
1991,3.8956807,"World"
1991,3.954,"World"
1991,4.0135393,"World"
1991,4.0941262,"World"
1991,4.1766844,"World"
1991,4.2390003,"World"
1991,4.3028059,"World"
1991,4.3893247,"World"
1991,4.4778161,"World"
1991,4.5678382,"World"
1991,4.6601129,"World"
1991,4.7541127,"World"
1991,4.847466,"World"
1991,4.9470248,"World"
1991,5.0445261,"World"
1991,5.1471334,"World"
1991,5.250421,"World"
1991,5.3596997,"World"
1991,5.4621406,"World"
1991,5.6016474,"World"
1991,5.7440853,"World"
1991,5.8584132,"World"
1991,6.0077572,"World"
1991,6.1570625,"World"
1991,6.3112855,"World"
1991,6.4703813,"World"
1991,6.6336632,"World"
1991,6.8018184,"World"
1991,6.9736843,"World"
1991,7.1485834,"World"
1991,7.3278742,"World"
1991,7.5501261,"World"
1991,7.7363019,"World"
1991,7.9366136,"World"
1991,8.1756649,"World"
1991,8.4236727,"World"
1991,8.6331367,"World"
1991,8.8591452,"World"
1991,9.118803,"World"
1991,9.3969975,"World"
1991,9.6814718,"World"
1991,9.9755001,"World"
1991,10.268911,"World"
1991,10.532715,"World"
1991,10.802676,"World"
1991,11.136001,"World"
1991,11.467041,"World"
1991,11.814918,"World"
1991,12.172868,"World"
1991,12.540092,"World"
1991,12.981569,"World"
1991,13.38377,"World"
1991,13.717254,"World"
1991,14.136048,"World"
1991,14.561022,"World"
1991,14.999139,"World"
1991,15.447674,"World"
1991,15.929695,"World"
1991,16.403551,"World"
1991,16.89509,"World"
1991,17.496447,"World"
1991,18.116877,"World"
1991,18.678629,"World"
1991,19.234488,"World"
1991,19.818769,"World"
1991,20.422628,"World"
1991,21.04845,"World"
1991,21.67432,"World"
1991,22.339907,"World"
1991,22.906645,"World"
1991,23.481234,"World"
1991,24.294157,"World"
1991,25.04311,"World"
1991,25.677605,"World"
1991,26.588615,"World"
1991,27.380919,"World"
1991,28.218605,"World"
1991,29.073215,"World"
1991,29.813677,"World"
1991,30.707695,"World"
1991,31.635342,"World"
1991,32.749126,"World"
1991,33.747765,"World"
1991,34.772038,"World"
1991,36.010742,"World"
1991,37.100998,"World"
1991,38.23164,"World"
1991,39.58659,"World"
1991,40.962013,"World"
1991,42.393108,"World"
1991,44.112797,"World"
1991,45.676685,"World"
1991,47.316319,"World"
1991,49.262558,"World"
1991,51.455635,"World"
1991,53.859272,"World"
1991,56.300488,"World"
1991,59.571812,"World"
1991,63.135715,"World"
1991,67.082008,"World"
1991,71.471992,"World"
1991,77.361694,"World"
1991,85.158043,"World"
1991,96.088402,"World"
1991,114.73128,"World"
1991,187.70218,"World"
1992,0.25,"World"
1992,0.27835691,"World"
1992,0.38165697,"World"
1992,0.45022866,"World"
1992,0.49000001,"World"
1992,0.51934141,"World"
1992,0.5606035,"World"
1992,0.60056156,"World"
1992,0.63,"World"
1992,0.64999998,"World"
1992,0.68032163,"World"
1992,0.71000004,"World"
1992,0.73000002,"World"
1992,0.75,"World"
1992,0.76999998,"World"
1992,0.78999996,"World"
1992,0.81,"World"
1992,0.82999998,"World"
1992,0.85000002,"World"
1992,0.87,"World"
1992,0.88999999,"World"
1992,0.90999997,"World"
1992,0.93000001,"World"
1992,0.94999999,"World"
1992,0.97000003,"World"
1992,0.99000001,"World"
1992,1.01,"World"
1992,1.03,"World"
1992,1.05,"World"
1992,1.0699999,"World"
1992,1.09,"World"
1992,1.11,"World"
1992,1.13,"World"
1992,1.15,"World"
1992,1.17,"World"
1992,1.1900001,"World"
1992,1.21,"World"
1992,1.23,"World"
1992,1.25,"World"
1992,1.27,"World"
1992,1.29,"World"
1992,1.3099999,"World"
1992,1.33,"World"
1992,1.35,"World"
1992,1.37,"World"
1992,1.39,"World"
1992,1.41,"World"
1992,1.4300001,"World"
1992,1.45,"World"
1992,1.47,"World"
1992,1.49,"World"
1992,1.51,"World"
1992,1.53,"World"
1992,1.55,"World"
1992,1.5699999,"World"
1992,1.59,"World"
1992,1.61,"World"
1992,1.63,"World"
1992,1.65,"World"
1992,1.67,"World"
1992,1.6900001,"World"
1992,1.71,"World"
1992,1.73,"World"
1992,1.75,"World"
1992,1.77,"World"
1992,1.79,"World"
1992,1.8099999,"World"
1992,1.83,"World"
1992,1.85,"World"
1992,1.87,"World"
1992,1.89,"World"
1992,1.91,"World"
1992,1.9300001,"World"
1992,1.95,"World"
1992,1.97,"World"
1992,1.99,"World"
1992,2.01,"World"
1992,2.03,"World"
1992,2.0504999,"World"
1992,2.0710001,"World"
1992,2.0915,"World"
1992,2.1125,"World"
1992,2.1335001,"World"
1992,2.155,"World"
1992,2.1764998,"World"
1992,2.198,"World"
1992,2.22,"World"
1992,2.2424998,"World"
1992,2.2649999,"World"
1992,2.2874999,"World"
1992,2.3105001,"World"
1992,2.3334999,"World"
1992,2.3569999,"World"
1992,2.3804998,"World"
1992,2.4039998,"World"
1992,2.428,"World"
1992,2.4524999,"World"
1992,2.477,"World"
1992,2.5015001,"World"
1992,2.5265,"World"
1992,2.552,"World"
1992,2.5780001,"World"
1992,2.6034999,"World"
1992,2.6294999,"World"
1992,2.6559999,"World"
1992,2.6824999,"World"
1992,2.7095001,"World"
1992,2.7365,"World"
1992,2.7635,"World"
1992,2.7909999,"World"
1992,2.8332782,"World"
1992,2.8759999,"World"
1992,2.9045,"World"
1992,2.9334998,"World"
1992,2.9629998,"World"
1992,2.993,"World"
1992,3.023,"World"
1992,3.053,"World"
1992,3.0992219,"World"
1992,3.1455002,"World"
1992,3.177,"World"
1992,3.2084999,"World"
1992,3.2566991,"World"
1992,3.3055,"World"
1992,3.3385,"World"
1992,3.372,"World"
1992,3.4219427,"World"
1992,3.4745002,"World"
1992,3.5095,"World"
1992,3.5624921,"World"
1992,3.6149998,"World"
1992,3.6515,"World"
1992,3.7069442,"World"
1992,3.7620001,"World"
1992,3.819346,"World"
1992,3.8759999,"World"
1992,3.9145,"World"
1992,3.973527,"World"
1992,4.0540423,"World"
1992,4.1145,"World"
1992,4.1757269,"World"
1992,4.2390003,"World"
1992,4.3025303,"World"
1992,4.3893676,"World"
1992,4.47755,"World"
1992,4.5454998,"World"
1992,4.613358,"World"
1992,4.7072415,"World"
1992,4.8008523,"World"
1992,4.8986511,"World"
1992,4.994978,"World"
1992,5.0710001,"World"
1992,5.1733623,"World"
1992,5.3028669,"World"
1992,5.4103303,"World"
1992,5.5204434,"World"
1992,5.6311345,"World"
1992,5.7432036,"World"
1992,5.8557158,"World"
1992,5.9732018,"World"
1992,6.1227903,"World"
1992,6.278976,"World"
1992,6.4063439,"World"
1992,6.5680232,"World"
1992,6.7338271,"World"
1992,6.8656139,"World"
1992,7.0441303,"World"
1992,7.2185249,"World"
1992,7.4007654,"World"
1992,7.5877051,"World"
1992,7.7830286,"World"
1992,8.0155802,"World"
1992,8.2154121,"World"
1992,8.4286556,"World"
1992,8.678195,"World"
1992,8.9379873,"World"
1992,9.1681995,"World"
1992,9.3994017,"World"
1992,9.6871691,"World"
1992,9.9781609,"World"
1992,10.278388,"World"
1992,10.58806,"World"
1992,10.911115,"World"
1992,11.238976,"World"
1992,11.578419,"World"
1992,11.929137,"World"
1992,12.290092,"World"
1992,12.67125,"World"
1992,13.054127,"World"
1992,13.459234,"World"
1992,13.848157,"World"
1992,14.271306,"World"
1992,14.701816,"World"
1992,15.146114,"World"
1992,15.611937,"World"
1992,16.167837,"World"
1992,16.73723,"World"
1992,17.23687,"World"
1992,17.769215,"World"
1992,18.38435,"World"
1992,19.050779,"World"
1992,19.62431,"World"
1992,20.215963,"World"
1992,20.83992,"World"
1992,21.467758,"World"
1992,22.102991,"World"
1992,22.783436,"World"
1992,23.481524,"World"
1992,24.190357,"World"
1992,24.925325,"World"
1992,25.675358,"World"
1992,26.442547,"World"
1992,27.267397,"World"
1992,28.077696,"World"
1992,28.922102,"World"
1992,29.789078,"World"
1992,30.842855,"World"
1992,31.953949,"World"
1992,32.920567,"World"
1992,33.931606,"World"
1992,34.94186,"World"
1992,36.02177,"World"
1992,37.08868,"World"
1992,38.413006,"World"
1992,39.772297,"World"
1992,41.151062,"World"
1992,42.654694,"World"
1992,44.177086,"World"
1992,45.943867,"World"
1992,47.818073,"World"
1992,49.783562,"World"
1992,51.778332,"World"
1992,54.160408,"World"
1992,56.905342,"World"
1992,59.866795,"World"
1992,63.147335,"World"
1992,67.369843,"World"
1992,72.228531,"World"
1992,77.850418,"World"
1992,85.46637,"World"
1992,96.666573,"World"
1992,115.2207,"World"
1992,188.70506,"World"
1993,0.25,"World"
1993,0.28536701,"World"
1993,0.3709859,"World"
1993,0.44099161,"World"
1993,0.49000001,"World"
1993,0.52630293,"World"
1993,0.56999999,"World"
1993,0.60023361,"World"
1993,0.63,"World"
1993,0.66034144,"World"
1993,0.69,"World"
1993,0.71000004,"World"
1993,0.73000002,"World"
1993,0.75,"World"
1993,0.76999998,"World"
1993,0.78999996,"World"
1993,0.81,"World"
1993,0.82999998,"World"
1993,0.85000002,"World"
1993,0.87,"World"
1993,0.88999999,"World"
1993,0.90999997,"World"
1993,0.93000001,"World"
1993,0.94999999,"World"
1993,0.97000003,"World"
1993,0.99000001,"World"
1993,1.01,"World"
1993,1.03,"World"
1993,1.05,"World"
1993,1.0699999,"World"
1993,1.09,"World"
1993,1.11,"World"
1993,1.13,"World"
1993,1.15,"World"
1993,1.17,"World"
1993,1.1900001,"World"
1993,1.21,"World"
1993,1.23,"World"
1993,1.25,"World"
1993,1.27,"World"
1993,1.29,"World"
1993,1.3099999,"World"
1993,1.33,"World"
1993,1.35,"World"
1993,1.37,"World"
1993,1.39,"World"
1993,1.41,"World"
1993,1.4300001,"World"
1993,1.45,"World"
1993,1.47,"World"
1993,1.49,"World"
1993,1.51,"World"
1993,1.53,"World"
1993,1.55,"World"
1993,1.5699999,"World"
1993,1.59,"World"
1993,1.61,"World"
1993,1.63,"World"
1993,1.65,"World"
1993,1.67,"World"
1993,1.6900001,"World"
1993,1.71,"World"
1993,1.73,"World"
1993,1.7580353,"World"
1993,1.79,"World"
1993,1.8099999,"World"
1993,1.83,"World"
1993,1.85,"World"
1993,1.87,"World"
1993,1.89,"World"
1993,1.91,"World"
1993,1.9300001,"World"
1993,1.95,"World"
1993,1.97,"World"
1993,1.99,"World"
1993,2.01,"World"
1993,2.03,"World"
1993,2.0504999,"World"
1993,2.0710001,"World"
1993,2.0915,"World"
1993,2.1125,"World"
1993,2.1335001,"World"
1993,2.155,"World"
1993,2.1764998,"World"
1993,2.198,"World"
1993,2.22,"World"
1993,2.2424998,"World"
1993,2.2649999,"World"
1993,2.2874999,"World"
1993,2.3105001,"World"
1993,2.3334999,"World"
1993,2.3569999,"World"
1993,2.3804998,"World"
1993,2.4039998,"World"
1993,2.428,"World"
1993,2.4524999,"World"
1993,2.477,"World"
1993,2.5015001,"World"
1993,2.5265,"World"
1993,2.552,"World"
1993,2.5780001,"World"
1993,2.6034999,"World"
1993,2.6294999,"World"
1993,2.6559999,"World"
1993,2.6824999,"World"
1993,2.7095001,"World"
1993,2.7365,"World"
1993,2.7635,"World"
1993,2.7909999,"World"
1993,2.819,"World"
1993,2.8474998,"World"
1993,2.8759999,"World"
1993,2.9045,"World"
1993,2.9334998,"World"
1993,2.9629998,"World"
1993,2.993,"World"
1993,3.023,"World"
1993,3.0681829,"World"
1993,3.1145,"World"
1993,3.1455002,"World"
1993,3.177,"World"
1993,3.2084999,"World"
1993,3.2405,"World"
1993,3.273,"World"
1993,3.3217082,"World"
1993,3.372,"World"
1993,3.4060001,"World"
1993,3.4400001,"World"
1993,3.4919679,"World"
1993,3.5444999,"World"
1993,3.5795,"World"
1993,3.6149998,"World"
1993,3.6694865,"World"
1993,3.7245002,"World"
1993,3.7620001,"World"
1993,3.8188832,"World"
1993,3.8759999,"World"
1993,3.9145,"World"
1993,3.9735119,"World"
1993,4.0339999,"World"
1993,4.094522,"World"
1993,4.1555004,"World"
1993,4.197,"World"
1993,4.2599773,"World"
1993,4.346673,"World"
1993,4.4115,"World"
1993,4.4775691,"World"
1993,4.5454998,"World"
1993,4.6136093,"World"
1993,4.7066827,"World"
1993,4.777,"World"
1993,4.8486109,"World"
1993,4.9456611,"World"
1993,5.0463462,"World"
1993,5.1215,"World"
1993,5.1977482,"World"
1993,5.3021979,"World"
1993,5.4094973,"World"
1993,5.5191493,"World"
1993,5.6276469,"World"
1993,5.7428083,"World"
1993,5.8591294,"World"
1993,5.9743109,"World"
1993,6.0958643,"World"
1993,6.2156997,"World"
1993,6.3709736,"World"
1993,6.5379114,"World"
1993,6.6668749,"World"
1993,6.8004837,"World"
1993,6.9727216,"World"
1993,7.1477761,"World"
1993,7.3250051,"World"
1993,7.5103869,"World"
1993,7.6986194,"World"
1993,7.8953357,"World"
1993,8.0942392,"World"
1993,8.2977285,"World"
1993,8.5019951,"World"
1993,8.7648792,"World"
1993,8.9871483,"World"
1993,9.2140942,"World"
1993,9.484911,"World"
1993,9.782506,"World"
1993,10.02561,"World"
1993,10.274939,"World"
1993,10.59106,"World"
1993,10.911504,"World"
1993,11.24168,"World"
1993,11.578723,"World"
1993,11.927514,"World"
1993,12.350674,"World"
1993,12.785339,"World"
1993,13.17944,"World"
1993,13.581409,"World"
1993,13.990899,"World"
1993,14.424604,"World"
1993,14.937502,"World"
1993,15.453106,"World"
1993,15.927141,"World"
1993,16.40523,"World"
1993,16.976374,"World"
1993,17.599049,"World"
1993,18.121006,"World"
1993,18.758858,"World"
1993,19.445477,"World"
1993,20.015867,"World"
1993,20.613405,"World"
1993,21.351345,"World"
1993,22.113676,"World"
1993,22.78343,"World"
1993,23.470354,"World"
1993,24.181519,"World"
1993,24.924704,"World"
1993,25.677862,"World"
1993,26.564037,"World"
1993,27.525385,"World"
1993,28.350821,"World"
1993,29.238771,"World"
1993,30.101719,"World"
1993,31.002361,"World"
1993,31.970354,"World"
1993,32.915565,"World"
1993,33.904613,"World"
1993,34.939743,"World"
1993,36.009018,"World"
1993,37.269722,"World"
1993,38.596687,"World"
1993,39.769566,"World"
1993,41.164551,"World"
1993,42.837551,"World"
1993,44.387619,"World"
1993,46.005665,"World"
1993,47.818619,"World"
1993,49.775734,"World"
1993,51.99715,"World"
1993,54.457127,"World"
1993,56.928059,"World"
1993,60.15202,"World"
1993,63.737236,"World"
1993,67.629837,"World"
1993,72.533478,"World"
1993,78.87236,"World"
1993,87.066788,"World"
1993,98.653671,"World"
1993,118.03321,"World"
1993,208.54581,"World"
1994,0.25,"World"
1994,0.27318856,"World"
1994,0.36158028,"World"
1994,0.4301357,"World"
1994,0.49008697,"World"
1994,0.54298973,"World"
1994,0.56999999,"World"
1994,0.60010427,"World"
1994,0.64018667,"World"
1994,0.67000002,"World"
1994,0.69,"World"
1994,0.7203424,"World"
1994,0.75,"World"
1994,0.76999998,"World"
1994,0.78999996,"World"
1994,0.81,"World"
1994,0.82999998,"World"
1994,0.85000002,"World"
1994,0.87,"World"
1994,0.88999999,"World"
1994,0.90999997,"World"
1994,0.93000001,"World"
1994,0.94999999,"World"
1994,0.97000003,"World"
1994,0.99000001,"World"
1994,1.01,"World"
1994,1.03,"World"
1994,1.05,"World"
1994,1.0699999,"World"
1994,1.09,"World"
1994,1.11,"World"
1994,1.13,"World"
1994,1.15,"World"
1994,1.17,"World"
1994,1.1900001,"World"
1994,1.21,"World"
1994,1.23,"World"
1994,1.25,"World"
1994,1.27,"World"
1994,1.29,"World"
1994,1.3099999,"World"
1994,1.33,"World"
1994,1.35,"World"
1994,1.37,"World"
1994,1.39,"World"
1994,1.41,"World"
1994,1.4300001,"World"
1994,1.45,"World"
1994,1.47,"World"
1994,1.49,"World"
1994,1.51,"World"
1994,1.53,"World"
1994,1.55,"World"
1994,1.5699999,"World"
1994,1.59,"World"
1994,1.61,"World"
1994,1.63,"World"
1994,1.65,"World"
1994,1.67,"World"
1994,1.6900001,"World"
1994,1.71,"World"
1994,1.73,"World"
1994,1.75,"World"
1994,1.77,"World"
1994,1.79,"World"
1994,1.8099999,"World"
1994,1.83,"World"
1994,1.85,"World"
1994,1.87,"World"
1994,1.89,"World"
1994,1.91,"World"
1994,1.9300001,"World"
1994,1.95,"World"
1994,1.97,"World"
1994,1.99,"World"
1994,2.01,"World"
1994,2.03,"World"
1994,2.0504999,"World"
1994,2.0710001,"World"
1994,2.0915,"World"
1994,2.1125,"World"
1994,2.1335001,"World"
1994,2.155,"World"
1994,2.1764998,"World"
1994,2.198,"World"
1994,2.22,"World"
1994,2.2424998,"World"
1994,2.2649999,"World"
1994,2.2874999,"World"
1994,2.3105001,"World"
1994,2.3334999,"World"
1994,2.3569999,"World"
1994,2.3804998,"World"
1994,2.4039998,"World"
1994,2.428,"World"
1994,2.4524999,"World"
1994,2.477,"World"
1994,2.5015001,"World"
1994,2.5265,"World"
1994,2.552,"World"
1994,2.5780001,"World"
1994,2.6034999,"World"
1994,2.6294999,"World"
1994,2.6559999,"World"
1994,2.6824999,"World"
1994,2.7095001,"World"
1994,2.7365,"World"
1994,2.7635,"World"
1994,2.7909999,"World"
1994,2.819,"World"
1994,2.8474998,"World"
1994,2.8759999,"World"
1994,2.9045,"World"
1994,2.9334998,"World"
1994,2.9629998,"World"
1994,2.993,"World"
1994,3.023,"World"
1994,3.053,"World"
1994,3.0834999,"World"
1994,3.1145,"World"
1994,3.1455002,"World"
1994,3.177,"World"
1994,3.2084999,"World"
1994,3.2405,"World"
1994,3.273,"World"
1994,3.3055,"World"
1994,3.3385,"World"
1994,3.3886046,"World"
1994,3.4400001,"World"
1994,3.4745002,"World"
1994,3.5095,"World"
1994,3.5444999,"World"
1994,3.5795,"World"
1994,3.6331508,"World"
1994,3.6880002,"World"
1994,3.7245002,"World"
1994,3.7620001,"World"
1994,3.8,"World"
1994,3.8564656,"World"
1994,3.9145,"World"
1994,3.954,"World"
1994,4.0138936,"World"
1994,4.0739999,"World"
1994,4.1145,"World"
1994,4.1768479,"World"
1994,4.2390003,"World"
1994,4.3030567,"World"
1994,4.368,"World"
1994,4.4115,"World"
1994,4.478518,"World"
1994,4.5454998,"World"
1994,4.6132884,"World"
1994,4.6829996,"World"
1994,4.7535472,"World"
1994,4.8481493,"World"
1994,4.9215002,"World"
1994,4.9957352,"World"
1994,5.0957885,"World"
1994,5.1729999,"World"
1994,5.2492857,"World"
1994,5.357162,"World"
1994,5.463347,"World"
1994,5.5725865,"World"
1994,5.6575003,"World"
1994,5.7428961,"World"
1994,5.8595328,"World"
1994,5.9754667,"World"
1994,6.0950174,"World"
1994,6.2479911,"World"
1994,6.4070239,"World"
1994,6.5359321,"World"
1994,6.6658773,"World"
1994,6.8016887,"World"
1994,6.9714055,"World"
1994,7.147819,"World"
1994,7.2918906,"World"
1994,7.473814,"World"
1994,7.6619716,"World"
1994,7.8568978,"World"
1994,8.0557394,"World"
1994,8.2559929,"World"
1994,8.4623804,"World"
