"year","variable","value"
1961,"sim.natural.bottom",-0.134751245
1961,"sim.natural.top",0.329311471
1961,"observed",0.309
1962,"sim.human.mean",0.190053607
1962,"sim.human.bottom",-0.151241344
1962,"sim.human.top",0.477105117
1962,"sim.natural.mean",0.072935281
1962,"sim.natural.bottom",-0.186651557
1962,"sim.natural.top",0.35329929
1962,"observed",0.261
1963,"sim.human.mean",0.111798366
1963,"sim.human.bottom",-0.328237053
1963,"sim.human.top",0.481677039
1963,"sim.natural.mean",0.012681447
1963,"sim.natural.bottom",-0.212909211
1963,"sim.natural.top",0.34105195
1963,"observed",0.296
1964,"sim.human.mean",-0.000783698
1964,"sim.human.bottom",-0.321901891
1964,"sim.human.top",0.244123062
1964,"sim.natural.mean",-0.060041895
1964,"sim.natural.bottom",-0.300589014
1964,"sim.natural.top",0.165642406
1964,"observed",0.046
1965,"sim.human.mean",0.002625796
1965,"sim.human.bottom",-0.279303058
1965,"sim.human.top",0.313424337
1965,"sim.natural.mean",-0.057692354
1965,"sim.natural.bottom",-0.278425047
1965,"sim.natural.top",0.17304226
1965,"observed",0.154
1966,"sim.human.mean",0.074542287
1966,"sim.human.bottom",-0.218468349
1966,"sim.human.top",0.452341856
1966,"sim.natural.mean",-0.031580175
1966,"sim.natural.bottom",-0.261132851
1966,"sim.natural.top",0.194189334
1966,"observed",0.206
1967,"sim.human.mean",0.050174969
1967,"sim.human.bottom",-0.248628051
1967,"sim.human.top",0.40911345
1967,"sim.natural.mean",-0.009862613
1967,"sim.natural.bottom",-0.270249573
1967,"sim.natural.top",0.208029178
1967,"observed",0.239
1968,"sim.human.mean",0.101359346
1968,"sim.human.bottom",-0.194156645
1968,"sim.human.top",0.403384536
1968,"sim.natural.mean",0.017292599
1968,"sim.natural.bottom",-0.253505028
1968,"sim.natural.top",0.307010838
1968,"observed",0.171
1969,"sim.human.mean",0.125125645
1969,"sim.human.bottom",-0.206841436
1969,"sim.human.top",0.444549032
1969,"sim.natural.mean",0.013175586
1969,"sim.natural.bottom",-0.206797608
1969,"sim.natural.top",0.28674617
1969,"observed",0.314
1970,"sim.human.mean",0.155049349
1970,"sim.human.bottom",-0.149910045
1970,"sim.human.top",0.458129779
1970,"sim.natural.mean",0.019071343
1970,"sim.natural.bottom",-0.193397984
1970,"sim.natural.top",0.300625868
1970,"observed",0.274
1971,"sim.human.mean",0.178118967
1971,"sim.human.bottom",-0.089717184
1971,"sim.human.top",0.428766489
1971,"sim.natural.mean",0.050424157
1971,"sim.natural.bottom",-0.134141346
1971,"sim.natural.top",0.397306134
1971,"observed",0.154
1972,"sim.human.mean",0.16582882
1972,"sim.human.bottom",-0.12323181
1972,"sim.human.top",0.523980359
1972,"sim.natural.mean",0.047103665
1972,"sim.natural.bottom",-0.159964708
1972,"sim.natural.top",0.349082745
1972,"observed",0.261
1973,"sim.human.mean",0.175992806
1973,"sim.human.bottom",-0.138249375
1973,"sim.human.top",0.471123777
1973,"sim.natural.mean",0.055923765
1973,"sim.natural.bottom",-0.175824741
1973,"sim.natural.top",0.296526918
1973,"observed",0.404
1974,"sim.human.mean",0.200406821
1974,"sim.human.bottom",-0.144208924
1974,"sim.human.top",0.521635961
1974,"sim.natural.mean",0.069116298
1974,"sim.natural.bottom",-0.161893268
1974,"sim.natural.top",0.277666547
1974,"observed",0.184
1975,"sim.human.mean",0.165563365
1975,"sim.human.bottom",-0.165989829
1975,"sim.human.top",0.473284239
1975,"sim.natural.mean",0.00867806
1975,"sim.natural.bottom",-0.20442482
1975,"sim.natural.top",0.280681939
1975,"observed",0.241
1976,"sim.human.mean",0.171855365
1976,"sim.human.bottom",-0.111644698
1976,"sim.human.top",0.502783289
1976,"sim.natural.mean",-0.003458585
1976,"sim.natural.bottom",-0.222714
1976,"sim.natural.top",0.231995601
1976,"observed",0.149
1977,"sim.human.mean",0.213726227
1977,"sim.human.bottom",-0.098289675
1977,"sim.human.top",0.620586556
1977,"sim.natural.mean",0.026930438
1977,"sim.natural.bottom",-0.193050534
1977,"sim.natural.top",0.271104707
1977,"observed",0.454
1978,"sim.human.mean",0.261247438
1978,"sim.human.bottom",-0.065203311
1978,"sim.human.top",0.530670899
1978,"sim.natural.mean",0.04949949
1978,"sim.natural.bottom",-0.189881088
1978,"sim.natural.top",0.308425008
1978,"observed",0.349
1979,"sim.human.mean",0.259110437
1979,"sim.human.bottom",-0.048773949
1979,"sim.human.top",0.637835199
1979,"sim.natural.mean",0.059318346
1979,"sim.natural.bottom",-0.141690987
1979,"sim.natural.top",0.240223027
1979,"observed",0.436
1980,"sim.human.mean",0.285910761
1980,"sim.human.bottom",-0.022822898
1980,"sim.human.top",0.761277499
1980,"sim.natural.mean",0.094214475
1980,"sim.natural.bottom",-0.126126353
1980,"sim.natural.top",0.30436797
1980,"observed",0.541
1981,"sim.human.mean",0.303686493
1981,"sim.human.bottom",-0.122735437
1981,"sim.human.top",0.643073753
1981,"sim.natural.mean",0.095797965
1981,"sim.natural.bottom",-0.110599367
1981,"sim.natural.top",0.397441758
1981,"observed",0.586
1982,"sim.human.mean",0.341261283
1982,"sim.human.bottom",-0.005978392
1982,"sim.human.top",0.662606741
1982,"sim.natural.mean",0.022329747
1982,"sim.natural.bottom",-0.188688566
1982,"sim.natural.top",0.261223203
1982,"observed",0.396
1983,"sim.human.mean",0.23314916
1983,"sim.human.bottom",-0.116941364
1983,"sim.human.top",0.577774354
1983,"sim.natural.mean",-0.079136457
1983,"sim.natural.bottom",-0.326708261
1983,"sim.natural.top",0.152338577
1983,"observed",0.571
1984,"sim.human.mean",0.248925272
1984,"sim.human.bottom",-0.062356177
1984,"sim.human.top",0.581365657
1984,"sim.natural.mean",-0.071503808
1984,"sim.natural.bottom",-0.276843543
1984,"sim.natural.top",0.185936064
1984,"observed",0.409
1985,"sim.human.mean",0.285124713
1985,"sim.human.bottom",-0.027772522
1985,"sim.human.top",0.690954511
1985,"sim.natural.mean",-0.035411745
1985,"sim.natural.bottom",-0.231705635
1985,"sim.natural.top",0.206617656
1985,"observed",0.401
1986,"sim.human.mean",0.329214356
1986,"sim.human.bottom",-0.014478108
1986,"sim.human.top",0.758604486
1986,"sim.natural.mean",-0.033764451
1986,"sim.natural.bottom",-0.246126417
1986,"sim.natural.top",0.203104214
1986,"observed",0.441
1987,"sim.human.mean",0.393094102
1987,"sim.human.bottom",0.02782168
1987,"sim.human.top",0.740193103
1987,"sim.natural.mean",-0.02192222
1987,"sim.natural.bottom",-0.235573914
1987,"sim.natural.top",0.319623699
1987,"observed",0.579
1988,"sim.human.mean",0.437760322
1988,"sim.human.bottom",0.066918072
1988,"sim.human.top",0.782943344
1988,"sim.natural.mean",0.00456794
1988,"sim.natural.bottom",-0.295714631
1988,"sim.natural.top",0.308067379
1988,"observed",0.634
1989,"sim.human.mean",0.471595242
1989,"sim.human.bottom",0.198574469
1989,"sim.human.top",0.924847468
1989,"sim.natural.mean",0.040371418
1989,"sim.natural.bottom",-0.236343471
1989,"sim.natural.top",0.311471145
1989,"observed",0.524
1990,"sim.human.mean",0.479280465
1990,"sim.human.bottom",0.108845295
1990,"sim.human.top",0.867163608
1990,"sim.natural.mean",0.0568892
1990,"sim.natural.bottom",-0.171469535
1990,"sim.natural.top",0.33431988
1990,"observed",0.699
1991,"sim.human.mean",0.444783683
1991,"sim.human.bottom",0.027785495
1991,"sim.human.top",0.852901227
1991,"sim.natural.mean",0.008896179
1991,"sim.natural.bottom",-0.246413438
1991,"sim.natural.top",0.257643155
1991,"observed",0.676
1992,"sim.human.mean",0.238438483
1992,"sim.human.bottom",-0.136021594
1992,"sim.human.top",0.654184864
1992,"sim.natural.mean",-0.22445155
1992,"sim.natural.bottom",-0.485459876
1992,"sim.natural.top",0.112417457
1992,"observed",0.474
1993,"sim.human.mean",0.282766349
1993,"sim.human.bottom",-0.170007452
1993,"sim.human.top",0.681164771
1993,"sim.natural.mean",-0.197734448
1993,"sim.natural.bottom",-0.434010417
1993,"sim.natural.top",0.114987772
1993,"observed",0.521
1994,"sim.human.mean",0.37401882
1994,"sim.human.bottom",-0.099843145
1994,"sim.human.top",0.749573413
1994,"sim.natural.mean",-0.088892392
1994,"sim.natural.bottom",-0.317682292
1994,"sim.natural.top",0.302366158
1994,"observed",0.576
1995,"sim.human.mean",0.442331633
1995,"sim.human.bottom",0.107169117
1995,"sim.human.top",0.833514812
1995,"sim.natural.mean",-0.053450205
1995,"sim.natural.bottom",-0.298686927
1995,"sim.natural.top",0.252228405
1995,"observed",0.726
1996,"sim.human.mean",0.500601314
1996,"sim.human.bottom",0.222882857
1996,"sim.human.top",0.879213534
1996,"sim.natural.mean",-0.030993449
1996,"sim.natural.bottom",-0.305355166
1996,"sim.natural.top",0.218374157
1996,"observed",0.614
1997,"sim.human.mean",0.570439679
1997,"sim.human.bottom",0.258392181
1997,"sim.human.top",0.925982173
1997,"sim.natural.mean",-0.032073057
1997,"sim.natural.bottom",-0.257860437
1997,"sim.natural.top",0.344253084
1997,"observed",0.759
1998,"sim.human.mean",0.59466386
1998,"sim.human.bottom",0.262371219
1998,"sim.human.top",1.030555447
1998,"sim.natural.mean",-0.010774116
1998,"sim.natural.bottom",-0.395640138
1998,"sim.natural.top",0.263033227
1998,"observed",0.901
1999,"sim.human.mean",0.635677159
1999,"sim.human.bottom",0.327319217
1999,"sim.human.top",1.030163877
1999,"sim.natural.mean",0.014120738
1999,"sim.natural.bottom",-0.221057361
1999,"sim.natural.top",0.210798965
1999,"observed",0.666
2000,"sim.human.mean",0.697227766
2000,"sim.human.bottom",0.417299447
2000,"sim.human.top",1.162030656
2000,"sim.natural.mean",0.046353911
2000,"sim.natural.bottom",-0.168666561
2000,"sim.natural.top",0.355930903
2000,"observed",0.669
2001,"sim.human.mean",0.780790024
2001,"sim.human.bottom",0.441201587
2001,"sim.human.top",1.211393239
2001,"sim.natural.mean",0.042754189
2001,"sim.natural.bottom",-0.270676536
2001,"sim.natural.top",0.331534563
2001,"observed",0.811
2002,"sim.human.mean",0.800926071
2002,"sim.human.bottom",0.483483526
2002,"sim.human.top",1.218556975
2002,"sim.natural.mean",0.047385356
2002,"sim.natural.bottom",-0.151636806
2002,"sim.natural.top",0.269015345
2002,"observed",0.881
2003,"sim.human.mean",0.8001558
2003,"sim.human.bottom",0.428788498
2003,"sim.human.top",1.270553615
2003,"sim.natural.mean",0.035042731
2003,"sim.natural.bottom",-0.190711226
2003,"sim.natural.top",0.262020671
2003,"observed",0.879
2004,"sim.human.mean",0.802988232
2004,"sim.human.bottom",0.409562436
2004,"sim.human.top",1.333918502
2004,"sim.natural.mean",0.06507328
2004,"sim.natural.bottom",-0.197855854
2004,"sim.natural.top",0.279756684
2004,"observed",0.804
2005,"sim.human.mean",0.769762084
2005,"sim.human.bottom",0.313119792
2005,"sim.human.top",1.261218626
2005,"sim.natural.mean",0.043404823
2005,"sim.natural.bottom",-0.21369588
2005,"sim.natural.top",0.282684697
2005,"observed",0.944
2006,"sim.human.mean",0.812071272
2006,"sim.human.bottom",0.31859453
2006,"sim.human.top",1.334484752
2006,"sim.natural.mean",0.025607504
2006,"sim.natural.bottom",-0.21614493
2006,"sim.natural.top",0.293138221
2006,"observed",0.904
2007,"sim.human.mean",0.845947287
2007,"sim.human.bottom",0.413806295
2007,"sim.human.top",1.316676684
2007,"sim.natural.mean",0.043828475
2007,"sim.natural.bottom",-0.199392462
2007,"sim.natural.top",0.309779314
2007,"observed",0.921
2008,"sim.human.mean",0.865831542
2008,"sim.human.bottom",0.550572193
2008,"sim.human.top",1.377276395
2008,"sim.natural.mean",0.040441573
2008,"sim.natural.bottom",-0.18299022
2008,"sim.natural.top",0.233710594
2008,"observed",0.796
2009,"sim.human.mean",0.868600035
2009,"sim.human.bottom",0.373230068
2009,"sim.human.top",1.46618093
2009,"sim.natural.mean",0.031547745
2009,"sim.natural.bottom",-0.256913841
2009,"sim.natural.top",0.262612153
2009,"observed",0.926
2010,"sim.human.mean",0.889775946
2010,"sim.human.bottom",0.429032614
2010,"sim.human.top",1.497686264
2010,"sim.natural.mean",0.032538338
2010,"sim.natural.bottom",-0.24173069
2010,"sim.natural.top",0.278449283
2010,"observed",0.996
2011,"sim.human.mean",0.935264183
2011,"sim.human.bottom",0.362052225
2011,"sim.human.top",1.520781289
2011,"sim.natural.mean",0.01818681
2011,"sim.natural.bottom",-0.233900564
2011,"sim.natural.top",0.288992569
2011,"observed",0.881
2012,"sim.human.mean",0.963441009
2012,"sim.human.bottom",0.441799306
2012,"sim.human.top",1.570586653
2012,"sim.natural.mean",0.046571289
2012,"sim.natural.bottom",-0.26195474
2012,"sim.natural.top",0.30171953
2012,"observed",0.906
2013,"sim.human.mean",0.999424076
2013,"sim.human.bottom",0.596328478
2013,"sim.human.top",1.59914167
2013,"sim.natural.mean",0.107182614
2013,"sim.natural.bottom",-0.184261286
2013,"sim.natural.top",0.31669478
2013,"observed",0.936
2014,"sim.human.mean",1.013640036
2014,"sim.human.bottom",0.483540255
2014,"sim.human.top",1.671189924
2014,"sim.natural.mean",0.119683957
2014,"sim.natural.bottom",-0.11690754
2014,"sim.natural.top",0.339192687
2014,"observed",1.006
2015,"sim.human.mean",1.04208254
2015,"sim.human.bottom",0.5250093
2015,"sim.human.top",1.743673635
2015,"sim.natural.mean",0.056504918
2015,"sim.natural.bottom",-0.216156742
2015,"sim.natural.top",0.350697386
2015,"observed",1.149
2016,"sim.human.mean",1.057187503
2016,"sim.human.bottom",0.507332785
2016,"sim.human.top",1.744811901
2016,"sim.natural.mean",0.048937934
2016,"sim.natural.bottom",-0.268107382
2016,"sim.natural.top",0.290533333
2016,"observed",1.264
2017,"sim.human.mean",1.100091611
2017,"sim.human.bottom",0.727634197
2017,"sim.human.top",1.781020085
2017,"sim.natural.mean",0.047106495
2017,"sim.natural.bottom",-0.201490233
2017,"sim.natural.top",0.319118598
2017,"observed",1.179
2018,"sim.human.mean",1.170449934
2018,"sim.human.bottom",0.806942411
2018,"sim.human.top",1.872941599
2018,"sim.natural.mean",0.044185247
2018,"sim.natural.bottom",-0.222528144
2018,"sim.natural.top",0.383821734
2018,"observed",1.101
2019,"sim.human.mean",1.189952134
2019,"sim.human.bottom",0.738261484
2019,"sim.human.top",1.870786372
2019,"sim.natural.mean",0.049385231
2019,"sim.natural.bottom",-0.13631973
2019,"sim.natural.top",0.306537486
2019,"observed",1.226
